"n"	"date"	"dream"
"166"	"(06/21/1997)"	"I am in an elevator, and realize it is broken and falling downward fast.  It goes past so many floors.  It is lit up inside.  I have time on the downfall to realize it will hit the bottom and I will die.  I am okay with this.  Partly it's knowing ahead of time, no surprises, that makes it okay with me.  Partly I am just okay with it, I've had enough life.  I am wondering when it will hit, it should be pretty soon.  I think about that kind of death, I'll get pretty smushed, but dead, so who cares.  Then I feel warmth, hot at the bottom and lower sides of the elevator.  It is a fire outside the box, the friction of the fall caused the fire, and I realize I will die by fire.  That is even better, it is humorous to me, after all the fires I was in while firefighting, to die by fire.  I like that better.  I am sort of waiting for death, the fire, to take me.  Then the elevator is pulled back up, or out.  I am saved, and not too happy about it.  I wait for whoever pulled it up to get me out, the elevator is glass or see-through now, they are taking so long, I see a girl through the glass and tell her please hurry, I'm getting claustrophobic in here.  And I am, the walls are right against me like a coffin, I feel like I am in a coffin standing upright, I am getting panicky feeling those walls around me, feel a need to get out quick."
"167"	"n/a"	"(06/27/1997 (#1)) I went on a retreat or to camp with others, seemed like Amwest employees.  Maria, the clerk I just hired, was there.  We got off a bus and were at this camp, for a couple weeks.  I was feeling good that there was other Latinos at this camp, so maybe Maria would meet someone.  It didn't happen, I felt like it was because she was too shy, but it was interesting I was trying to find her someone.  When we got back, I was inside the bus, and Jeff was outside, I could see him through the bus window.  It seemed like we were on a street in my childhood neighborhood, in Richardson.  Some big guy came over and picked Jeff up and made some comment about him being short or small, some dwarf reference, or some midget saying or voice.  I was incensed, so mad the guy would do this to Jeff.  Jeff gave the rest of us a look like, what the hell, why do guys do this to me, why all through my life do people have to make fun of me being short?  I felt really bad for him, but felt like there was little I could do."
"168"	"n/a"	"(06/27/1997 (#2)) Something about Mike (short-term boyfriend), configurations of being with him, something related to files, filing organization.  A comparison being made between being with Mike, how Mike is, and how files are organized, or how I do my filing, or the files at Amwest."
"169"	"n/a"	"(06/27/1997 (#3)) Later dream - Mike and I went up to a lookout above here, in the rocks.  We met two girls and I realized they were doing drugs.  I thought, now I can recognize if someone is on drugs.  It is easy to hide, but I could see a few signs that they were.  I thought, now I can tell, but I could see how you could conceal it, and no one could tell.  We talked with them about why they did drugs.  They gave many reasons.  We were on the rocks or walking about on the rocks."
"170"	"(07/03/1997)"	"I went with my oldest sister and a man, who felt like a new lover of mine, like Mike, that new.  And we went to a hotel, not to stay, we were doing something else there.  Something happened before we went to the hotel, or the motel, that prompted it, that made me need to do something at the motel.  So I went there with my oldest sister and this guy, and he looked kind of like Rick C (short-term housemate in Moab), but it was a new love, like Mike.  And I started getting really sick of them, I started not wanting to be around the guy.  It just wasn't right, it wasn't feeling matched up.  And then my oldest sister started being rude to me, she'd be snotty rude, and so when I got the chance I left them, and ditched them, went my own way.  I didn't tell them where I was going, I just ditched them.  And I went on these stairs, and so I was looking at my feet on the stairs, at that moment, going up the stairs.  And then I got myself into the end of the hallway stairwell, so that I was really hidden and I could get away from them, and they'd never find me, for a long time.  The motel was about five or six stories high and I was going to walk all the way up to the top.  So I was walking up this stairwell.  It was kind of an old motel, it wasn't all run down and gross, but it wasn't new or anything.  It had kind of a big feeling but it was kind of run down.  And so the stairs were concrete or metal, concrete, yeah concrete.  I got to a landing up near the top, near where they put stuff that's been . . . like a lost and found.  Or just, they put stuff that's been left there, forgotten. [I did go Wednesday to Thompson, and all the stuff I left in my cabin in Castle Valley was in that little wood house next to Lynn's motel.  it was really weird to see my stuff, my bath powder, lotion, very feminine stuff, my cactus.  It's been sitting in there over the WHOLE WINTER.] Anyway, I came to this landing, and there was stuff on a table, like an old table, it was all just sort of left there.  Part of it was employee stuff, for the motel.  Part of it was just stuff that had been left there.  And there were letters from Lynn, on the table.  Some of them were like the letters that he wrote about the oil field, to Spear and the sheriffs, those really rant and rave, you done me wrong and you'll pay, kind of letters.  And some of them had sweet things about me in them.  I mean, my name was in them, and I was reading them - realizing that information about me and my name, was out here, for anyone to see, it had been sitting out in this motel, and anybody could read about it.  It made me feel weird, sad, about the broken dreams.  Because there were sweet things in those letters.  And it was even more clear to me, or it is now, that it's not black and white, it never will be, I can't . . . .  I would love to be able to say he's an asshole, I'm glad I'm gone.  But it's not that black and white, and it never will be.  Then there were also these horrible letters on the table.  The lighting in this stairwell was kind of, it was like light from a high window coming through frosted glass.  Kind of like morning light.  And the feeling was that, there was something about this being the employee area, that I was going up to hide out with the employees."
"171"	"(07/08/1997)"	"I felt like someone was touching me, stroking parts of my body, and stroking my hair all night.  Felt like someone was in the room, walking, at one point.  I felt two women, one on either side of me in bed.  One was younger, one was older.  They were there to give me support and love and wisdom.  There was also a male in the room, further away, and shy or reluctant to come closer.  I felt this stroking all night, different parts of me, mostly my hair.  I kept wanting to wake up fully or discover what it was, but I also didn't want it to stop, it was so unusual."
"172"	"(07/09/1997)"	"I met up with Lynn again, way out in the country, down a bunch of switchbacks, in an old house.  There was the usual running around, nothing getting done, where is he, where are you, meeting up, trying to make things happen and they won't.  But at one point, Lynn and I were in a room, with another older man, and we were talking, and someone came to the window, he was looking in the window, and all of a sudden I felt this really sharp paralyzing pain hit me, as if from an invisible arrow.  And it was from the guy at the window.  I found out the older man in the room had also been hit, he had the exact same reaction I did, which was, you stiffen up, your knees bent, and you kind of half crumble.  The same thing happened to him.  It didn't happen to Lynn, though.  And I either felt resentful that I and the old man were the only ones hit, and Lynn, once again, got off scott-free.  Or I felt like Lynn was part of the scheme and he had ordered it or okayed it.  It was very desolate out there, it was like Utah, kind of sagebrushy and mountainy.  Not mountainy but hills and dirt roads.  And we were hiding out or running away, it was some plot thing, again. [God, I thought I was done with those.]"
"173"	"(07/11/1997)"	"I am in this house, a program for retarded people, and I go through the rooms, and all of them are doing drugs.  They have Downs syndrome, all ages, and the program has them doing drugs.  I think how weird, what kind of program is this.  Part of me thinks: that's what you turn into when you do drugs.  Then I am leaving California.  Like I had gotten Mondo [a coffee shop in Moab that I wanted to buy] , I'm packed and leaving.  I'm on the interstate, leaving town, I stop in a coffee shop, and some friends here come in to say goodbye.  I kind of wonder how they knew I would be here.  The coffee shop was really bright and happy, sunlight through the window, a 50's feeling about it, hopeful feelings, motivated and confident and happy about my future."
"174"	"n/a"	"(07/12/1997 (#1)) I have been recruited for some job.  I am walking with a general and another tall man.  First it seems like in a culvert  I know that Jeff is involved too.  I ask the general, ""do you know Jeff, the short man?"", and hold up my hand to my neck.  ""He is my ex-fiancé.""  The general says, ""well, you two will be living and working together on this project we're putting you on.""  I say, ""you're having us live together?  What if we have sex, how could we help it, as close as we are.  Aren't you concerned about that on the job?""  Then the general says to me, ""And the next time you talk about someone else, why don't you just look inside yourself, do some introspection, instead of comparing yourself to others, or comparing other people.""  He was chastising me.  Then we are all three in my kitchen here.  I go up beside the tall man, he is really tall, big, and bald, but nice.  I sort of jump up to him, his side, and he picks me up and swings me around playfully.  I realize how much I liked discovering I liked a tall, big man in Lynn.  How Lynn got me to really like that, not short men anymore, how he totally changed my desires in that area.  And got me over hangups in that area, expanded my likes, so that I loved his bigness, his maleness."
"175"	"n/a"	"(07/12/1997 (#2)) I am working with others at a job.  I recognize things from Amwest, but we are working in a big warehouse or blue collar surroundings, dirty, garage-like.  At one point I am thinking about stealing from them, there is money sitting out, but I don't want to right away.  I think, maybe later.  There is something about the computer drives, the g drive, I am telling someone the different drives.  I am not too happy here, frustrated or disgusted with the way things are run.  At the very end of the dream, I see this guy sitting at a table by a window, and a troll-like monster behind him is pulling his face around to the side with its claws.  It's really tearing into the flesh and pulling hard.  The skin is tearing away and blood is coming out.  The guy can't get away.  I'm looking and thinking the monster will just snap his head completely to the side and break the guy's neck.  I have no feelings about this except the monster should just finish it off."
"176"	"n/a"	"(07/12/1997 (#3)) I am at a fair booth, it is kind of a crummy fair.  The booth with the covering is empty, but to the side is a big old ship, or the front part of a ship.  I go in to see it, and start to get ideas about how to make this a business, how we could use the ship as a ride or attraction or something.  I walk back in to the booth part, and am looking around planning how to set it up and market it.  Then I look up to the top boards of the booth (they are decrepit) and wonder how much money I could make here.  I realize not very much, based on the fact that fair booth people I know about do not have very much money."
"177"	"n/a"	"(07/12/1997 (#4)) I am at a party or gathering of relatives and family friends.  It seems like I am a child.  It is an interesting party, I seem to remember being dressed up, or much planning beforehand, but I am not sure the purpose of the party, it doesn't seem too organized.  I am not familiar with the place, the house.  There are stairs, rooms.  There is some issue of flirtation or sex with a dark-haired man there.  I like him a lot, but there's something improper about it, either he is related to me, or because I am a child and he is an adult, or else he is already involved with someone.  I think he propositions me.  There was more.  Somewhere in here, I see a small ship, like the ship I saw at the fair booth, and I take it and hide it beside me or behind me, in a coat, on the car seat.  I want it and take it.  I want to play with it later, and I knew that I wanted to act out scenes, like with dolls and playthings, I feel a need to fantasize and act out these fantasies with dolls and items.  I am thinking about bondage, how I really liked that with Lynn, how when he did it he looked so intensely at my nude body, and I want to not only fantasize it, but act things out with toys, to see the whole thing from above."
"178"	"n/a"	"(07/12/1997 (#5)) Mom and I are out on a road in the country, there are big fields and cliffs around.  She is showing me the land she is going to buy.  It is attached to land they already have.  It is a big parcel, over a hundred acres I think.  We look at it, sort of sideways.  It has bright green grass, and a big drop-off or cliff.  It's in Texas, but much more cliffy than the farm.  I am not sure how I feel about this, either - why, you already have land, or envious, or just that there's something wrong about it, like where is dad, is he dead and that's why you're buying land.  I feel weird about it too because I am looking at it with my head sideways or maybe upside down, a strange perspective, not quite real.  And aware that we are on the road.  Some thought about that road, thinking Lynn is driving down it or something, because next I am in Utah.  I wonder how I got from Texas to Utah."
"179"	"n/a"	"(07/12/1997 (#6)) I go back to my room in the house on Park Road in Moab.  As I walk up the front step, I look down and remember Risk coming in the house this way, up this step, every day.  I miss her, and am sad.  I go in the house and straight back to my room.  Paula and someone are sitting in the living room, and I give them this little ""hi"" and keep going, I don't look directly at them.  I have some permission to go back there and get my stuff or clean it or something, so I don't worry about being allowed there.  I go in the room.  It is a little dark.  Same blue carpet and pink walls.  At first, it is empty.  The south (back) wall has no window in this dream, and there is writing on the wall.  I go read it.  At the top is written ""About Tara Collins"", in pencil and black marker or paint.  To the left and below this is a pencil drawing of my face, smiling.  I know it was drawn from a picture, I recognize the stance.  It is well-done.  There is another drawing of my face further left, not smiling.  Below that there are two photos of Lynn I have never seen before, pinned to the wall.  It is apparent to me that Lynn had been coming in there, or living in there after I left, and he had done this wall of me and us, like he missed me and was putting things up to remind him.  I look on the back of the pictures of him, and there is a sticker from a Colorado photo lab.  He was in Colorado after I left, I think to myself.  I look at his pictures.  They are of him outside, some activity or driving, spontaneous shots.  He looks happy in them.  I am entranced.  I miss him, looking at those photos.  The whole thing is weird, coming back in here and finding this recording and memorabilia of me and us, realizing he has been in here a lot after I left.  I am startled by it, but fascinated too.  This part is very vivid, highly focused, on the pictures.  I go to the closet and there are all these clothes of mine still in there.  The closet is on the east wall in this dream, like in the room next door, and it's a long closet.  I am a little shocked that this stuff was left, and start going through them, a sheepskin jacket, shorts, shirts.  I start pulling them out, I need to clear this room out, get all my stuff back.  Now there is a bed in the room, but it's head is on the north wall.  It is a big bed, nicer than the one I had.  I start putting clothes on the bed.  I feel how big a job I have, clearing out and cleaning this room.  I think maybe some of the clothes must be Lynn's.  The drawings and photos are still on the wall throughout the dream.  I have some of the same feelings I had (in reality) in that room, the room was very recognizable not only for how it looked but how I felt in there."
"180"	"(07/13/1997)"	"I am camping with my oldest sister, I think my middle sister, and Dad, in an area like Utah.  We have a big Winnebago-type trailer.  We are stopped for a rest or to camp.  My oldest sister and I go walking and pass back and forth beside this little lake, some people there.  Then we're back at the Winnebago.  There is nothing going on, or I am frustrated at the lack of activity.  I want to go running, and swimming in that lake, even though it was kind of dirty, I don't even care, I want to exert myself, do some physical activity.  There is some issue with locking the doors of the Winnebago.  I know Dad will want them locked, but he is inside a store or gas station.  I try to lock the big sliding door on the side and it won't stay locked.  I have the keys with me.  I tell my oldest sister I can't lock the side door.  I lock the front doors and go anyway, to run and swim.  I have on my firefighting clothes, and I am carrying things, the rest of my firefighting outfit, straps, and parcels, I am hoping to drop off on the way.  They are kind of bulky but I am determined that I can run with them anyway.  I come to a steep uphill, and I really push myself up it, running up it carrying all this stuff.  I am aware that people can see me, and that they recognize my fire clothes.  Near the top I am using my hands to pull myself up over the top.  I feel accomplishment pushing myself to run up it.  I can see the top edge of this hill/cliff close up, as I pull myself over it.  I come to a little house or restaurant.  There are people who know me here, from firefighting.  I go in to finish dressing, rearrange things, or drop off some of this stuff.  People recognize me and welcome me in, they remember me from firefighting, they say hey Tara the firefighter, it's you, how are you?  It is a good feeling, like in Moab, where people knew me for my accomplishments.  I go in a back bedroom to dress or change, so I can run better.  I'm going to run to that lake and swim.  This man who knows me from before sees me, he says hi, nice to see you again.  He lives there.  He now has two kids, one a baby, and he's looking after the baby.  He says I'm going to sing you a song, to welcome you back.  He starts to sing and play guitar in another bedroom, while watching the baby boy on the bed.  Their door is open.  I remember this man, before when I knew him when I lived there, he had liked me or had a crush on me.  So I'm thinking, whatever, and I keep on dressing and arranging my clothes.  I'm a little put off by his acts because tho he used to like me, now he's got kids and a wife, so why is he paying me any attention.  I think he shouldn't.  I just ignore him.  He sees I'm not paying attention, so he comes in the room where I am, and lays down on the bed.  He is watching something on TV.  On TV is a guy who throws out the food his wife has prepared for him in this creative way, where the food runs down little tracks to the dogs outside the door.  The guy beside me comments on it, something like, yeah I did that too, isn't that clever.  At the same time I'm thinking 'what a jerk' about the guy on TV.  I don't say anything.  I am now adjusting straps on my clothes, my fire clothes, around my waist and hips, and I am tucking in shirt ends.  I am laying down.  I am pulling the straps, and tugging them tighter around my hips, pulling the catches.  It reminds me of climbing straps, but also of the Uluri, the way it tugs around my waist.  I am hot and thinking about running, getting high on endorphins, and then swimming in that Utah lake.  Something about tugging those straps and thinking about swimming in water gets me really turned on, I get close to orgasm.  Maybe something also about this guy laying next to me in bed, even tho I don't care about him, still it's a guy in bed next to me, and it's turning me on.  I want to come, the orgasm is close, I feel it, but I don't want to with this guy there."
"181"	"(07/14/1997)"	"[Visions while going to sleep.  Before going to sleep, had been reading Seth, and I had asked for a past-life regression or past-life vision.] First - I saw two big elephants coming toward me, at night, along a pathway.  It was as if I was crouched down in the jungle, watching the elephants come toward me, and their eyes were tiny green lights.  Second - I knew I was in South America.  I was a South American Indian, with the black hair, with the bowl cut, and I was holding a young South American Indian child, with my arms around its torso.  The child was about eight, and I felt, something felt like it was dying, it was about to die."
"182"	"(07/23/1997)"	"I am being told about a trail that leads out of Moab, north of town.  I am being shown this trail, from the air.  I can see the cliffs around town, and there is a trail that everyone takes and knows about north of town that I see below me.  But I am being told about another trail, a really cool trail, that it is called Water Canyon, that is less known.  Someone and I are talking about it, how to get there, how to find the trailhead.  I am given directions to it, and then shown it from the air, high above Moab.  It does lead out north of town, but where the main trail goes to the right, this Water Canyon trail goes off to the left, and then straight up a very steep hill, over the top edge of the cliff.  I can see the whole trail from the air.  I am most fascinated with the part that leads over that lip edge at the top.  I follow it with my eyes, over that edge.  I can feel what it would feel like to get up over that edge.  I also dreamed of a mountain lion, I could see his mouth, and face, close up."
"183"	"n/a"	"(07/24/1997 (#1)) Not a very clear dream.  I was at a conference with two bosses and other people, co-workers.  Felt like a hotel or a boat.  I was not happy, there was some issue of hierarchy that was bugging me, or people were dissing me or leaving me out.  I felt out of place.  But when I thought of my own individuality, apart from them, I still saw humor and playfulness.  I was sitting at a table with the two bosses, and trying to rearrange my chair or the chairs at the table.  I felt like they disapproved of me or thought a woman shouldn't be there.  I bumped my head on the umbrella or the pole in the middle of the table, trying to rearrange it.  I moved the umbrella up or expanded it outward and tilted it to get it out of the way, I was frustrated and feeling self-conscious, not wanting to be there.  Also in this dream I craved chocolate."
"184"	"n/a"	"(07/24/1997 (#2)) Another dream was a man with a swimsuit, speedo type, and the crotch had a hole cut out of it, with rib supports to keep it in place there.  He had no genitals, he was sexless, and it made me think a woman's swimsuit could be made with a hole cut out like that.  I reviewed the marketing potential, let my mind play around with the concept, the design and target buyers.  The hole was oval shaped, for sex.  Upon waking I realized it was a totally unmarketable idea.  There is already lingerie like that, and who would want a swimsuit like that?  But interesting that I was marketing in my sleep, going over the marketing possibilities."
"185"	"(07/27/1997)"	"Dreams about controlling things too much, taking on responsibilities, stressful.  Trying to control the outcomes of things, I should just trust that the universe provides and let go control.  I was grinding my teeth all night.  Then - parking at the street of my childhood home.  I was supposed to park down the alley at the neighbors', but they were full. I was in the Bronco (my parents' vehicle).  Jack Nicholson was there.  So I went to our house, frustrated, and told Dad I really wanted a doughnut, could I go get one.  He agreed, I think he wanted one too.  I went to get some, and Jennifer was there at the store/cafe.  But she was choosing a bagel with onions and cream cheese, and I thought that would be better.  We were spending so much time picking the ingredients and critiquing the bread and choices, it was way too self absorbed and picky, I thought, just order something, does it really matter this much?  If only I gave this much attention to my other big choices in life.  Something about choosing not-sweet food instead of sweet, but the dairy was an issue."
"186"	"(07/31/1997)"	"I dreamed I got a dog.  And I loved getting that dog.  I was really glad about that.  And I was at like a family reunion, Uncle Larry was there, and my cousin Amy, and Dad and my sisters.  There was something about cleaning the house, and I opened up my little vacuum cleaner that I have, and inside were these big beetles, like big ball-shaped Utah-type beetles, like the ones that roll the poop around, inside, and they were still even a little alive.  And I remembered vacuuming them up in Utah, and I talked with Dad about doing that.  We were both surprised that they were still alive.  This dog was white or light-colored, smaller than Risk, and more curly-haired, younger."
"187"	"(08/06/1997)"	"Driving, traveling across country, in a desert area.  Felt like I was moving, but I didn't have much in the truck.  Felt like near El Paso or Carlsbad.  Then I passed out or blanked out and my truck was taken.  All my stuff was put into another vehicle.  When I became aware, I was in the back of another truck with two guys,  someone else was driving, and all my stuff was there like it had been in my truck, set up the same way.  The guys were leaning against thin mattresses propped up against the side just like I had them in my truck.  It was okay.  But I was pissed my truck had been taken.  I was just trying to figure out where we were, a way to solve this.  Then the two guys were gone.  I went up front, made the driver tell me where we were.  I think I looked at a map.  I asked him or told him to get out and he did, kind of sheepish.  It was kind of accepted that I was entitled to take over this vehicle since my truck was taken, or they had taken my truck.  I was then pedaling this vehicle, it was a struggle, hard work, and I was thinking how could I ever get across this whole area by pedaling.  I missed my truck.  I stopped or slowed down to let Risk out.  A Latino guy came beside the vehicle, put his hand on my breast.  He was nice, he said ""perro"" to Risk, and a whole sentence in Spanish.  I stopped.  I let Risk out.  I found an old, sort of antique cello in the back of the vehicle.  I talked with the guy about selling it for cash, we sort of hooked up together in some manner to make cash.  He understood pawning, and knew how to make quick cash.  He told me the cello's value, what we could probably get for it.  A partnership was possible with him, traveling and making cash."
"188"	"(08/10/1997)"	"[The night before my middle sister called and wanted to come stay with me for a while. Also, although I was in a relationship with Mark, I had been getting to know another guy, Scott, online.] I was preparing for Barbara M's wedding (my best friend in early childhood).  So much to do, clean.  I wasn't ready.  It was at my parents' country property, in a long meadow.  It felt like Risk was nearby.  My middle sister or someone said, wow, it's about to start, how exciting.  I'm like - no, I'm still not ready, not set up yet.  But we started anyway, time to start.  I was to accompany Barbara down the aisle.  Not like giving her away, but like maid of honor.  I was chewing gum and just before I went to walk down the aisle, I threw it at my middle sister's feet, smiling at her like joking:  I had to put it somewhere, couldn't go down the aisle chewing gum.  Barbara was so nonchalant.  Like this was her second marriage.  The first wedding she tried too hard, fancy stuff, image was important, so this one was more real, and more casual.  She was wearing a hippie-bandanna, an old worn print wrap skirt, totally slobbed out, but really happy, chattery.  She talks to me all the way down the aisle, which feels weird during her wedding.  She tells a long involved story about Popeye and Olive Oil and tenant/landlord problems.  I am aware of people watching us talking, a long walk at the property down this meadow.  I realize this is a really long story she will tell, will it end before we get to the end of the aisle?  "
"189"	"n/a"	"(08/16/1997 (#1)) I was trying to do a raven call laying down.  It was harder that way.  I felt like if I could do it, I would be rewarded.  I laid down and tried it in different positions."
"190"	"n/a"	"(08/16/1997 (#2)) Driving home from work late.  There was a side road into a tunnel, a place I always almost miss, or always take the wrong turn.  I start to lose control, trying to turn too late, went up the left side of the road or tunnel, overcompensated, went up the right side.  Through this I thought, I might die now.  I didn't want to die but wondered about it, making the choice at that point about whether I wanted to die, or had survival instinct."
"191"	"(08/17/1997)"	"I was in a group setting, a dorm or crew or extended seminar, big dorm-like building.  I was working on my computer, and I didn't want to stop.  I was enjoying myself.  Later - Bill M was there [another lawyer at work, not a love interest] I thought I saw him with another girl.  We'd been together earlier in the dream.  But no, he wasn't.  Us being together was kind of a secret.  I went up a hill to a main area to do something quick, I didn't want to eat dinner yet like everyone else was, it was crowded, and I wanted my computer.  I went back down, then I was jumping going downhill, jumping up high, using my body, I did a flip, and a roll, playful and talented.  I was remembering meals, like with the fire crew.  I wanted to get back to my computer.  I went all the way down the hill, to a basement, like that was the way back to my room.  It was very dark, I could barely see.  I knew there was a sliding glass door, I put my hands out in front of me to feel it coming up since I couldn't see it.  It was so dark, but not scary.  I found it and went in, up some stairs.  It felt like that Lynn-feeling, Thompson, Utah, the empty house he wanted to buy, that he took me to in Grand Junction."
"192"	"(08/23/1997)"	"I escaped from being detained somewhere, people trying to hold me captive, not clear.  I ran away when I got the opportunity, and they gave chase.  But they were not prepared, and scrambled to get up and chase.  I was quick, and found ways around and through halls, shiny metal, and outside, and ducked them.  I ran across streets, and saw a health club.  I went in there.  It was a really ritzy health club, very nice.  I went in the women's dressing/shower room, and figured I could stay there, that they would not find me there.  Plus it had showers and beds, everything I would need to stay for a while.  This dressing room had beds, and at the back different rooms with doors, very fixed up and nice.  There were people in there socializing, men too, like it was a coed dressing room.  I decided to stay in one of the back rooms for a while, there were two or three beds and people there.  After a while I knew some of the people, and we would talk.  One night, I was with them, and among them was with a man who was my friend.  A girl came over to us, a very mean girl, she had high heels on, and she did something to this man who was my friend.  I couldn't see exactly what she was doing, but the man was obviously being hurt, he was like paralyzed or convulsing, but rather still, and it looked like she was stepping on his throat with her high heel.  She left, uncaring.  I immediately went to him, and looked at his throat.  I had to part the black hair of his beard to see, and there was blood slowly coming out his throat.  I couldn't really see what she had done, but I figured it was bad.  I took his face in my hands, held his head, and looked in his eyes, almost panicked now, saying his name -""Gabe, Gabe"", over and over.  I was really scared he would die.  I asked him, should I call 911, and his eyes said yes.  What struck me at this point was that the man and I had been friends, but the way I felt about him now was more.  I realized I had been saying we were friends, but that there was much more to it, that I was not admitting to myself or to him how much I really loved him.  I mean I really loved him, wanted him to be mine, and would despair if he died or was really hurt.  It was such a change from what I had believed we were - just friends, this tragedy was like showing me that I wanted more, that I loved him, and I should stop kidding myself about it, go for it all the way, allow myself to feel all those feelings fully.  The man was Jewish, very small.  He had qualities like all the men I've ever been with.  He was like a combination of all my past men.  I rushed to get to a phone.  At this point, we were in a house, but not our house, a friend's house, other people were there, a big house.  Kind of like where people came and went, gathered to meet and party.  I was not familiar with it, did not know where the phones or light switches were.  I finally found a phone, but it was like a little credit card, and I couldn't figure out how it worked.  I was frustrated and struggling to get it to dial.  It had no keypad, no numbers.  Everything in this house was new technology.  I went looking for another phone.  When I couldn't figure out the first phone, I went back and got Gabe and put him on my back, so I could keep watch over him and care for him while I got help.  He was so small that he could fit and ride on my back easily.  I wanted him close to me.  His head was slumped on my neck, and I walked stooped over, to keep him comfortable there.  I was very conscious of standing up straight, because he was there on my back and it would change his position.  I thought him being face-down might be bad, that I should turn him over to help stop the blood, but I really wanted him with me so I could watch over him all the while.  Every once in a while, I would call his name, ask if he was okay.  He would answer a little mmm hmm, or a soft word back.  He was almost unconscious.  I really wanted to care for him, like that feeling with Risk, taking care of someone.  I checked on him and kept him close to me.  I couldn't find any phones in this house.  I asked another woman there, and she was so unconcerned, like ""whatever"", she wouldn't tell me.  I found another phone, it was a card like the first.  But somehow I called, and right after that, the emergency people came for Gabe.  I was relieved when they walked in so quick.  They all wore different colored uniforms.  It was pitch dark in the house.  They walked in, surprised it was dark.  I was right there with Gabe on my back, he was almost passed out by now, and I said, ""I'm right here.  I don't live here, I don't know where the lights are.""  First they were surprised and cautious, it was so dark in there.  They took Gabe and checked him.  It was serious but he would be okay, they said.  Then I left.  I was going home in the Jeep, with two other women with me up front.  I drove up a windy mountain road.  The accelerator stuck on the jeep, like it used to, and I braked, but it still stuck.  I reached down to unstick it like I used to, punched it, nothing worked.  It was accelerating on its own, and braking wasn't slowing it down.  I kept hitting the brakes.  I started to go off to the right, almost hit a sign, and swerved to the left, overcompensating.  It was getting more out of control.  I said to my passengers, ""I should just stop"", and right then, we swerved off the road on the left.  We went over the side of the road.  I looked to see if it was just a ditch, what was ahead, and as the jeep went over, I saw the huge bottomless canyon below us, and the Jeep drove off into it.  It was thousands of feet deep, a narrow deep gorge, the walls smooth Utah rock.  I knew I would die.  Although shocked, I was okay with that.  I just figured I would die now.  I felt bad for my passengers, though, since they probably did not want to die.  I knew the impact would be horrible, but figured I would die now, before we hit bottom.  I started to die, I felt myself slipping from this world, blacking out and moving on to something else.  I looked for the light, to go toward it, and there were some faint white lights in front of me.  I wondered which one to go toward.  I told myself to just go toward the light, and just then, the whole scene in front of me turned into millions of colored lights, bright, intense, and all different colors.  It filled my whole vision, infinity.  I woke up.  Also either before or after this dream, was a dream about pink sunsets and clouds, the pink light going behind clouds, lighting up a cloud from behind, and watching it do that several times."
"193"	"(08/24/1997)"	"I was saying things or hearing sentences, and after each one, I heard Scott's voice answering back, calming and slow.  It was nice to hear."
"194"	"(08/27/1997)"	"I was working as a new employee in a convenience store.  I was to get a raise, $900, this info came from one boss at a little party or meeting late at night.  I offered them all four water or beverages.  Undressed?  Flirting?  But the other boss had not intended to offer me that much, he offered $700, he was mad about the first giving me a raise.  I went to clean up spills, to make the place neat and clean."
"195"	"(09/01/1997)"	"I have to go somewhere, school.  Putting together furniture - an old familiar piece, little drawers, an antique, with my middle sister and Dad.  We knew this piece from long ago.  I'm running late, but I want to take the furniture with us.  It was like I discovered it up in an upstairs room, rediscovered it.  I went to the ocean with Risk.  I knew she was sick or would die soon.  I knew she had already died in this dream, but in the dream, she had come back to life.  We went swimming in the ocean.  I looked over and she was passing out and sinking in the ocean, her head going under.  I swam over and got her, picked her up, and carried her out onto the beach.  I was worried, I wanted to resuscitate her, but didn't know how, just kept wishing and telling her to breathe again.  I thought wishing and telling her, the power of my love and want, would bring her back.  About then I was wondering about how she'd already died in December and that she was back, how odd that was.  Like: then how do we ever know if anyone is dead, if they can come back to life.  I was holding her in my arms walking up the beach.  A boy came over, bugging me.  I told him meanly twice - ""go away.""  I wanted to be alone with her.  She was heavy.  I wanted to sit down with her in my lap on the sand, try to get her back to life, but I knew it was too late.  It had been too long since she stopped breathing.  I sank to the sand with her, held her close.  I loved holding her close, her body.  The love I felt between us, even with that pain, absolute fulfilling love for her, was almost sweet.  Although I was heartbroken and distraught about her death, there was something calm and sweet about the fullness and intensity of love I could feel for her.  The capacity of it even in this sad time, was incredible and I loved loving her and caring for her.   I thought about the wiseness of taking her swimming when she was sick.  But I knew she'd want to go to the limit with me, just like in Utah, no matter what.  Large feelings of taking care of her, she was my child, her depending on me.  Nice burden.  A welcome burden."
"196"	"n/a"	"(09/26/1997 (#1)) I was at a legal conference with people from my law firm.  I was getting increasingly uncaring about my role and obligations there.  I was late one day, like an hour or two, really late.  Just didn't care.  Was more concerned about being happy, carefree, or feeling joy.  We met in a large conference room, like at a hotel.  I'd play around getting ready in the hotel room, and be late, but I also felt increasingly free from it all.  At one point, I was in a conference room as everyone was leaving and clearing out.  Mom was there, and I had a desire to go to the piano and play it.  Started toward it, but decided against it, too many people still watching.  I was interested in how they cleared out this room, for the next function or something."
