"n"	"dream"
"100-1"	"#100-1 This dream began after I was awakened early in the morning then went back to sleep for about 45 minutes. The dream began with me entering the subway station where I usually begin the commute home at every evening. Many people filled the station as they waited for their trains to appear and take them home. As I was waiting for my train in the crowded station, my employer appeared next to me out of the crowd. We began conversing about a legal case (my employer is an attorney) that was taking place in the state of Oregon. As we were talking, my employer excused himself so he could make a purchase at the newsstand. While he was gone, I noticed that it had been 45 minutes since I entered the train station and my train still hadn't arrived. My employer returned to where I was standing and we resumed our conversation about something taking place in Oregon. He stated that a court in Oregon wouldn't send him a piece of information that he needed because the people in Oregon don't like east-coast attorneys. At this time I began thinking of the forests and sylvan landscapes of Oregon. I also noticed that it had been over an hour that had passsed, and my train still hadn't arrived. At about this point I woke up."
"100-2"	"#100-2 The first thing I recall about this dream is finding myself enclosed in a large open field of grass surrounded by trees. I walked across the field from where I was standing in the center and approached a row of trees along the border of the field. As I reached out to touch one of the trees, I realized that all of them were flat objects that only appeared to be trees. When I actually touched the one I was closest to, the whole row of fake trees fell backwards over a great precipice. As they fell away, I remember moving away from them and proceeding back through the field. I began running until I approached the trees near an opposite side of the field. When I came close to these trees I could see into the forest and could perceive solid ground beyond. Since these were real trees growing out of real ground, I stepped out of the field and began moving through the forest. I remember running through the forest swiftly, but remember nothing further about this dream."
"100-3"	"#100-3 During my dream early this morning, I was swimming in the ocean while a bright shining spotlight shone on me. The spotlight followed me whereever I swam. I tried to escape the light by swimming very fast in different directions and diving deep into the water, but it continued to follow me. I kept diving deeper and deeper, but when I came to the surface the light was always there shining on me. After a while, I realized there was no escaping the light so I swam towards the shore. When I reached the beach I walked out of the water and came to a parking lot where my brother was sitting in a car. I remember nothing further about this dream other than my brother and me greeting each other in the parking lot."
"100-4"	"#100-4 I was being detained in a kind of prison in a former communist country in central Europe. The prison was in Europe, but it was designed exactly like Fenway Park in Boston. I was being held along with a group of students, but why we were being detained was unknown. Apparently we were found guilty of some crime that nobody seemed to understand. Groups of us were sequestered into various locations throughout the prison. The conditions of the cells were very primitive. They were large rooms with cement floors that were covered with straw. Upon arrival at the prison, our clothes had to be traded in for very worn, loose-fitting outfits that were tied at the waist with ropes. The prison, being the actual size of Fenway Park, seemed very large. There were very few people around except for ouselves and prison officials. While we were unable to go outside of the prison, we were permitted to move around inside of it. The halls and passageways were relatively empty, but there were people working at the concession stands. At one point the other prisoners and I decided I should attempt to buy some beer at one of the concession stands. I found a beer stand and asked if I were allowed to purchase some beer. I reached into my pocket and found money that I could pay for it with. The attendant replied that I could buy some beer if I hadn't had any codeine within the last 20 hours. I remembered that the prison officials had given me some medications earlier that day with codeine, so I was not able to have the beer. At that point I began walking around in the large and desolate prison. I remember nothing further about this dream."
"152-1"	"#152-1 I dreamt that I was at my friend's house and I wet the bed (within the dream). When I woke up the bed was not wet."
"152-2"	"#152-2 I dreamt I was at my friend's house. We were about to go to the Pink Floyd concert. I read my ticket and it said 8:00 pm. We left (well, actually, all of a sudden I was somewhere else). I felt the need to smoke pot, because everyone was tripping. We smoked pot for a while. Then I remember walking through the place where the show was to be held. I remember specifically two doors. One door went into this hallway that was really trippy. There were all types of objects hanging from the ceiling. I really liked it but after I saw this I left the hallway. Then I am not sure of the sequence but I think I looked at my ticket and it said: 12:24 pm. Which is an increment of 4 hours and 24 minutes. Then I walked to the other door in which I saw a bunch of people working on control boards. I knew they were preparing for the show or something so I left. I then remember seeing the other hallway again, but I could not enter. This is all that I recalled."
"152-3"	"#152-3 I was trapped in some type of container and people kept walking by me and laughing. I tried to get out but I just couldn't. Finally when I started to fade off I  jumped up and was awake."
"152-4"	"#152-4 I was in some type of warehouse, and I had a friend with me although I can't recall who it was. I remember his telling me that we had to get away and then we were running from these two guys. One was an Indian and the other was just mean-looking. We got caught and the Indian was sticking a needle right into my finger. This hurt, within the dream, and then I woke up."
"153-1"	"#153-1 I dreamed I was trapped inside of a plastic cage. I dreamed it was my girlfriend's mother who was holding the key to get out. She and her daughter were laughing at me becuase I could not get out. After that I remember just opening the door, because it was never locked. When I stepped out I felt like I was falling down stairs and woke up suddenly."
"153-2"	"#153-2 I dreamed that I met up with one of my girlfriend's best friends. She was trying to seduce me to sleep with her. I kept saying no, that I cannot. If Kathy ever knew what was going on or, what she said she would kill me. To make a long story short I did sleep with her. When I woke up it was my girlfriend next to me not her best friend. I remember waking up and sweating. I could feel my heart pounding. I realized it was a dream and flung my head back with relief."
"153-3"	"#153-3 I remember coming out of a hair salon and everybody laughing at me. Extensions were put in my hair and it was down to my butt. I could not see it, only people looking at me could see it. The reason why I think I had this dream was because that day I got a haircut. The lady shaved it too short in the back and it looked stupid."
"153-4"	"#153-4 This dream was very recent. I dreamed I was doing finals and right after finals I flew down to Cancun, just by myself. It turned out I went swimming in a pool in Cancun. There was a bar in the water in a cave. When I swam up to get a drink I heard my name being called over the speaker. There was a guy speaking half Mexican-Spanish and half English. What I remember him saying was that I forgot to feed my dog and I had to go home. Next thing I knew I woke up and my dog was licking my face."
"154-1"	"#154-1 Last night's dream was a dream that I realized when I woke up and smelled the coffee that is what it was, only a dream. I had watched the hockey game on TV and saw one of the players score four goals and the crowd was going crazy. The dream that I had was that it was me who was on the TV set playing professional hockey and receiving all that attention. I have currently two close friends who play professional hockey and during the summer they are constantly being recognized in the public and it drives me crazy. So before going to bed I started to wonder how it would feel to be in the limelight. It was a great feeling: going out and everybody just would stop and ask me for my autograph. A good feeling."
"154-2"	"#154-2 The dream that I had was that I won the megabucks. I had won 30 million dollars. At the beginning it was great but I ended up being miserable. People that I was close to started to say that I was snobbish and was always bragging about myself. I always thought prior to this dream that having an overabundance of money would be the best thing in the world. I found out in my dream that it was nothing but problems. It seems that every time I have strange dreams, I would have a conversation with somebody about certain topics such as money and the topic develops into a dream that night. I discovered in my dream that I had so much money that by being [illegible] I was trying to get rid of it but that was just as hard."
"154-3"	"#154-3 I saw myself being the MVP in my softball league in my dream. Also I was given the Most Improved Player award and also being voted to the Allstar team. I was told that everybody who was on my team was so surprised that they never thought that I could turn my performance around so quickly. I was hitting homeruns like it was nothing and also making catches that I only could make and no one else. Every time I would show up at the ball park, people would start to talk and I could hear the positive remarks that were being said about me. I ended up making a diving catch in the championship game. When I woke up to go to the bathroom the next day, I looked in the mirror and wondered, some day I wish the dream never ended."
"154-4"	"#154-4 A few days ago, I watched a show called Rescue. There was a police officer who saved a grocery clerk from being killed in a hold-up. My goal in life is to be a successful police officer. During my dream, I was considered to be a brave cop and was always thought of as being gutsy. There was a situation where I was driving in my cruiser and was called to a scene where a man had a gun to a woman's head ready to kill her. I risked my life in trying to save her by going in the bar and trying to talk to him. I succeeded but sweated every moment. All that I remember was that the suspect threatened to kill me. When I woke up the next day, I started to question about becoming a police officer. A frightening dream."
