"n"	"date"	"dream"
"078"	"(02/14/09)"	"I found myself at a hostel about to leave. There I met two girls, one was very small and reminded me of Stephanie Bussell (a high school acquaintance). She had the better looks, but the vivaciousness of a dolt. Then there was the other one, and ""available"" big boobed Stephanie, like the girl from a Southern state I'd met in Bangkok. She was sleeping around, I know, but when I went back to her hotel with her. Like always, there's chemistry, but I don't act on it. Instead, I go for the cold fish, She wants to play along with the orgy atmosphere of this place we're in so she accepts me when I make an advance; but she's prickly about it. When she pulls her legs back and lies down, and I put it in, she yelps, ouch ouch ouch ouch. I say forget this and sloppily touch on the drunken Stephanie. Her boops are bare and flapping. But she's too drunk to have sexual intercourse. I say forget it and go back to my hotel. She follows me. ""I like you. I wanted you to come in me and all over me. Come back. I'll let you come between my breasts,"" she says. I consider it, but don't act. I wake up."
"079"	"(02/18/09)"	"I was in the donut shop working with my father. I couldn't make the cinnamon rolls quite right. Australian customers come in. They were strange and demanding. One was pretty, the rest were dirty travelers. How did they get here anyway? The gay one was scraped up, like a scrawny dog. My father was in the back re-organizing."
"080"	"(02/19/09)"	"Reluctantly going into the national geographic store. Walking in I wondered how the whole entrance/exit procedure worked. The sales girl made a personal case of me as I looked at the tiny cameras. Why couldn't I just say, ""I don't plan on buying anything."" She followed me and vowed to herself to sell something. She held up a lens for me to sight. I had to choose from a white or green set of rotating coordinates. ""Like a pilot's coordinates"" The manager was there and said, ""we're sorry, we don't think you have serious enough skills. You wouldn't know what to do. You don't know the proper technology. What are you talking about?"
"081"	"(02/19/09)"	"I was in the city where I work prior to this, going to the movies with my brother Gerald, showing him around. Batman was showing. There were large crowds. I remember we walked past the waterfront, and had trouble finding parking on the street."
"082"	"(03/22/09)"	"On XXX Island. Woke up in the big beach house my mother was renting for me and my brothers and my sister. It was a wood-slat mansion, old, but still exuding an air of scale and imminence amid the backpacker hovels and quaint beach resorts. I was watching a movie, or that was the excuse, anyway. Really, I had witnessed a great mystery -- perhaps a window to some nascent apocalypse heralded by the arrival of gypsies and a darkening of the sky. I'd seen the runes appear, like Ankorian temples with cropped steeples, crackled with crimson veins, like river tendrils spidering down the side of a mountain, only the currents carry pulsating flows of blood. I saw the creature briefly. It was like every demoniac you'd probably seen or imagined, large, black-colored, muscle-bound and winged, only when I actually was in the presence of the fanged and brimstone-smelling thing, I couldn't help but despair beyond any rationality. Though the thing soon left, and I was left to prepare."
"083"	"(03/22/09)"	"I was late for a soccer game. It was supposed to begin at 7 p.m., and 7 p.m. was already here and past. I quickly gathered my things and ran down to my car. Cleats, shin guards, socks. I had some old shorts from my time playing with the vipers. I figured it didn't really matter much, since this was a reunion game. I got to the car and was pulling out when I realized I could probably use my rain jacket. It was raining moderately, and could pick up as I was waiting on the bench. I called up to my mother to throw it down from the window. Too much time passed, and I left without it. The rain let up anyway. I parked in a grassy field, with rows marked by sawed-in-half wooden telephone poles. I put on my shin guards and cleats and trotted to the field. I barely recognized my team because they still looked as young as they had. I only recognized Lawrence, the washed-out coach, when he called at me: ""You here to play?"" I was put in briefly, for just a few plays. I took the ball out of our defensive area and to midfield, where I crossed it to a player who eventually scored a goal, snapping the ball in from beyond the 18. I was taken out, and the game ended. I was angry that I didn't get to play more. I felt like I was at the top of my game. The coach said, ""Let's wait and see. Some players are making some good plays."" I didn't like him much. The game ended and I went off to the resort area. I was eyed by several girls, and eyed them back. Some of them were gypsy girls. I could tell a girl with a jagged bob, black and styled atop her head, with white skin and a black vest, was into me. But she wouldn't show it right off, nor would I. That was the game. But then a plainer, but still attractive gypsy with an accent, slightly off face, but still pretty, with long light brown hair, straight and pulled back, came up to the dining car that was sitting off the tracks and used as a little restaurant, ""What room are you in?"" I was skeptical at first, especially because of her strange air and her accent. I then said I am staying at a bungalow, and I don't have a room number. But I wanted to see her later. I asked what room she was in. I couldn't tell if she said ""7"" or ""78"". She had a thick accent from wherever she was. As I was about to walk out to meet this girl some more, the dark girl, putting up a pretense, said, ""I'll go with you for $10, and I'm a lot better than she is."" I responded with my rehearsed response to such propositions, albeit I with some hesitation, because really, I thought she might have been right about being better: ""Ha-ha, sorry, I don't need to pay for what I get."" I left with the accented girl and needed to return my motorcycle. I was worried that I'd lost the little rubber key. I'd just dropped the thing off. Left it. But then I realized, it would be easier to get around with a bike. I went to the long wooden shack and asked. The woman was nice. I realized it was a problem because my bike was a 1-seat only."
"084"	"(03/26/09)"	"The setting was like a space-oriented, semi-aquatic fallout (Fallout 3 was a game I had played recently). The setting was like a resort that had space docks for ships. I was the pilot of a ship. It was a saucer shape. I felt as if I could go anywhere and do anything with impunity. I could fight whatever giants or beasts I wanted. I could always escape, but I thought I could always win. A local girl, rough and tumble, came to me for help. I helped her, gave her direction, but it seemed as if she disobeyed the rules and ticked of a giant and ran to the safety of the resort village/spaceport overlooking the waters below. The giant chased her. It wasn't mean to begin with -- it just believed in honor and retribution. On the way back, she passed through an area that reminded me of the Korean airport. I was watching the scene unfold through her eyes. She was finally scared -- especially at having to risk drowning by diving under the water to evade the giant, which was as tall as the flimsy suspension footbridge strung across a gap in the karst cliffs over the water below. Later, as I was about to take off, she came to ask for help. But she decided she would go off on her own. I realized I wanted her to come with me, to work aboard my ship. She snidely commented that I should pay for a deckhand like anyone else. There was more -- involving going off in the hills in search of aid."
"085"	"(03/27/09)"	"First, I was in the city where I did my newspaper internship. There was a big festival. A carnival. The streets were packed. I left and decided to just hang out with a friend. The fireworks came. They were massive and brilliant. I was sitting with her alone in a dark outdoor place. I remember seeing the faint trail of a comet in the sky; not just a far-away check mark, but a hazy spray of particulated ice. These turned into the fireworks display; I was surprised, since most municipalities are cutting back on fireworks. I said ""I'm glad I didn't drive. If I did, I would have just walked home. I remember being across the river, near to my apartment."
"086"	"(03/27/09)"	"This dream segued into one where I was back in Thailand at someone's house. It was grandma's birthday or something, and we had to drive to the party they were having for her at a restaurant. I hoped it would be at a traditional Chinese restaurant, dim sum. But, alas, it was an outdoor banquet place set up in the parking lot of a strip mall. The tables all had red tablecloths on them. We arrived by car. My father was in the car. Like in Asia, I didn't trust his judgment but at the same time felt bad for him. A secret service agent or air force driver or something picked us up. We had connections. He was driving on the right side of the car. I remember not wanting to leave my headphones off, but I thought: it won't be too long. I was going to stay at the airport hotel that night, and quickly need to catch my flight back home in the morning. I remember being back at their house and trying to find the right bedroom to sleep in. All the bedrooms seemed occupied. Even the bathroom had a mattress placed into the bathtub. That worked, I guess.  A little ingenious use of space -- for a person who doesn't mind living out of the bathroom. It was dark and cold in the house, like grandma's house. I remember going to the other bathroom for privacy."
"087"	"(03/27/09)"	"I remember these dreams in continuity, but only relative to each other. When I think deep enough about one, it triggers associations with the ones around it. And when I remember a recent dream, I tend to remember other past dreams a lot more than usual. The dream connected to the dream with family in it was next to one where I was at a resort town in Thailand. It was packed, and I was trying to find a place to stay. The only hotels available were attached to the big mega firm in the city. It had two units. Near the main road, with the front facing a street lit up with many glowing orange lights and manicured trees, busy out front with lots of people running around and taxis and cars. The front was ornately built to resemble old Chinese palaces. I walked past, knowing the clientele of this building would be very wealthy and out of my league. Like women who wear pearls. The time frame seemed to shift. But I went to the club/bar behind the main building. It was an area I knew better. From my approach, I'd never even seen the front of that main building before until now, and I feel like I'd been here before. I met some other travelers in the bar. We conspired to just find a room with an open door and walk in. We did. It was on a top floor. I remember the elevator went up. Most of them got off on preceding floors. The numbers, glowing on the panel., went up to at least 10. I got off on 10. I went into the darkened room and remember feeling a thrill of getting away with something."
"088"	"(03/27/09)"	"It was going back to 13's childhood [a character in the TV show House] , when she was living with her dad and stepmother under the ocean. He was a marine researcher. She had a dream that her dad was holding up the dead head of one of her dwarf hamsters. This disturbed her. The wall to their apartment was underwater. It faced a reef, and there were many, many fish flying around outside. I remember thinking how the could manage such a great setup. It was dark and blue inside, with a hint of being cold and wet. She got into a fight with her father because she didn't want to live there anymore. And in the argument, she flung her hand and knocked off the top of their very maze-like habitrail tube structure. The section flew off, and when her dad picked up the pieces, he saw a dead hamster inside one of the segments. It was decapitated. He picked up its tiny severed head. It was light brown and white. I then entered the scene, feeling bad for the hamster, and picked up another dangerously hanging section of tube sticking out in the kitchen, shortened it, and put it in a less precarious position. There was a nest inside. "
"089"	"(03/28/09)"	"There was a murderer who came into my longtime friend Chris's house, and said I will kill you, but not now. When you least expect it. I couldn't sleep well on the couch. Kept feeling smothered and hot. Prickly from the down feathers coming out. I was waiting for it, wondering -- when he does try it, would I be prepared? I wanted to act and get him. But the door was locked in the front with a key, so I couldn't escape if things turned bad. He was keeping watch, making sure none of us could leave the house."
"090"	"(03/29/09)"	"I was in an office-like setting. I worked for a real estate agency like Paul Rudd in I Love You Man, the movie. There was an old, supposedly empty office building in the same complex as the functioning offices. I had gone in repeatedly, because my world had been merged with one where instant travel, dream-like strange states and weird stuff, like alternate dimensions, were the reality. I asked my boss for the task of the day. She said to go follow up on some accounts, close a deal, something like that. I had a couple numbers. I thought this should be easy. Then I went out to do this. But I needed to go inside the abandoned warehouse, which existed in its own bubble of reality. It was completely flooded at one point. The drain goes down and away to some other place in time. I didn't want to go in alone because I knew the host of that dimension, a rather scary woman who seemed like she held resentments. It was dank, old and musty like a back room of a bar I know. I'd gone in a little earlier to retrieve some of the things I'd left behind and got that very eerie vibe. Other scenes in this dream took me to an auditorium; felt like a large one on a college campus. People who I knew were there, and I think they were in on the alternate reality, but they all soon disappeared."
"091"	"(03/30/09)"	"I was essentially a James Bond type character. This dream is fragmented; parts of several jumbled together. I am driving in a car, my SUV, through our old neighborhood. I go past my longtime friend Chris's old house, or rather, what used to be his house. The neighborhood had turned into one of those horrible places in Southern California where designer abodes go up on a hillside, like little micro mansions. The greenery was nice in some houses. We passed a place where old men were gathered playing poker or something. I went around the corner, and then turned around to come back past the house. They were behind a screened front porch. Reminded me of the screened porch of the units on the street across from our house in a state I used to live in. Chris said ""I haven't seen this place in years."" I said I hadn't either. The trip was a little escape from whatever official business I was doing back at that place. I remember driving down a rural road like the one that leads to Beth's (friend with benefits) from South Avenue leading to the north side of Lake Road. We crossed cow fields and surprisingly large swathes of clean green forest and water flows and aquatic-plant choked marshes. I remember thinking how I took such things for granted, that I should have marched out and explored these things when I still lived there. I regretted that I was no longer young and would be held accountable if I did go do that because I should know the rules by now. I had to get my passport taken. I went to a place that doubled as an auto repair place -- or was it a privately owned branch of AAA? Either way, an attractive middle-age woman helped me with my picture. It was digital, through a computer. She took several pictures, each came up on the screen. A couple were pretty good. I thanked her for taking multiples for me, since my last one was so bad. ""Oh, this one is fantastic,"" she said. Like a lot of people who say I'm terribly attractive, I only half believe her. Go to the theater. They don't refund my money or something. There, I expect to run into some of the bad guys. They attack. I fight them off with moves like kicks and throwing daggers. I remember taking down the boss. Had a gun, but didn't use it. "
"092"	"(03/31/09)"	"I was driving my car away from a school camp beside a lake. It was a bit cold, but quite nice. I felt as if I had returned to high school to perform some official task, but had other reasons too, like receiving adulation for just being myself. The roads were narrow, and trees were all around. Like a certain lake I know, but with more trees and buildings. I remember a dream I had where I visited Ms. Homan's dance school up a ladder through a hole in the floor of an office building in the mountains (She was a dance and yoga teacher. I had a crush on her. For a teacher, she was flirty). Before I went to the place where the dancers were, I found myself in a room surrounded by computer equipment. And on the walls were various portraits of U.S. presidents, but with a strange bend in the history making them seem unfamiliar. I thought I was going to catch a train, but I was in some confusion about the seats. Also, I wanted to take a computer with me to plug into my car. Most of the computers were old and worn, being kept in a garage exposed to the outdoors for many years. I found a black Dell, like the kind at school, with a Pentium 4 processor. Brute strength, not finesse, as far as processors go, but it would do. I took it out of its metal-bracketed alcove, but was surprised to find that it was attached to a sort of printer/fax combo. I hated those things. They always break. Plus, there were more plugs than I would have had accommodation for. I left it behind and got in the car to leave. I was still wearing a wet suit. I'd been doing some adventurous stuff by the lake. I went to shower at the school building where the dancers were. All the old people where there from the old days, including the African American guy LJ. I thought he graduated. Was he one of those who came back to teach at his old high school? The nostalgia, I get. But actually turning your life to point back to your past irked me. There were many young dancers, and I felt good and bad at the same time for walking through the gaggle of girls with budding breasts in leotards with my red and black wetsuit rolled halfway down. Of course, I had the excuse of going to the showers. I felt like it wasn't fair, how easily I could impress them, and perhaps take advantage of their awestruck nature. The class ended, and for some reason, I had to burn some things. There was little kindling, only flammable liquid and a vat of just-fried french fries. It was out on a fenced in yard with patchy grass and a few trees near the fence. I dumped out the fries on top of whatever it was I was supposed to burn and poured on what was left of the flammable liquid. Whoever was near me and trying to help didn't do a good job and mixed the flaming liquid with water in a fry vat. It was no good. I tried to think of ways to quickly distill it. It did light on fire, but didn't come up into the conflagration that I hoped. Back in the room that I was supposed to be staying in, there was a puddle of curdling grease surrounding the bed, with a dead deer without horns in the middle, as if its fat had emanated out into the brown foamy puddle. I wondered if I could use some of this to burn as well. It didn't bother me about the mess in the room, as I thought that it would either disappear, was supposed to be there, or someone, whoever had caused it, would come in to clean it up. I didn't intend to sleep there. After all, I had a train to catch."
"093"	"(03/31/09)"	"My pet lizard was escaping from its large enclosure as it climbed too high and was attacked by a bird. She jumped, fell, and lost her tail in the process. At the same time, my dog ran out of the house and I went to get him. The door was open, and the lizard escaped. She ran into the brush. I saw her go, but figured she'd be easy to find. I put the dog back in the house and went looking for the lizard, but couldn't find her. Eventually, I gave up, but then got a hunch -- put myself in her mind -- and got my headlamp and found her under the concrete ramp leading up to the steps. Then it was a matter of catching her without hurting her. Her tail had come off, and I put it, still moving, down on the ground to morbidly push a block or something. When I went after her, her tail had mostly grown back. I tried to position myself so that she wouldn't run under the house, but she did anyway. Oh well."
"094"	"(04/03/09)"	"Dream in the tent with the mountain leprechauns or elves as the rain was pouring down. They tried to convince me that everything was ok, and I didn't need to worry and I could leave at any time. Though I knew it was not ok. They nearly convinced me. Can I leave now? Yes, of course. Just first come over here for a bit. I did that over and over. Like walking around a cylinder producing its own gravity in space. I was worried about my brother James. I didn't know where he was. I wanted to get out first and find him. The elves from the mountain were tricky, and I didn't trust them, but had no choice since I was so tired and a little worried."
"095"	"(04/04/09)"	"Dream at Nate's (a friend from high school and college) where I was in a New York style bar and the service was bad. Laura Manning was there, the girl I've never met but have drooled over since I saw her picture for the first time (we have a lot of mutual friends). She was a waitress, and we jousted over the order when she billed me for three things, expensive drinks, when I had only ordered something small. I went in and told her mean, but young and pretty, supervisor I wanted to talk to her. The supervisor looked at me, and said she wouldn't do anything, but I was allowed to talk to Laura about it. I found her, and the sexual tension pushed us to compromise. Something about me buying her skittles or something. We left together for Uncle Kong's farm. Earlier, I was in the downstairs living room of the club hill house. There were a lot of people there, and many of them were hot girls. There was one I liked in particular, and another one was attractive, but I liked her less. But of course, I only have the courage to take what I don't want, or rather, what I don't mind losing. Everyone was sleeping in the same room, in a big pile on a mattress pile on the floor. The girl I didn't like as much, but took, she was long and slender, with that translucent cafe skin that Puerto Rican girls often have. She had long straight hair, and a narrow face. Her breasts were round and firm, but not too large. I started there with my mouth. Her body arched and I went lower with my lips. I got to her lips, and before I could start on her, I realized I had to go. Shaun (a college friend) showed up and gave me a ride. His car was old. It was strange, since he acted like he had been there in the room even though he hadn't. He came on to me, and when he dropped me off at my uncle's ranch, he gave me 35 cents and said to call him. I said I had a phone already, but took the change. Kong looked thinner than usual, and he was wearing his purple bandana. I was worried about him."
"096"	"(04/04/09)"	"Reminds me of the dream where I was on the big wooden construct, about to fight the elves. Where I later sought safety by hiding by blending in with a high school prom."
"097"	"(04/05/09)"	"Dream back at home with me going to the movies, getting two tickets to a stupid new special ops themed jack black movie at consecutive times, returning a ticket, and feeling forlorn. How my mother got in trouble by owing $60,000 in garnished wages by hurting some other woman and getting a douche bag like Michael Milton to represent her and lost the case. And how I got upset. How I went home, and snuck in when someone else was living in the tall wood slat old house, and a stringy haired black girl like Savanna from high school was going inside to do something and I needed to change my clothes."
"098"	"(04/06/09)"	"I was at the awards banquet at my university with my mom, sister and my brother Charles. They decided to show up, after all. My brother Gerald was with them in the car, but he got out right away and went off somewhere. My brother James was home playing warcraft. I was glad they were there, but hadn't expected it. They got out of a minivan. We walked to the ticket area and I got my three. The old lady put up a fuss about my brother Charles, but my mother said he was a skinny 10 year old who hardly ate anything. They let him in. I said it's not my fault -- they said you could have three free tickets, and I didn't even think you were coming. We enter on the second or third floor of Weimer Hall, and I go down to the bottom floor where tables and chairs are set up. White tablecloths. The dean, Professor Foley and some experts are there at the stage. They give away a few giant plaques, framed in glass, including one where they say, you should have told us you were in honors; we messed this one up. They put in a movie during the intermission. I was still waiting for mine. It began on a stand with a school tube tv and VCR. it was something about a big conflict like Pokémon war. I was suddenly inside it, and found myself fighting these giant creatures. There was the main guy, who was camping for a high level spawn across a line of concrete rubble -- sort of a glitch. And I was there and took on a giant crab spider thing that spawned. I killed it with electricity pretty easily. But, out of its remains, two more came. They weren't terribly deadly, but their sheer size -- several stories high -- and intimidation and fear factor would be high if they attacked the city. The last part of the dream -- I was suddenly in an ammo storage area for the government. This was like a post-war area; a war had just ended, and there were a lot of munitions laying around, and dangers still out there. My job was to help store all this ammo. But later I realized how stupid it was to spend money on all these ancient bombs, most of which are older than me. I went around the shelves and picked up some of the old mortar shells on the racks. They were old and cruddy, and unless a desperate Armageddon struggle took place, nobody would use them. The place was set up near a beach with pretty green sweeping hills going away from them inland. I climbed a hill, and there I saw Darla (a coworker from the first newspaper I worked for). She had stepped into an area with many string tripwires attached to land mines. I ran up to her, and she was saying, ""it's too late."" I said no, hold on, and grabbed hold of her and waited for just the right moment. I could hear the mine ticking, and knew, because of the slack tripwire string, the mine would take a second to go off. When the ticking reached a crescendo, I grabbed her and yanked her away behind a wall, and covered her. The bomb went off, we were safe. But I could hear the ticking of some of the others. So I climbed on her and protected her. I was worried the explosions would penetrate the old brick wall. They didn't. We stood up. She was close to me. And I started kissing her. she didn't resist, but on the other hand, she wasn't exactly enthusiastic. It's like she wanted to -- I definitely felt the chemistry -- but was distracted by work. She asked, do you even know where I work? And I made a joke. She didn't find it funny. I told her it had been months since I worked at that newspaper, and the last time I saw her must have been a Sunday -- no -- a Friday, since I worked in business -- exactly 9 months ago. She said she'd meet me later and come back."
"099"	"(04/09/09)"	"I was in a place that reminded me of Southern California and Thailand. There were suburbs, and a city part of town. The suburbs were new and in neat rows with green lawns. They gave off a vibe of bourgeois pretentiousness. I was at this place where a man was in charge of the events going on. It was like a certain dive resort I know, but not a dive resort. We were all playing in the pool. It was overcast, and probably getting dark. There were animals playing with the people in the pool. I set my camera on the poolside. I left for a moment and came back. I asked the supervisor where my camera was, and he said the squirrel took it. Yes, there was a water squirrel running around. It had taken my camera to the bottom. In the empty pool, the water still and blue, I could see through to the bottom and my lumix there with the hand strap floating up. The guy said, oh no, sorry. I said no, it might be ok -- it's water resistant. But to being lightly splashed -- not completely submerged.  I dove in to grab it. Shit. As I lifted it, I could feel the pressure change inside and water leak inside. I turned it on. It started up, but went very very slowly, like car windows after a freeze. I could see the continuous, never-ending boot menu. I said damn, I should have taken out the battery first. I then took out the battery and there was water in the compartment. I set it out to dry."
"100"	"(04/09/09)"	"Inside the suburb house, I met Sue, the co-worker on the collegenewspaper I was attracted to there. Something was wrong with her, and she wasn't acting like normal. Something had happened to her, and she was no longer that eternally life-loving, sunny, bright, cheerful girl she always is. She ran away, and I went to get her. I followed her to someone else's house. It was the house of one of my relatives. She had gone there to cause trouble or something. I said I'd take her home and borrowed one of their cars. I put something in the trunk and went back to the two-story suburb house. She wasn't drunk, but it was like her inhibitions were gone. I tried to approach her and talk to her, but she was eternally flippant. Though in a flash of affection, she approached me and I took her in my arms and we went to the back bedroom and she climbed on top of me and straddled me. I looked up at her face, shrouded in those golden locks, and for a moment, I saw her as her old self. I was instantly in love again. The way she moved on me and under me was just as I expected it to be. When it was over, though, she went back to her clouded persona and her green and gold was once again gray. I wanted to stay longer, but looked and my watch and realized, oh no -- I didn't know exactly what time my flight was that day, though I thought it was at 5:45 and it was already almost 4. I hadn't even packed yet! I was driving with her and told her I had to go. I didn't want to, but at the same time it would make me look good in that I didn't look like I was perpetually longing for her. I had arrived at the first airport, got off, it was a successful flight, I think, and then had to hurry to catch my next flight, which was from the airport across town. I was angry at my father for not setting up a ride like he had told me. I left the airport in a mad hurry to the taxi stand. It looked like the taxi stand at the airport in the city where I now work. I knew it would be expensive -- wasn't the airport at least an hour outside the city? It would be expensive. Oh well, I had no choice. I was mad at myself for hanging around the airport for so long, not realizing I should have gone to my destination first at the other airport and then waited there."
"101"	"(04/12/09)"	"I dreamed that my teeth were falling out one after the other. It happened in a place that reminded me of Bangkok, only while I was there I was with Cassie (former roommate Delaney's girlfriend), Delaney and others. We had taken a golf-cart like vehicle to this closed resort. We were going to play in the ruins, but more people came and started to set up some sort of exhibit. I slid down the railing on the way down and hit hard when I landed on the balls of my feet. They were hoisting picture frames on cables, and wires had strung them all together as they were set up on the ground first. Back at the first hotel we stayed at, I was drunk and so was Delaney, a former college roommate. We were trying to find a parking spot, in addition, find another place to stay. The first place was just a friend's house, and had decor like the 1970s -- all square, with lots of brown carpet. I remember my teeth started to come out in the car. First one, just a chip, and then more started to fall. I could feel the teeth in front were loose, but I hoped it was just temporary and would go away. But it didn't. First one, then more came out. I checked in the mirror to see how bad it looked. It was pretty bad. The canine. I spat the teeth into my hand, and thought to all those movies I'd seen where people had teeth knocked out. I hoped that if I saved them, a dentist would be able to put them back. Then I worried how expensive it would be -- then wondered how all the people who had teeth knocked out in movies, even if they didn't have any money, managed to get their teeth put back in. I dropped some, but didn't know how many fell. I hoped that I'd be able to recover them all. I didn't know if I got them all."
"102"	"(04/13/09)"	"I dreamed that the end of the world was on its way. It felt like it would be of the infected zombie variety. I had a power, and so did others -- like heroes. Nobody was sure what was going to happen or what was happening, but they all had a sinking feeling -- as if it was bad, hopeless.  Many had given up hope. I still felt like I could do something. I was running through the building where my people were. It had glass sliding doors. I eventually ran to this truck yard type place, where there had also been a university science lab. Many elements and chemicals of the lab were still there. Though the mercenaries, with their giant trucks parked and idling, ready to go at a moment's notice, had taken over, I didn't fear them. I commandeered one of their big assault trucks and was confident in my power. Since I had this special power, they were by default at my service, as if the government recognized me, and hired them, and I was their commander. I went around the leftovers of the science lab with the hope of finding a solution. It was all old and done, though, with orange powders and such desiccating in what looked like fish tanks."
"103"	"(04/15/09)"	"I was getting ready to go on a trip. Or rather, I was already on a trip and about to leave somewhere else. I was sleeping in an alcove, like a platform of wooden planks laid out into a recess in a concrete plaster wall. I had my sleeping bag and other items. Collecting all your stuff is always a pain. I remember going around the place and realizing it's a prison. I wasn't a prisoner, though. There was a little kid going around giving items to some of the prisoners. One of the prisoners in a 2-person cell thought, ""I'm going to kill him."" But his cell mate was like woah woah woah . The little kid, unknowingly, dropped off the item and ran away. He could have been strangled through the bars. I thought -- he must be crazy. It's in his best interest to leave the kid alone and continue to get the stuff. Or, maybe not. He'd be seen as even more vicious and not messed with at all if he was indeed sane, but utterly selfish and unconcerned with human contact, only self-preservation. Their cell walls was covered with mineral buildup from perhaps hundreds of years of natural water seeping in. It seemed like the prison was underground, beneath a thick layer of rocks. There were divots in the solid rock floor, filled with more of the calcifying water. I went in. The prisoners seemed decent enough. And from the startled reaction of the potentially homicidal prisoner when his cellmate stopped him, he was probably genuinely crazy. Like he was in a trance. They had a pet snake. A Texas hognose, like my old pet snake as a kid. Perhaps an allegory to my lizard, as I was worried she wasn't being fed well back at home. They brought in two mice. One was small enough and white, the other was bigger, and reminded me of a gerbil -- the agouti type, with sharper claws. The mouse ran around the cage, on top of the snake, and I was worried the snake would be hurt. But eventually, the snake unhinged its jaw and began to swallow the mouse. I was impressed, but expectant, at the extreme degree the snake opened its mouth. The little white mouse was hiding in the half-pine log shelter the snake had amid the pine shaving bedding. Then the snake got the mouse mostly in. I was worried whether or not it would be able to digest such a big mouse. I wondered if I should take out the remaining mouse and re-introduce it later. But the snake took care of it when I looked away. Then it escaped. Jumped out and landed. I grabbed it and tried to put it back. But I didn't want to hurt it, as it still had mice in its gullet. I was wondering if it would try to regurgitate one of the mice, or if it even could."
"104"	"(04/16/09)"	"I was in a back yard that reminded me of my old bungalow in the city where I had my first newspaper job and perhaps some house I visited many years ago. My high school sweetheart Cindy was there. She was doing something at a table. Setting up for an event, or a craft or something. She and I were talking, and she was friendly and nice. I could see it in her eyes that she was still attracted to me. I could tell through her body language too. The fact she was acting like this, and the fact that she made no mention of the guy she was marrying, made me think something was possible. But when I started coming on to her, she said. I'm married. I said, I don't see a ring. She said, well, I'm engaged. And I said, well, who is he? My tone was condescending, with emphasis on the ""he"". She said he's an assistant something or another at Nintendo. I thought for a moment, and realized the ""assistant"" part meant he was nothing. Instead of dropping a litany of how I'm better in every way than this other person, I said: ""He'll never be Eric (meaning me)."" And she said: ""Nobody could ever be you."""
"105"	"(04/17/09)"	"I was going to meet Beth (friend with benefits). She was living in my old bungalow in the city where I had my first newspaper job. She was there with a roommate, a guy, a harmless guy, who was smoking pot in the alcove when I came in. Beth said she had to take a shower or get ready or something. I was supposed to wait outside. But, of course, I did not. I went in and smelled the pot in the alcove and could tell the guy was there, but he didn't seem to know or care. My footfalls were very silent, near the place where I kept my laundry basket filled with all the junk I had in my SUV back when I lived there. She came out and said she had some sort of menstrual bleeding problem. My first thought was, dammit. That's never fun. Then I wondered why. I asked, ""Isn't that caused from things like abortions?"" She said, ""That's not something I have to talk about"" or something to that affect. Or ""You don't get to ask that."" I wondered if it was mine, but didn't ask. Secretly, I'd be relieved, but if I had knowledge ahead of time, I'd force myself to make the hard decision and try to keep her from going through with it."
