"n"	"dream"
"047-1"	"#047-1 I was reading the newspaper in the back room of my house which has windows around the entire room. A man with a patch over his eye was peeping in on me. When I got up to see what he wanted he ran around to the front door and left a bundle on the steps. When I went to grab him the man fell into the scrubs and seemed to have disappeared. All I saw next was a small frog hopping away from the scene. The bundle remained on my front steps and I proceeded with caution to investigate what it was. The bundle turned out to be a small infant with a large tattoo on the baby's forehand. I took the baby to the hospital. They didn't have room for it and asked me to care for it for a few days. They would get back to me to take it off my hands. (The reason I am calling the baby ""it"" is because I can't remember if it was a boy or girl.) The baby stayed with me for the following week and [illegible paragraph ending with:] a man who had a patch over his eye."
"047-2"	"#047-2 I dreamt that I went out with my friend to a local bar where I usually hang out with my boyfriend. We were there and he showed up later. He was acting like he didn't know who I was. It began to bother me a little but then I chose to ignore him. Later on in the evening I started to walk by him on my way to the ladies' room. When he winked at me, I proceeded on my way and was a bit confused by all this. So from there I decided to go over and talk to him. I walked out of the ladies' room and all the way over to the bar to confront him. He turned around and said really loudly that the chick won't leave him alone tonight. I said, ""Oh, really,"" and gave him a very dirty look when he said that the only girl here that can bother him is me [illegible]"
"047-3"	"#047-3 I dreamt that I was in a huge maze trying to find my way through with my eyes closed. Every time I went the wrong way I would have water dumped on my head to let me know that it was the wrong way. I never made it through the maze and I am still lost."
"047-4"	"#047-4 One time I was driving to the store with my mother. I was really young, about three years old. She lost control of the car and her seat fell back and she fell back with it. Her foot remained on the gas pedal. I didn't know what to do so I took the steering wheel and took the car for a ride. Then I crashed the car into a tree and it took me into a place that I had never been before. So I drove around looking for my house. When I couldn't find it my mother awoke and drove us home."
"049-1"	"#049-1 I climb in my car and begin to drive. I drive for a while then I come to a toll booth on this road. I pay the toll and go on driving. Then I come to the same toll booth with the same man in it. I pay the man again and drive on, but I come to a U-turn in the road. I take the U-turn and drive for a while. Then I come upon another toll booth with a different person in it and I go on driving."
"049-2"	"#049-2 I have a telephone in my hand and I'm trying to call a beeper number. I push the buttons on the phone but the wrong numbers are being pushed into the phone. Every time I try to type in the right numbers, they come up wrong."
"049-3"	"#049-3 I'm driving in my car. I come to this building so I park the car and get out. I go into the building and there is food all around and the people are all dressed up. I walk around the building. In every room there was a dance going on. Then the people started to leave the building. I climb back into my car and start to drive again. Then a cop pulled me over and gave me a ticket for not having my child in a carseat."
"049-4"	"#049-4 I started off driving in my car. I parked the car then I walked through a hallway filled with children. Then I passed through some people's house to get to the outside. As I started to walk away from the house I remember I had forgotten my books and my bag for school. I couldn't go back and get them. The bus had come and I had to go to school without my books or my bag."
"102-1"	"#102-1 I was with my boyfriend. We were in his old blue car and it broke down in a suburban area. We both got out of the car and walked to the first house we came upon. It was a huge white house with about five floors. We rang the doorbell and an old man came to the door. He took us downstairs into the basement to show us spare parts for the car. All of a sudden, these arms (like an octopus) started coming through the windows. My boyfriend and I ran, as one arm grabbed the old man and sucked him through the window. We ran all of the way up a spiraling staircase to the top floor. From there, we could see outside and we saw some strange animal eating shrubs outside. We started to sneak down the stairs -- Then I woke up!!"
"102-2"	"#102-2 I was back in statistics class, but this time I had Professor Mana. He was holding his class outside, on a beach. My sister and all of my friends were in this class. As the sun started to go down, he ended class. We all began to walk towards the Sawyer Building (which was on the beach). I woke up."
"102-3"	"#102-3 It was spring break and I was back in Washington D.C. This time, though, everyone from Suffolk was there. A whole group of us went to the Irish bar together. At the end of the night, I looked around and everyone was gone. So, I started to run back to the hotel. It seemed like the faster I tried to run, the slower I was. When I finally got to the hotel (which looked dark and scary) everyone was packed and ready for the drive back home. I started to panic and ran up a bunch of stairs to get back to the room and pack really quick. I woke up!"
"102-4"	"#102-4 I was typing a paper for my friend John. Actually I was using a computer and it was outside in my backyard. It started to get dark so I went inside. Then I remembered that I had left the disk outside. I got up and went out to get it. Suddenly a neighbor approached me and asked if the computer were for sale. I replied with a no. Then his wife and child came across the street. My father, who had been drinking, invited them into the backyard. The child ran around and played while my mom and dad talked with his parents. We heard thunder and it began to rain, so, everyone went home."
"105-1"	"#105-1 [Note: After I was robbed, I had this dream for the next three nights.] I'm walking home from Ashmont Station. I see someone standing around on a side street. I cross the street because I feel something is wrong. There isn't anyone else on the sidewalks tonight. There aren't even any cars going by tonight. the man crosses the street and follows me. My heart is beating fast. I increase my pace since I'm near my street. He's also walking faster. My mind's racing because I don't know what to do. I turn around to see how close he is to me. I see a black, tall man wearing all black -- he pulls out a knife and says, ""Give me your bag."" I start running and screaming, ""Help me; somebody help me."" Then I wake up and can't fall asleep again."
"105-2"	"#105-2 I'm nervous about meeting a guy at a club on Thursday night to whom I've only spoken on the phone. I dream that I am at a hair salon getting my hair styled into a French roll. Then I'm at another salon getting my hair crimped. I also go to a nail salon to get my nails manicured. Next I'm in my room and my two girlfriends are giving me advice on what to wear. Then I'm shopping at a fancy department store. A sales girl is giving me advice on what to wear. Then I'm back in my room and my sister (who lives in D.C.) is telling me what I should wear. It seems as though I've tried on dozens of outfits before I finally wake up."
"105-3"	"#105-3 Two coworkers and I are on a stage in a club doing a spontaneous performance for the audience. Carol is the lead singer and Marianne is the backup singer. I'm doing a lot of crazy dance moves on the stage while they sing. Carol is flirting with the guys while she is singing. Then we come off the stage and we're drinking. Next thing I know we're in Hollywood coming out of limousines with long sequine dresses with slits on the side. We're going into a building and there are a lot of fans waiting for us."
"105-4"	"#105-4 I'm on a ferry to the Vineyard with six of my friends. I'm walking on the beach with a hot red bathing suit. This faceless man approaches me and we go for a drink at a pub on the beach. My two friends walk in and give me a look with a smirk on their faces. I'm on Cloud 9 because I've met the man of my life. Then I go into the hotel to get changed for my date with this man. Then he comes to the hotel with flowers. I'm riding high on Cloud 9 now. Then we walk on the beach and a tidal wave washes him away."
"108-1"	"#108-1 I was scratching a $1.00 scratch ticket and I won a couple of hundred dollars. I'm not sure exactly how much but I know it was a couple hundred."
"108-2"	"#108-2 I was in this camp where they watched everything you did. They had a pool with tons of stairs all over the place. When you ate you had to stand in line while they regulated how much food you got. Then they had guards that made sure you didn't take any food with you when you left the cafe. If you did you would be penalized. (I don't know how.) That's all I can remember."
"108-3"	"#108-3 I had a dream my boyfriend had a skylight above his bed. (Those big windows in the ceiling.) Anyways, one morning we woke up and I noticed a building where you could see up into other people's apartments. Which of course meant they could see into ours. I noticed this guy standing up against his window with his face pressed against it looking down at us. At first I thought he was a pervert but then I saw someone come up behind him and put a gun to his head. Then he shot him. The guy that shot him noticed us staring back at him. When he realized that we saw the whole thing he pointed the gun down at us as if he were going to shoot through that window, then our window, to kill us. We both rolled off the bed and tried to get things together to leave. He and his partners found us and shot us in the back of the head. I remember feeling the blood drip down my back and falling to the floor. Everything got cloudy and I tried to talk to my boyfriend but the words wouldn't come out right. I didn't feel any pain -- just felt like I was getting sleepy. Then the ambulance came and I woke up."
"108-4"	"#108-4 I was waiting in line to see Luke Perry. There were thousands of girls waiting to see him. He and I kept making eye contact with each other despite all the girls in the way. I was the very last girl in line and when I got to the front he looked at me and said, ""What took you so long?"" Then he gave me a hug and a kiss. Funny thing is I don't really care for Luke Perry!"
"112-1"	"#112-1 In the room, there are my parents and a grandmother who in real life is dead. And I am crying, I am crying very hard. Tears running like a river. I was holding my grandma and she was crying too. We didn't say a word; we were just crying. I remember, that it was in a country, because through the window I could see a beautiful garden on the hill, which was far away. My parents were sitting and their faces were very surprised. Then we went to the backyard and I saw people sitting on the ground, in a narrow space between two houses and eating something from it. Also around there were small pieces of bread. From the place where we were sitting to the place where we saw those people, the way was very narrow. We had to squeeze between two very high walls at some point. These walls were [illegible] from [illegible] and I could see the beautiful [illegible] through them."
"112-2"	"#112-2 I was getting married. I was marrying the boy with whom I went out a couple of times, but not my boyfriend. I asked myself why am I doing that. I didn't want to, but I was going to. In the room, there were my parents and grandparents. At first, I had a dress on, but it was not the white one. Then at the last moment, I decided to change it, and put on a blouse and a skirt. Everybody was waiting for me. My father was very nervous. Then I saw that my mother, my grandmother and my grandmother's sister are wearing similar blouses. Then I remember that I pointed that out in mind very clearly. Everybody was asking me why am I marrying this boy. I answered that I have no idea and that I know that it is wrong. Then everybody went to the elevator. And I don't know what happened next, because the phone rang and I woke up."
"112-3"	"#112-3 I was leaving the classroom, and I had a lot of books in my hands. I also had a bag. So, I gave one book to one of the girls. It seemed that there were four to five of them. I remember clearly that one of them was my best friend from Russia. By using the stairs we went down and came to another classroom. There I asked the girl to give me back my book. But she said that she lost it and showed me an empty bag. I was very surprised and at the same time angry. ""I thought I could trust her, but she stole my book and doesn't want to give it back to me,"" thought I. I remember thoughts like that: ""I trusted her. She said that she'll do me a favor and will carry my book for me, but she didn't."" How could I believe anybody if they say one thing, think the second, and do the third? My best friend was trying to calm me down. Finally she was holding me and I was crying. Everybody looked at me. The girl was smiling and talking to some other girls. I also remember that there were a lot of people in the room."
"112-4"	"#112-4 I was on the first floor of the big bookstore. I looked on huge shelves and had a strong feeling. Then I took one book out and was trying to look what it was about but I could not. Something, some kind of force, stopped me from doing that. Then, I turned my head and looked to the right. There was my mother holding my little brother. They were looking through some books and it seemed that they were trying to find a particular one. At first I couldn't move, then I managed to get closer to them and offered my help. They said that it was not necesary that I better go and do what I had to. And I knew. I had to do something, something in the air was telling me about that. But, I don't know why. I didn't do anything. I just could not, something was holding me and I couldn't break [illegible] ."
"122-1"	"#122-1 It was around 8 o'clock. This is usually when my family finished eating dinner. All of us sat in the living room watching TV. Suddenly my older brother was telling me that one of his friends likes me. He asked me, ""Do you know Scott?"" I said, ""Yes."" It stopped there. Then I went to another dream in the same night. My boyfriend and I were sitting in his house's living room. He was seducing to have sex. He put his lips on my neck. The next thing we were in bed. The dream stopped here. Then I woke up."
"122-2"	"#122-2 I was at the train station ready to go home. My friends came down to the train station (Park Street Station) to get me to go with them. I went with them. I threw my schoolbag in the train (when the train was here). We were playing chase. Later it was time for me to go home. I realized that I didn't have my schoolbag with me, so I went back to the station and waited for the train to come. The first one arrived. I asked the driver did he see a schoolbag in his train. He said no, and instead threw me some keys with an address tag clipped with it. I decided to send it back. I was still waiting. The second train came. I asked him the same thing. I saw my schoolbag. I went to get it and went to get my car. The dream stopped here, and I woke up."
"122-3"	"#122-3 It is a school that I went to that I have this dream. In my mind I always think this is a scary school (spooky). One day I went to school. There were no students there. It was so blurry in the hallway. I went in my class to sit down anyway, because I thought I was early maybe. Suddenly, there were so many people with white long dress and long black hair chasing me. I ran and ran. Up and down the stairs. As I was running some of my friends came. We all ran together. We were all trying to find the exit doorway. It took us a while. We found it. One of them got one of my friends' leg. We pulled (hard) to get away from them. I felt so relieved after we got out. The school exploded. I woke up. When I woke up my two thighs are so tired."
"122-4"	"#122-4 I have the dreams back in the senior prom at high school. They all went to the hotel conference room first. Later, I arrived by myself. They were all sitting down ready to eat. I walked in and said hi to everyone. Somehow I don't understand why everyone is not dressing up. I was all dressed up with a white prom dress. My hair was fixed. I was wearing a pair of white gloves. I was just ready to go to spend my special night. Not they are not dressed. My boyfriend was driving crazy. He didn't sit next to me, and didn't get a chair for me to sit down. Instead his friend did."
"133-1"	"#133-1 I had a dream that I woke up really late the next morning and I missed my train. I tried to catch the next one but something happened just as the train was arriving and I missed that one too. I got really upset because I had two tests that day and I didn't know what to do. It was already late and I wasn't even in Boston yet!"
"133-2"	"#133-2 I had a dream that I was watching my two fish swimming around the tank and they were fine. A couple of hours later I looked at them and they were swiming on their sides like they were sick. I got upset. I didn't know what I could do to help them, so I just watched them while they died. Then I cried and got very upset."
"133-3"	"#133-3 I had a dream that I was at work and it was time to close the store. I went into the back room and shut all the lights. When I came back out there was a guy in the store who said he wanted to buy something. He was acting kind of strange. He went over to the register. The girl I was working with rang his sale up in the register. I started to walk into the back to turn the lights back on and he shot my coworker. I ran over to him and I was screaming for him to stop. He shot me too. Then I woke up!"
"133-4"	"#133-4 I had a dream that I was at home in the living room watching TV. I heard a noise in the hallway so I slowly opened the door to see if there was anyone there. (There wasn't.) I did this a few times and finally the last time I opened the door slowly again and waited to see if there was anyone around. After a few moments a shadow gradually appeared and then a man. I got really scared, but I couldn't scream in the dream. He was getting closer and closer to me. And I remember thinking I wanted the dream to end because I was so scared. I did wake up. The dream never continued."
"136-1"	"#136-1 I dreamt I was in the church which was part of my elementary school in this big uncomfortable dress. And both sides of my parents' families were there. We were waiting a long time, and no one knew when the ceremony would begin. I asked my aunt and she said, ""We won't get out until after midnight."" All of a sudden I saw my boyfriend drive by in his dirty pickup, full of junk, in the back. I ran out calling his name and chased the truck to the light where they were stopped. He was with one of his friends he hasn't talked to in months and they were both dirty. Then I woke up."
"136-2"	"#136-2 I had a dream that I was getting on to an elevator. As soon as I started to walk in and turn around the shape of it changed. It was like a garage door started to come down. I tried to get out but it closed. There were other people on the elevator and then the elevator started to go out, faster and faster. Then (we?) realized that it was passing all the floors and we were going to go out of the building. I was really scared and I went into the corner by myself. Then the elevator flew out of the building and then I woke up."
"136-3"	"#136-3 I dreamt I was on a river that had rapids across it. I was with like five men and we had to cross the river across the rapids. One of the men got swept up and died (the first one). Then I was at a big cliff with a girl and we were running from something. So we started to scale the cliff. We got to the top and couldn't go anywhere. Then it turned into the top of a building, when I looked down, with glass windows. We were both hanging from the ledge by our fingers. I tried to get down but I was really scared and I couldn't move. Then my mother was on the top of the cliff. I was crying 'cause I couldn't get down. I was asking her for help. Then I realized I was standing on a table in my living room with my hands stretched out to the ceiling. She told me to get down."
"136-4"	"#136-4 I dreamt I was in this big building place with lots of people and everyone was scared of something. I had to go to the bathroom. I wouldn't go unless someone went in and made sure no one was in there and it was safe. No one would do it. Finally some man went in looked around and said, ""Fine."" I went in, turned around and saw some guy staring in the window. I screamed and ran as fast as I could. I ended up on the subway. I took a different line than normal and even got off at different stops so they couldn't find me. And then I woke up."
"139-1"	"#139-1 I had a dream that my friend's boyfriend kissed me. We both felt funny and then we were with my boyfriend and his girlfriend in my car. The car was dirty and I noticed that there were white feathers all over the car."
"139-2"	"#139-2 My dream took place where I work. I'm a teller at a bank. I had a dream that I went to work and there was dog food behind the counter. It was all in big bags and I couldn't walk around it. My ex-boyfriend came in to talk to me and he didn't notice that there was dog food behind the counter. I thought that it was strange that he hadn't noticed because I was standing awkwardly on top of it."
"139-3"	"#139-3 My grandmother came into my room and asked me what time I came home. I told her I came in at 10:30 and then I went to bed. She got really mad at me and started yelling at me. She usually doesn't care what time I come home because I usually come home late. It was very strange to have her be mad about when I came home."
"139-4"	"#139-4 My dream began when my friend Pam called because she needed a ride to the store. I went to pick her up even though she has a car. (In my dream she didn't have one.) We were on our way into the store and we had to stop at the ATM. When we were standing there the person in front of us was having problems. When he left the money slot had money sticking out of it. So, we started taking the money out. It kept coming. We got about $175. Then we left. She was on her bike and I followed her. We were behind a building counting the money, but one of the tellers from the bank caught us. She took the money back. She said she needed it, and then my dream ended."
"142-1"	"#142-1 I went to a 25th Anniversary party somewhere on the water at night. When I got there everyone from school was there even though it was for a family member. I had to crawl under electric fences and past attack dogs and also climb on rocks that were on the water edge holding on for dear life or I would have fallen in the ocean at night. When I finally got there someone dressed weird was spitting into the grill and the flames were getting big. Then everyone started doing it and the flames were huge. He then picked up the grill and folded it in half and it turned into a portable plane with flames coming out of it. He was playing with it and waving the flames at everybody. My grandmother is scared of fire so she made me walk with her over to a neighbor's yard so she could get away. I put her in a chair at a table so she could eat but it was too low and she couldn't reach. Plus she kept falling off. I was getting more and more cushions to stack but it just did not do. Then I was getting dirty laundry to put under her but she still kept slipping off."
"142-2"	"#142-2 I was at school and I was in a class taught by one of my high school English teachers. I was taking a shower out in the middle of class while everyone else was learning English lit. I was wearing all my clothes in the shower. For some reason even though I was washing with soap and standing right under the water I was not getting wet. I finally realized I had my clothes on. So I took them off and then the class was over. My ex-boyfriend and the teacher of class came into my shower like I wasn't even naked and started talking to me. I sat down on the bottom of the shower to shave my legs and there were little ants crawling up the side of a wood pole in my shower because the shower was made out of wood."
"142-3"	"#142-3 I was driving home from work and I could see something in the road. I thought it was just trash or something. When I got up closer I realized it was four teenage boys who were just shot in the middle of the street and were bleeding everywhere. They looked like fresh animals that were just killed. I was curious because there were no ambulances or police there or even on the way. But the only thing I could think about was how thankful I was that there was a long line at the bank that I had just been at. If there had not been, it might have been me who was shot because I would have been there at that time."
"142-4"	"#142-4 An old friend called on the phone. I haven't seen or talked to her in three years because we are no longer friends. She called to tell me that the rhinestone jewelry she borrowed from my mother three years ago she had dropped off at a storage place to sell. They never sold so she was calling to tell me that if I wanted them that I needed to go pick them up and pay for them because they sent her a final notice saying they were going to throw them away."
"145-1"	"#145-1 In the middle of the afternoon one Sunday I fell asleep covered with a comforter in the middle of my bed. Between sleep and wake I felt something walking on the bed. I tried opening my eyes and saw a tail run across my face. It was a [illegible] . I don't have a cat. I was asleep but struggling to be awake. I just felt the bed sinking in wherever it went. It did a full circle around crossing over my stomach. Then it ended up at my right side jumping on my chest in an attempt it seemed to wake me up. The legs were black except for the white [illegible] paws. It kept jumping on me until I put my hand up to stop it. Then I jumped up looked around my bed and didn't go back to sleep."
"145-2"	"#145-2 I dreamt I was in danger. I was on a fairly deserted street and this one guy kept following me. I kept looking over my shoulder then I started running, and ran into my boyfriend. In turn he started following the guy who was following me because after he saw him he turned around. I stood at the top of the street and watched him disappear around the corner. Then I started following him because I didn't want him to get hurt. Around the corner I turned they were having a boxing match, but no one got hurt."
"145-3"	"#145-3 I was on the top of a mountain top looking down at every little thing there was to see from up high. There was someone there with me who just appeared. She was dressed in a long flowing white gown and had a bright light shining around her. She looked at me and smiled. She stood around for a while then floated off into the air. I stood and watched her as she hovered like a bee. She started flowing down. She got a little lower and looked at me. She smiled at me. I smiled back and walked over the edge. I was floating with her. Flying around and over the green below us and having fun."
"145-4"	"#145-4 Going to a meeting with my boyfriend, my roommate and another friend, being bored, trying to make the best of things. Wandering around. My roommate left without my boyfriend and me even though I told her to wait. I called only to hear her tired voice saying she was tired and sorry but she couldn't wait anymore. It was by the water. It looked like a warehouse but I wasn't sure. We ended up (my boyfriend and I) wandering to my apartment but I kept forgetting something and had to go back for them and it continued on like that and when I woke up we hadn't made it home."
