"n"	"date"	"dream"
"Rebecca(P)-08"	"(1997-02-23)"	"#Rebecca(P)-08 (1997-02-23) I'm in an old elementary school, in England, I think. I'm with a friend (Afro-American) and it's late at night. We're sneaking around hiding from this man who's walking around with a scalpel. There are other people in the building and he's rounding them up and telling them to go into the main hall. My friend and I are looking for ways to escape. We hide in a close for awhile and then run out some french doors into the woods. As soon as we get behind the trees the man steps out of the building and flicks on these spotlights which are in all of the trees. We can't hide, he knows where we are. (We're also wearing school uniforms.) He's now walking into the woods towards us with this silly thin Exacto blade scalpel -- it seems scary. "
"Andrea(A)-01"	"(1996-10-13)"	"#Andrea(A)-01 (1996-10-13) I was sitting in the dorm room/home of some people who were comforting a girl who'd had boy problems; she was a friend of mine. Her boyfriend, she, and I and two middle-aged fat women were there. She was being counseled by them about her problems with him. The problems were bad; he had hurt her very badly. While she was being counseled, I sat with her boyfriend and he told me his side of the story in the same room as others. He seemed very pitiful. He was tall and blonde. He got very physically close to me, as if he were hitting on me. During the dream we were entangled around each other with his girlfriend/my friend right next to us. I can't remember why I didn't tell him to stop. At the end of his girlfriend's session, he had his arms around me and his lips were just touching my breast. After my friend left, the two counselors reprimanded him and me by ridiculing us. One of the counselors made a sucking noise in reference to our position. I told her to ""Please don't. Stop. That's embarrassing."" The scene then switched to a party atmosphere, where, with tears in my eyes, I said goodbye to him (he remained expressionless); to the mean counselor, who seemed to lighten up when I said I was leaving as if she wanted me to stay; and to my friend who was upset that I was leaving, but no one tried to stop me."
"Andrea(A)-02"	"(1996-10-13)"	"#Andrea(A)-02 (1996-10-13) The Ruiz family is on a hill underneath buildings at a skyline. They are telling me in a mix of English and Spanish that someone has died. I can't understand who -- I think it is Ellen -- of cancer. Later I find out she's not dead but I still don't know who is dead. Calia is the one who has spoken to me. We are out in public and Ellen is there later. Calia is carrying a purse."
"Andrea(A)-03"	"(1996-10-13)"	"#Andrea(A)-03 (1996-10-13) I am going to watch a famous baseball team play. My mother is explaining her years in Florida to me. She tells me about how she used to ""rock"" all the time -- all night long. I ask who the players are in a photo of the team. When I guess about one of their names, she corrects me. She tells me about the Cuban-Reggae-Gangsters (they might be players) on the team. The team sounds mean and rough and they look frightening old, big and tough."
"Andrea(A)-04"	"(1996-10-14)"	"#Andrea(A)-04 (1996-10-14) My oceanography teacher is a black man and he's leading us on a field trip to a swimming pool-like structure. He is very quiet and solemn. We talk about ocean features and when we get where we're going, a young girl says something pithy, ""I feel [ ] (I can't remember this word but it intrigued me). The solemn teacher kissed her nose after she said it."
"Andrea(A)-05"	"(1996-10-17)"	"#Andrea(A)-05 (1996-10-17) All I can remember is a person (probably a woman) telling me how long my neck was. ""Your neck has gotten so long"" or something like that."
"Andrea(A)-06"	"(1996-10-22)"	"#Andrea(A)-06 (1996-10-22) I am arguing with my mother and I'm extremely frustrated because she is drunk and she doesn't usually hear or listen to what I have to say. She is going to stop giving me money for school because I am having sex with (or maybe going to move in with) my lover. I am wearing my elementary school uniform and she's dressed in her work suit."
"Andrea(A)-07"	"(1996-10-21)"	"#Andrea(A)-07 (1996-10-21) I am desperate to talk to my professor about a paper I wrote which received an ""A"" -- excellent. He tells me that he thinks I might be in trouble by taking the class because it is too easy."
"Angela(A)-01"	"(1997-07-16)"	"#Angela(A)-01 (1997-07-16) I was in some sort of auditorium or gym in school (high school). We were instructed to walk around the corridor in a line. When we stopped, the teacher separated us into groups of three and we had to go into a tiny room together (me and two other people who were unknown to me). I felt anxious about this and I woke up. I felt ok when I woke up though."
"Angela(A)-02"	"(1997-07-22)"	"#Angela(A)-02 (1997-07-22) I was in the parking lot of a mall. I was with my friend Donald, an old friend Ed and an unknown. We were sitting at a picnic table and a waiter came out of the mall to take our food order. We both ordered some sort of fried seafood, scallops or clams or something. It arrived after a long while and the portions were very small. I had my own plate and the three guys shared one plate. After we were done, we ordered four cups of crab bisque soup. Then the scene changed and we were in a different part of the same parking lot and my friend Rachel and two more unknowns were there. An old friend Joan showed up. She and I had a confrontation; she said something mean to me, and I told her I didn't want to speak to her. We all ate crab bisque soup."
"Angela(A)-03"	"(1997-07-23)"	"#Angela(A)-03 (1997-07-23) I was with my dad at a resort island. We were searching for an apartment for me to live in for the summer. Everything was quite expensive and unaffordable to me. I was getting very upset and frustrated toward the end of the dream. (I'm 32)."
"Angela(A)-04"	"(1997-07-24)"	"#Angela(A)-04 (1997-07-24) In this dream, I was both an observer, like I was watching a movie, and a participant, where I was actually in the dream. It took place down in a subway underground. There was a channel with sludge flowing through it and a green hulk-like monster which lived in it. He tried to come out and get me sometimes. I was afraid of him. Also there was another unknown man chasing me. There were a lot of old women in the subway sitting on benches and hanging around. I never got on a train but there were several different rooms that I hid in throughout the station. At points I was in a room with these old women watching the dream happen on a movie screen."
"Angela(A)-05"	"(1997-07-25)"	"#Angela(A)-05 (1997-07-25) I had a dream where I was traveling across country by myself. I had stopped in Michigan and was staying at some unknown rich people's house, a man, his wife and their daughter. Everything was fine until the man became very frightening and tried to chase me. I ran to the next door neighbors, who protected me. The man had killed his daughter. For some reason, I knew I had to leave the neighbors because it was no longer safe. I walked down the street but the man and a friend of his chased me. I ran to a house where an old Indian woman lived and she let me in. The man was trying to get in the windows and doors and finally climbed on the roof to come down the chimney. He made it in the house and I grabbed a knife and so did he. We started dueling and somehow I got away and ran outside. Some unknown man in a car stopped and I jumped in and we drove away. He gave me a green key and said it was to his house."
"Carla(A)-01"	"(1996-05-18)"	"#Carla(A)-01 (1996-05-18) Hazy recollection of a house, convertible car and I am smiling, being driven in the convertible with my long hair flying. The house is big, white, multi-cornered, like a Victorian."
"Carla(A)-02"	"(1996-05-19)"	"#Carla(A)-02 (1996-05-19) I am in the street with cars stopped and people watching a bright white light-like dawn over the earth's surface appear before them. It is in the distance, a strip of light and brilliance. I move toward it into a room, big like a ballroom, empty and with high ceilings and long velvet drapes. A woman (the source of the light: she is a ghost spirit) stands in the middle of the room in a long velvet dress, regal with gray hair. She is bargaining for the painting with a man who stands holding it. She is firm with her price, very sure of herself in the command by her voice, and she gets the painting and turns around to show it to me. It is a portrait of me."
"Carla(A)-03"	"(1996-05-20)"	"#Carla(A)-03 (1996-05-20) I have a big house, perhaps not mine, but an angled Victorian, which has a swamp behind it. I keep going into the swamp with my mom. I am supposed to be in class -- I have a lab at 4:00 pm, but I keep going into the swamp at that time instead. As I walk along the street, I see a man peering at me from a stand-up outdoor bar -- it is my professor, and he says ""Why aren't you at Lab everyday?"" I avoid the question and go back to the swamp. This time I invited a girlfriend in but she gets lost in the swamp."
"Carla(A)-04"	"(1996-05-21)"	"#Carla(A)-04 (1996-05-21) My friend Clarence is in a jeep with Linda, and he tells me they have just been pregnant. I am surprised, delighted and I ask to see the kids. I go to the back of the jeep and there on the metal floor are two bundles with two girls -- twins! I croon and sigh over them, but then I notice that they have huge bulging blue eyes and stiff faces and they are really plastic dolls, but spooky looking. I don't tell Clarence and Linda this, instead I just act happy for them, but I wonder what is going on. Don't they know they are not real? The setting seems outdoors, in a town I lived in once."
"Carla(A)-05"	"(1996-05-22)"	"#Carla(A)-05 (1996-05-22) Bob has borrowed my white truck to use on errands, but when he comes back he is without it. Where is my truck? He says he left it on the street in a bad neighborhood. I get panicky and yell at him -- ""How could you leave my truck there??"" He is unresponsive. I go find the truck and the tires are slashed. I am upset. I yell at him some more. I am so angry and can't believe how passive he is being."
"Carla(A)-06"	"(1996-05-23)"	"#Carla(A)-06 (1996-05-23) I am in a grocery store and am inviting three pregnant women to a baby shower I am spontaneously going to have for them that Saturday night. I've rented a place for it and have invited people, but the three pregnant women don't really even know me. I feel that they should be celebrated. But I never make it to the party."
"Carla(A)-07"	"(1996-05-24)"	"#Carla(A)-07 (1996-05-24) I am at a political rally and the well-dressed older woman behind me in an impeccable white suit overhears me talking about voting for the liberal candidate and says she ""would die rather than vote liberal."" I ask her why and she says because she doesn't believe in abortion and the conservatives are the only truth. I am struck by her passion. She is very forceful in voice and manner. When I turn back to the rally stage, a naked pregnant man is strutting across the stage. His belly is swollen as if he has a huge potbelly, or is acting pregnant. When I look again, he is lithe, muscular and still naked, but this time with a huge erection. He is still strutting, and I realize this is a bar. My table is now covered with drinks and a candle, the lady is still standing over me, but two guys sit at my table cheering the stripper on. He is very good-looking in an all-American way, and has an exceptionally huge penis. I am mildly turned on, although I remind myself in the dream that I am not having sex right now."
"Carla(A)-08"	"(1996-05-25)"	"#Carla(A)-08 (1996-05-25) I am a maid or housekeeper in a rich man's house -- three stories, Colonial, very country decorated as in a magazine. There are three kids, two girls and a boy, and the father is kind and not really present. The mother, however, is very antagonistic and suspicious of me, ordering me about, questioning my work, generally bad-vibing and glaring at me. I clean the bedrooms, and as I make the kids' beds, she stands in the doorway watching me. She says ""make sure you do it right."" At night I go to the basement where a meeting of 50 people is going on -- everyone arguing, I can't remember what about."
"Carla(A)-09"	"(1996-05-25)"	"#Carla(A)-09 (1996-05-25) I am at a disco which is very mixed black and white. There is darkness, flashing lights, smoke -- a bar scene near the water. But there is some sort of trouble, some illegal gambling/mob scene on the go, and the cops come and take away the whites. As I am dragged away, I search for and call for Bob, and I see his face above the crowd -- but either he doesn't see me or he won't help me -- I can't get to him, and I know he will stay and party with his people. I am out on the street."
"Carla(A)-10"	"(1996-05-26)"	"#Carla(A)-10 (1996-05-26) I am living on an island, going out and socializing a lot. There are all sorts of parties on the island, and big expensive houses all lit up with Christmas lights. A very festive, rich scene. I keep going to one house with a metal automatic gate (but I can just push the button and go in). The house is split into different apartments. In the front is an artistically sophisticated part with three rooms, all open to each other, exquisite art, very neat and clean. It is a meditation center, with the main room adorned with beautiful pillows and chimes. As I pass through, there are 12 people meditating and chanting there. I tiptoe, as if hoping not to be noticed. The back apartment I see only from the backyard as I look through the windows. Although I am standing there in full view, they pay no attention to me. They are two men lovingly caring for two kids, everywhere are toys, playthings, pajamas -- a child-oriented world. As I look through the window, one man is laughing with and reading to a small girl looking at her with so much love it makes my heart break. The other man comes up to them on the loft bed they are on and is strangely a big kid -- a child in a man's body. He goo's and gahs over their shoulders at the book, but his appearance is about 50 years old."
"Carla(A)-11"	"(1996-05-28)"	"#Carla(A)-11 (1996-05-28) Had a dream that I am a monk walking in an alleyway in a dangerous part of town in a future city (like year 2001) with robes and shaved head. There are some other monks but mostly merchant people buying and selling. It is a crowded, hot, chaotic atmosphere, looks like Bangkok. There are thugs who keep trying to rob me and I shop, they are roaming violent gangs. I feel the danger but I stay on there and stay calm. They could throw me into jail -- it is police state. Much fear. As I try to buy something from a rough, unkempt looking man."
"Carla(A)-12"	"(1996-05-30)"	"#Carla(A)-12 (1996-05-30) A dream that I come with two other friends to offer gifts to my teacher in a tatami mat room. He is sitting in lotus, smiling, glowing as usual. Sam gives a shirt or some cloth, Nancy gives a beautiful bag, I help her open it to show him that it is full of marijuana, good clean stuff. I am excited about this gift, it is a good herb I feel I am offering him. I give a small ceramic pot I have made, and inside is a flower with dying, wilting petals. I am dismayed and we look at it together, and I look at the roshi as if I will cry -- will he still respect me?"
"Carla(A)-13"	"(1996-06-03)"	"#Carla(A)-13 (1996-06-03) Chuck was sitting next to my bed patting me on the back. He was trying to wake me up to go to a party where lots of my friends were playing music -- many artistic abilities and mod people who were cutting-edge artists. He was trying to rouse me from my bed -- a messy bed with covers askew. Some kind of bedroom setting, in my house. We did go to the party and I was being very social, flirting with everyone."
"Carla(A)-14"	"(1996-06-08)"	"#Carla(A)-14 (1996-06-08) Mom committed suicide at next door neighbor's house. I was with my brother-in-law. He thought it was my sister [his wife] who had done it. We went back to the house and my sister said ""No, Mom committed suicide."" All of her things were spread out in the neighbor's yard and there was a wet place on the wood fence where her brains (clear, sticky fluid) had splattered. Her body was not there, only a shirt of mine that she had embroidered."
"Joan(A)-01"	"(1996-07-18)"	"#Joan(A)-01 (1996-07-18) Dreamed about going to Angel Island with my mother. I was worried about being late but my mother wasn't. I got irritated with her and asked her to ask my father [who has been dead for four years] to drive us. My father and mother wanted to walk instead of drive. Then we were walking and we saw two Manta Rays swimming in the gutter. My dad almost stepped on one. They stuck out their tongues which were very long. Also something vague about computers in an attic -- a house like my house but different. I think Pearl was there."
"Joan(A)-02"	"(1996-07-19)"	"#Joan(A)-02 (1996-07-19) I dreamt that I was with Bill at some house. There were some other old friends involved too. Something about photos of other friends' houses -- and my jealousy of nice houses, especially refinished floors. Bill and I lay on the floor and kissed. I was surprised that he liked me. Jim drove up to the house but didn't find us. Then BillÕs brother Dave arrived and hung out wanting for us to go home with him. I got self-conscious. Bill invited me to spend the night on the couch at his (parents') house and we left to go there."
"Joan(A)-03"	"(1996-07-19)"	"#Joan(A)-03 (1996-07-19) I dreamt about TJ [a person] -- something about a Quaker retreat or a backpacking trip. Also a phone call from Beth (who woke me from sleep) regarding her daughter Sue. I remember walking on a trail with people -- especially TJÕs presence was significant. Jim was there too."
"Joan(A)-04"	"(1996-07-19)"	"#Joan(A)-04 (1996-07-19) I dreamt I was bleeding and didn't know if it was my period or not. Then I was thinking it was my period but it was too soon."
"Joan(A)-05"	"(1996-07-19)"	"#Joan(A)-05 (1996-07-19) Dream about my old boss, Mary. She showed me a bottle of shampoo that's supposed to lighten hair color and asked me if I could tell her if it would work. I read the instructions and asked her if she was trying to cover gray hair. She said she didn't have any gray hair. I then was trying to call her on a lie -- without being too antagonistic -- just straightforward. She insisted that she doesn't lie. I was eating some food, then some other employees arrived and I left because I didn't feel comfortable with the shallow game-playing and competition for attention that I expected would occur."
"Joan(A)-06"	"(1996-07-20)"	"#Joan(A)-06 (1996-07-20) I was hiking somewhere for an overnight backpacking trip. Dave was there and Roy. Also Bill. It was night and we were meeting on the hill, then we walked somewhere else. Bill and Roy were ahead of Dave and me. Then Dave and I were climbing a plastic fence. It went up and up and was loose. It started to fall; I fell to the ground into brambles and realized I should have let go of the fence. Then I was in a car with Peg. She was DaveÕs mother and was asking about Dave. I didn't know what happened to him but I said he might have stayed to visit friends. I was surprised that Peg was DaveÕs mother because I'd never met DaveÕs mother and he'd told me a lot about his mother and she didn't sound like Peg."
"Joan(A)-07"	"(1996-07-20)"	"#Joan(A)-07 (1996-07-20) I went to Evie's old house with Carl and Jim to do some work. It turned out Evie still owned the house, the new people had moved out and Evie was selling it. Carl went back to my house to get something. He said he would run there and back instead of drive or bike. Evie was downstairs using a power saw. I didn't want to see her and wondered if she was going to come up and talk to us. I couldn't remember which room was my old room at first. Then Jim and I went into my old room. I was looking to see if any of my stuff was still there, but it wasn't. I remarked that the new people had redone an entire wall with windows and noticed differences in other windows, and a new skylight. I looked out onto the backyard and CarlÕs old cottage. I was going to go on the roof, but Jim sat down inside to play guitar. He was smiling. I had four cats with me. I was surprised because I thought I only had three. One of them was one I had when I was a child. I was afraid they might fight with my current cat."
"Joan(A)-08"	"(1996-07-20)"	"#Joan(A)-08 (1996-07-20) I dreamt I was cleaning DonnaÕs house. I was cleaning the kitchen and I did a really good job but when she came home I realized that it was 2:20 and I was supposed to finish by 2:00, and I had only done one room. I started rushing around thinking I could finish the rest of the house in half an hour but it really wasn't possible and I discovered an area of the house -- a downstairs bedroom area -- that I didn't know was there. At least Donna didn't seem mad about the situation."
"Joan(A)-09"	"(1996-07-21)"	"#Joan(A)-09 (1996-07-21) Kathy was in the hospital. I was there (to help her?). I went away and came back and couldn't find her -- there was just a tangle of blankets. She was in the bathroom and having trouble. I tried to help her with her catheter or something but I didn't know exactly what do. I tried to talk to her when she was in bed -- she wanted me to be with her and she wanted to see my photo album."
"Joan(A)-10"	"(1996-07-21)"	"#Joan(A)-10 (1996-07-21) Dreamt about the ocean. I had a wetsuit and wanted to learn to surf. I was watching some surfers. But then I didn't have a surfboard. I was thinking about boogie boarding and also fearing sharks. The tide was coming in and it was dangerous because at the edge of the water there was a tall sand embankment with rocks on top -- so nowhere to land if you surfed into shore. There were some big waves."
"Joan(A)-11"	"(1997-07-22)"	"#Joan(A)-11 (1997-07-22) A dream about my older brother and my mother. I was yelling and cursing my brother ""shithead,"" etc. My older brother is schizophrenic and I do not have contact with him because I prefer not to."
"Joan(A)-12"	"(1996-07-23)"	"#Joan(A)-12 (1996-07-23) I was sharing an apartment with Candy. It was pretty sparsely furnished -- mostly with her stuff. Some other friends were visiting. Then we went to court -- it was crowded there -- because it turned out Donald was convicted of murder. We wanted to visit him in prison. Then we were outside in an industrial area. I was leading everyone else. I was riding a skateboard with bare feet. I figured out how to brake without hurting my feet. I went past a group of people and saw Ellen. I waved to her. She waved back but looked like she didn't recognize me. I was excited and when Candy caught up to me I told her about Ellen and how she weaves baskets. Candy was interested in learning basket weaving. Then I skateboarded ahead again. I was very proud of my skateboarding skill. I'd gotten so good at it and I'd never been able to do it before. I jumped over cracks in the sidewalk and sent the skateboard ahead of me and then caught it again. Then I almost got hit by two cars and the skateboard went down the gutter drain at the corner. I heard it rolling away. I saw a tunnel in the gutter drain and went in. There were obvious signs of habitation -- a brick floor had been made and there was some furnishings. Like a school or childcare center or some kind of office or meeting place. But the skateboard had gone down a passage with a low ceiling and fallen debris blocking the way. I had to crawl to get it. After I got the skateboard I found it was lodged in place and splintered. I got it dislodged but when I tried to go back, I found the passage even lower than before and it was going to be very difficult to get out."
"Joan(A)-13"	"(1996-07-24)"	"#Joan(A)-13 (1996-07-24) I was swimming in the ocean. The waves were big and scary. I tried to grab a big surfboard but the waves took it away. Then I found myself all the way on the other side of the ocean. There was a wall and no real shore. It was shallow. I said that it wasn't really dangerous because it was shallow the whole way. But I looked back and saw that at the other end the waves were rough and thought that you could still drown or get hurt. There were some people around but I didn't know them."
"Joan(A)-14"	"(1996-07-24)"	"#Joan(A)-14 (1996-07-24) I had two counseling appointments at school -- one at the health center and one at psychological services. Then I realized they overlapped, so I had to reschedule the second one. I also was worried that I wasn't supposed to get two appointments in one day. I was at the health center going to my appointment and then calling the psychological services receptionist to change my appointment time. Then I was walking across a campus (not my school) and there was a pig in a truck. The man stopped the truck to put the pig in someone else's vehicle. They thought the pig would be belligerent but it went into the other vehicle by itself. I was walking and trying to find the truck but the roads were confusing. Trying to get into the hills above campus?"
"Joan(A)-15"	"(1996-07-25)"	"#Joan(A)-15 (1996-07-25) I dreamt I went to the free clinic because of swollen breasts -- maybe infected. I stood at the counter and talked to the guy about my symptoms. I felt embarrassed. He would repeat what I said back to me. Then I heard a recording of our interaction. I was surprised by how upset and afraid and hesitant I sounded and how bored the guy sounded."
"Joan(A)-16"	"(1996-07-25)"	"#Joan(A)-16 (1996-07-25) Dreamt that I called Jim on the phone. It rang for a long time and I was surprised when he answered. Then I realized it was too early in the morning to call. I asked him if I woke him up. He said yes, but he wasn't mad about it."
"Joan(A)-17"	"(1996-07-25)"	"#Joan(A)-17 (1996-07-25) I was at a park or picnic. Roy was there and other people -- I don't know who. I was walking with Bojo (a dog) to the outhouse which was a magic portal. I was going to send Bojo to another world. Roy wanted to use the outhouse, but I told him I was going to send Bojo through the portal first."
"Joan(A)-18"	"(1996-07-25)"	"#Joan(A)-18 (1996-07-25) I dreamt I was watching Larry and May with a baby on a bed. They left the baby alone and it was lying on its face and crying. I was worried it would suffocate. I went and held the baby. He was soaking wet so I took off his diapers. I thought Larry and May would come back with a fresh diaper. The baby was happy to be with me. I held him up in the air and swung him. He laughed. Then I held him and he started suckling my breast. I liked it but I thought May wouldn't like it because it's not hygienic to share nursing, so I pulled him off."
"Joan(A)-19"	"(1996-07-26)"	"#Joan(A)-19 (1996-07-26) I dreamed I was at a small house. Larry and May and Paul were there, they had just got back from somewhere and were tired. Paul needed something, he was crying, but Larry and May ignored him so I went to him. He was able to talk which was very surprising. He said he wanted to go to the back porch. I told May that Paul could talk. In the living room I saw Mica and Annette. Annette was walking and I asked her if she remembered me. She said ""from August."" Then she turned into a curly-haired white dog running around. Then something else happened -- a sheriff was there in the house -- someone had let him in without a search warrant. Alan gave me NedÕs marijuana and I went out back to a barn full of furniture to hide it. "
"Joan(A)-20"	"(1996-07-26)"	"#Joan(A)-20 (1996-07-26) I dreamt I was at Evie's property again. Lori and Kathy were there. I was supposed to take care of KathyÕs dog for awhile and stay at the house. The house had been changed a lot and Evie was there working on it. I got mad at Kathy because she said ""I'd like to see CarlÕs room now"" and I knew she was implying that he used to keep it very badly. I said I knew what she meant and how would she like it if I thought of her like ""I wonder how Kathy is? I wonder if she's still a fag and a bitch?"" I said I didn't want to take care of her dog since she was there anyway and didn't need me. She said she did want me to help with the dog. I said I didn't want to. I was sitting on the steps outside Evie's house -- not wanting to see Evie. The house was very ornate with beveled windows. Evie was vacuuming. She was upset and had been crying. I knew she wouldn't want me staying there and I didn't want to talk to her. Lori and Kathy said something about putting up facing in their room. I asked ""inside or outside?"" I was surprised when Lori said ""inside."" I asked what facing was and Lori said it would make the room padded. Susanne came along while I was sitting on the steps. She was cheerful and I felt annoyed, awkward."
"Joan(A)-21"	"(1996-07-26)"	"#Joan(A)-21 (1996-07-26) Dream about seeing Doug and Veronica. Outdoors in an urban setting. Sally had short hair. They seemed very happy and very together. They seemed very happy to be together. "
"Joan(A)-22"	"(1996-07-28)"	"#Joan(A)-22 (1996-07-28) Dream about being in a store -- an AM/PM type place with Candy and Donald and Jim. Looking for whisky? I was discussing what kind of beer to get with Jim. I asked him to tell me what kind of cheap beer they wanted. I saw a penguin with champagne on it. It came in different sizes and was for weddings. I wanted to get a small one for Candy. But I couldn't decide. I didn't have enough money. Also it might be tacky. Jim was saying it was just a toy. But I thought it could be special."
"Joan(A)-23"	"(1996-07-28)"	"#Joan(A)-23 (1996-07-28) I dreamt that I was graduating from high school and going to a big dance/dinner. The location was at a junior high and elementary school near the house where I grew up. The two schools combined into one in the dream. I was having problems with my skirt -- the buttonholes at the waist were torn so I couldn't button them. I was supposed to have dinner with Jim. He had used my girlfriend's last name for the reservation. I wanted to dance with him. He was not close to me. There were lots of people I know there (not high school friends though). Larry and May were there with their baby. The baby looked just like Larry. Its back was covered with hair (like a grown man) and he had a long dark ponytail of head hair."
"Joan(A)-24"	"(1996-07-28)"	"#Joan(A)-24 (1996-07-28) Another housecleaning dream. I dreamt I went back to PotterÕs house to clean. The house was extremely small and cluttered. No one was there and there was a note about my money, but no money. There was a bed which I piled up with blankets and pillows and stuffed animals. The house was dark. I felt that I couldn't or wasn't doing a good job. Then there was a young woman with me. We went outside and she showed me a dog locked up behind a fence. I was supposed to take care of it. It was very active, excited. There was a neighbor who said he would let the dog out for me that night since I might not come back."
"Joan(A)-25"	"(1996-07-29)"	"#Joan(A)-25 (1996-07-29) Vague dream about putting my rapid transit ticket in the gate. I had to put it through a second time and I lost money off my ticket."
"Joan(A)-26"	"(1996-07-31)"	"#Joan(A)-26 (1996-07-31) Dream about starting school. I was looking for a locker to put my padlock on. I kept trying to put the lock on but then it would turn out that the lockers were all connected -- one door would open all the doors of the row. I wasn't sure where to put my locker -- I was thinking that maybe it would be more convenient to have it in the psychology building because most of my classes would be there. Then I was with Lisa and some woman. It was the last semester for all of us. Lisa dropped me off by some lockers near an athletic field. There was a chain-link fence. It was on the outskirts of campus. These lockers didn't work either and I was worried that I didn't know how to get to the other school I needed to go to. I had to attend kindergarten and get through primary and high school, even though I was almost through with college -- I had to make up what I missed. I thought that my experience as an art teacher's assistant would help me. I hoped I would get to do a lot of art. I didn't like the class. I went into the hall and tried to explain my situation to a woman. She thought I was only 9 years old. I said, ""No, I'm 34."" I was frustrated."
"Joan(A)-27"	"(1996-07-31)"	"#Joan(A)-27 (1996-07-31) Dream about going to visit Dave in the hospital. Hard to find him. Also something about an empty auditorium."
"Joan(A)-28"	"(1996-07-31)"	"#Joan(A)-28 (1996-07-31) Dream about getting my hair cut. I wanted it cut short but not shaved. The hair dresser was using an electric razor and shaving the back of my head. I told her to stop. My haircut was uneven."
"Katherine(A)-01"	"(1996-07-05)"	"#Katherine(A)-01 (1996-07-05) I was at my parents' house and leaving in my father's van with my friend Carrie with an overnight bag with clothes, etc. inside. We were going out at night to somewhere. I remember sitting by the pond down the street and we were drinking alcohol and talking. Then we drove off in the van. She was driving. The next thing I remember is we were back pulling into my parents' driveway. Everything was a blank -- it was the next day. I can't remember what happened the rest of the night. I was confused, I felt really tired and funny and I realized my bag was gone. I was stressing out about where by bag was. Carrie kept telling me to act normal and relax around my parents. Then when we were alone, I was crying because I was so confused and she wouldn't tell me anything and I couldn't remember what happened that night. Finally, she told me when I asked ""Where's my bag?"" over and over. She said, ""Katherine, your bag got ruined; it's gone. It got all messed up last night. Katherine, you had a heart attack after your second drink; you almost died. There was throw up and blood all over your bag."" I was crying and crying. Then it made sense why I felt so weird, like something had happened to me."
"Katherine(A)-02"	"(1996-07-07)"	"#Katherine(A)-02 (1996-07-07) I was technically in the dream -- The dream was watching Kirk race around the house getting ready to leave. He was in a hurry but he kept stopping to do eccentric things (for someone in a hurry), like organizing his room, making tea. The weird thing is that I was seeing through his eyes the whole dream -- as if I was him. He finally got out the door and to where he was going -- band practice. He kept apologizing for being late."
"Katherine(A)-03"	"(1996-07-08)"	"#Katherine(A)-03 (1996-07-08) I overheard my boss at work talking that they needed to hire a new receptionist (that's my job) who's exactly 24 years old. They said I was too old, ""not good enough."" I got an anxiety attack -- wondering if I was fired or what? No one would tell me anything. They just kept repeating the age 24 (I'm 32)."
"Katherine(A)-04"	"(1996-07-11)"	"#Katherine(A)-04 (1996-07-11) I was living in this horrible apartment with hundreds of bugs, it was falling apart and smelled. My parents were visiting and my mother was asleep in a room. My dad and sister went to a comedy club; I told them that I'd show up later. It was around 8:00 pm and I spent hours trying to decide what to wear. Then I went for a walk for some reason and when I came back to the apartment, I walked up the front stairs of the building (they were steep and winding stairs). This man ran up to me and grabbed me and was yelling (he was kind of mentally ill). He held me over the edge of the stairs and was threatening to push me over. I begged him not to, but he kept saying he would. I was crying and pleading. Then he stopped and just left. I went in and walked through these long hallways. When I got to my apartment, there was a girl (homeless) laying on the floor in front of my door. She asked if she could stay at my place. I said no because my parents were here -- it wasn't a good idea. She left. I unlocked the door and went in. I realized it was 2:00 am -- too late to go to the comedy club because it would be closed. Then I realized there was a new door in the apartment that was unlocked and led to the other hallway. I got scared. I waited for hours -- my dad and sister never came back and I was afraid to check on my mother -- I was scared something had happened to her. I just sat there and did nothing. I couldn't move -- I was paralyzed."
"Katherine(A)-05"	"(1996-07-12)"	"#Katherine(A)-05 (1996-07-12) My boyfriend, Bart, was swimming in the ocean. When he came up from under the water, his entire head of hair slipped off in one totally attached piece. He was bald -- I ran to him and screamed and put it back on. It kept slipping off."
"Katherine(A)-06"	"(1996-07-14)"	"#Katherine(A)-06 (1996-07-14) There was a female with long red hair who I was talking to. She was comforting me for some reason. I kept feeling compelled to kiss her -- I didn't, but I felt this magnetic attraction to her. I kept imaging her and me doing sexual things. I was embarrassed. We were sitting on a bed with floral bedding; the whole room was pastel and flowery. She was very ethereal and beautiful and nurturing."
"Katherine(A)-07"	"(1996-07-14)"	"#Katherine(A)-07 (1996-07-14) I was walking down Y Street in the city where my university is located, going to Peter's house. I had keys to his apartment. I walked up to the door and opened the door. When I walked inside, I saw someone was in the bathroom by the light and shower running. I suddenly realized it wouldn't be him because he didn't live there anymore. I remembered this, was embarrassed and ran out. As I left the area, I saw a couple in the top part of the house watching me through the window. I was scared."
"Katherine(A)-08"	"(1996-07-16)"	"#Katherine(A)-08 (1996-07-16) I caught my boyfriend with another woman. He tried to deny there was anything going on; said that she was just a co-worker. Then we were in his house (where I used to live) and she wouldn't leave. I tried to make her leave. He started making out with her in front of me. I freaked out and was throwing things."
