"n"	"date"	"dream"
"1974-026"	"(12/20/74)"	"#1974-026 (12/20/74) At a party at the Palmer's much talk and jokes. I say I am 29. Someone says, ""You've been toting that 29 for a long time now. How old are you really?"" I hold up fingers 5 fingers and 3 fingers: = 53. They gasp: ""Not really."" I say ""You know I am so old and so is you mother."""
"1974-027"	"(12/22/74)"	"#1974-027 (12/22/74) Chloe and Eric: they return to M. City. They say they had some very narrow escapes on the road. At one point they saw bodies stacked high (like in Auschwitz) -- very gruesome. Also Ben had some strange growths on his thumb and a deep cut that won't heal. Worried about it. Then we sit around and talk about their trip. Eric wants to show photos but Chloe wants to talk and is very serious. M. plays piano very poorly. I am embarrassed. Chloe asks me to baby-sit."
"1975-001"	"(4/18/75)"	"#1975-001 (4/18/75) A beautiful, dark-haired lady appears at the foot of the stairs. She says she knew me in Vienna at the ""Kunstvereins Sahl"" (Concert hall where I took piano lessons). She points to a photo of me as a child: ""That is what she looked like."" ""Are you the one?"" she asks. ""Yes."" I say, and go with her, and a man and a woman to a reception, where they serve wonderful food: soft pretzels, and champagne! -- I am packing many bags for a trip...."
"1975-002"	"(4/23/75)"	"#1975-002 (4/23/75) We are going to S. City to find a friend's mandala library. -- riding through the mountains looking for Frank's parents; mountains are covered with snow...."
"1975-003"	"(4/28/75)"	"#1975-003 (4/28/75) There is a lightening bolt coming from the sky; it is supposed to awaken Hillary to her true Self. (Hillary is my close friend). I feel that if she could accept wholeness, she could become really creative. I invite her to talk about her dreams."
"1975-004"	"(4/30/75)"	"#1975-004 (4/30/75) I am in a new house with built-in toilets, and closets with light in them. I hang up my clothes and a friend comes by to thank me for being so helpful. -- Lying in a bed with Frank, looking into a mirror seeing ourselves reflected. -- On a hike in the mountains with Frank: I see some dead seals and later go up a tree where I encounter a black bear: I yell to Frank down below, but he does not hear me. Finally, when I come down, I realize that it was a friendly black dog!"
"1975-005"	"(5/7/75)"	"#1975-005 (5/7/75) In a museum: I come to locked doors that lead to nowhere. I push them open a little and see a dangerous drop. I plan to tell the guards --See a black cat eating huge fishes, sticking out her mouth.."
"1975-006"	"(5/6/75)"	"#1975-006 (5/6/75) At a big party with friends; at one point we all stand in a circle. -- There is long, involved plot about a murder, but I outwit them somehow. Feel competent; wake up before victim is killed."
"1975-007"	"(5/17/75)"	"#1975-007 (5/17/75) In the huge apartment of close friends: I clean their kitchen, remember their white sink. Then I see our black cat with a chicken bone sticking out of her mouth; I take it away so she won't choke on it. I see their daughter's clothes neatly piled in a chair. -- Walk down a narrow dark corridor where our friends are living. I hear them say: ""Where is the inmate?"" and I answer: ""Here I am."" I walk into a tiny room, separated by an accordion door...."
"1975-008"	"(5/19/75)"	"#1975-008 (5/19/75) We are in a different city: I see much lightening in the sky;. -- Zena and I serve in the Church: I carry a container of Holy Water and we ladle it out, saying the JESUS PRAYER to each person.. I say to Zena: ""This is gold you are ladling out! It is a true treasure."""
"1975-009"	"(5/20/75)"	"#1975-009 (5/20/75) We are instructed to write down our DREAMS and to color them our favorite color. Frank does not follow the instructions and I get mad at him. I finish mine and pin them on my window shade for I. D. purposes. -- Scared when I see a car coming up from the right suddenly, without warning. --I have conflicting engagements and can't get to sing in the Choir. -- I carefully lace my shoes and see a reflection of a R.R. train on a side wall....(many details now forgotten) mad at Frank upon waking."
"1975-010"	"(5/26/75)"	"#1975-010 (5/26/75) We are on a long trip; I go up and down on an elevator. Visit friends with whom we usually share Christmas parties, her husband embraces me and the wife is pleasant and helpful: I may use her hair dryer, the telephone, etc. I ask about their previous life -- they say it was pretty shady....."
"1975-011"	"(5/29/75)"	"#1975-011 (5/29/75) I am at the home of Marissa Camden- PRAYER GROUP: Marissa glares at me and is angry because I did not show up at another meeting. I tell her I had a conflict - I had to go to a Jungian meeting.. Then Marissa and I go downstairs together and it is very windy. I tell her I cannot attend a board meeting, because we, the Jung group, are going on a cruise; I wonder if I will need a sleeping bag?"
"1975-012"	"(5/31/75)"	"#1975-012 (5/31/75) Marissa and I take turns guiding a ship: we have to watch for spies and keep being alert.-- I receive a necklace, with a medallion that shows a two-headed eagle on it."
"1975-013"	"(6/3/75)"	"#1975-013 (6/3/75) Father Andrew is wearing ordinary clothes; he looks different; I refuse to receive Communion. I see the sister of an old friend (Joe Hiner) and she seems to have a secret. - Wendy returns and says I don't understand her....."
"1975-014"	"(6/5/75)"	"#1975-014 (6/5/75) My friend Cindy comes over and says her car got stuck; there is much rain. We try to fix it. Later we all have to dress, while guards watch us because of security, danger because of RFK assassination --Later I call Cindy on an old-fashioned telephone."
"1975-015"	"(6/11/75)"	"#1975-015 (6/11/75) I have a new baby and a young godmother; she is Greek and holds the naked baby in her arms. Later she gives me a beautiful light-blue coat and for Frank a black fur coat. At a big reception she wears a long black skirt, with a long slit that shows her tight black pants underneath."
"1975-016"	"(6/15/75)"	"#1975-016 (6/15/75) I am high up looking down and hear a heavy crash: a huge spool, made of wood has crashed down the stairs, almost killing some people below. I am supposed to report this, but do not tell what happened."
"1975-017"	"(6/17/75)"	"#1975-017 (6/17/75) Cindy makes a model of her apartment; she loans me some clothes. Reynaldo has gone on a long trip. He returns and then I see myself talking to a small black boy, who tells me he accepts his Ghetto life."
"1975-018"	"(6/20/75)"	"#1975-018 (6/20/75) A weird monster is created; he has a dog with pale vellow-green eyes; I try to pet him to befriend him."
"1975-019"	"(6/21/75)"	"#1975-019 (6/21/75) At Cindy's new house: it is elaborate and she is giving a large party: Before it starts, I have to get an old iron repaired; the repair bill comes to $10.- --While Cindy prepares for her secular party, she lets me use her house for a prayer group, both young and old ones; We sit on a couch in our bathing-suits and get it wet, but it is OK. Later I telephone Marissa who is nervous and ill...."
"1975-020"	"(6/22/75)"	"#1975-020 (6/22/75) I am walking upstairs inside a brick building that is quite dark; I hear water from hose splashing against a wall, like in the Jacuzzi; There is a FIRE somewhere, I see flames and see a chimney explode and break off; I hold my ears as I feel the shock waves. Later am hanging from a ledqe and then am whirled down to a secular party; see a black dog chasing our cat...(awakened)"
"1975-021"	"(7/3/75)"	"#1975-021 (7/3/75) See Frank's mother, she is laughing and very happy ((she died 12/7/74)) She is wearing a dress with blue/white stripes and squares and carrying a rucksack with 4 sketch pads for our children."
"1975-022"	"(7/6/75)"	"#1975-022 (7/6/75) We are in a large hall: taking a group psych. test Frank is sort of ""in charge"" and there are lots of Retreat Center people there. We sing a song with the words from the psych. test. ""How clever"" I think, ""when they sing this song they will recognize the Easter Liturgy."" I am mad at Frank for not arranging a party; Take our neighbor's dog back home to M. City."
"1975-023"	"(7/12/75)"	"#1975-023 (7/12/75) With Frank and Zena we are getting ready to leave the Retreat Center and sing the traditional goodbye song. See some of Wendy's friends and some Retreat Center people. They tell us of their lives and how they married. Zena and I see an ocean liner with three long ripples in the front of it; Later Zena drives a car downhill, very fast, but in control. I talk in my sleep: ""Is the Beany sing over?"" (name of Retreat Center goodbye song)"
"1975-024"	"(7/16/75)"	"#1975-024 (7/16/75) We are back at the Retreat Center: going on a hike; I recall going on a treasure hunt and finding a box with silverware; a real treasure. Cindy is at our house; very unhappy with her head under water; I uncover her face so she can see the sky!"
"1975-025"	"(7/21/75)"	"#1975-025 (7/21/75) There is a big celebration at the Retreat Center. An artist makes beautiful paintings,; murals etc. She get a certificate that she is a Christian, but she is afraid that the devil will come to take her to hell. I pray with all that is within me, wringing my hands. I believe that the devil will come in the form of cats. Just then a friend from M. City arrives with a litter of 4 kittens. I am quite relieved when I recognize my friend and that it is not the devil in disguise. Happy. We play with kittens."
"1975-026"	"(7/23/75)"	"#1975-026 (7/23/75) WALLY is travelling by himself, but he looks like a 4-year old; I see him with other young people, sight seeing. I see a large weather ball on a tower and shimmering waves in a lake. Eventually Wally returns, very hungry but still looks like a little boy."
"1975-027"	"(7/25/75)"	"#1975-027 (7/25/75) Much confusion about catching a bus: I have jumped off a crowded bus to go to find my shoes; they are deep purple-red; also find my purse. Frank and I wait for another bus and finally get on and sit in the back of the bus.- See some water under a bench; a black and white rat in a wall."
"1975-028"	"(7/26/75)"	"#1975-028 (7/26/75) I am returning to the Retreat Center in a jet that turns into a bus on a crowded mountain highway.-- Much confusion when I end up in the home of a church member; much gossip and talk about Retreat Center people. Then see Father Andrew and Marissa in a Volkswagen and they drive me home: as we come to an intersection I say: ""Oh Father, I don't want to travel anymore."" Marissa says: ""A very wise decision."" As I get out, Father Andrew hands me a small photo album that I had left with him; he says: ""I prayed for you every nite."" He returns a folder with addresses to me, and a small photo of my ex-mother-in-law drops out to the floor."
"1975-029"	"(8/5/75)"	"#1975-029 (8/5/75) Wendy returns from Ireland to tell us about her cottage. (She lived on Inishere, Aran, Ireland from '76- 79) -- I am to have an operation; it was to cost $8.- but when they see my checkbook, they tell me that I have to pay $300.- since I have a balance of $10,000."
"1975-030"	"(9/14/75)"	"#1975-030 (9/14/75) At an outdoor party with Frank wearing a white suit. Many people telling jokes and playing games. I go downstairs where they are serving FOOD. A man who also wears a white suit, seeks me out and says: ""I have always looked for a woman with Russian eyes."" I am pleased to be loved. Earlier was angry at Frank for almost causing a fire when clothes stuffed in a closet started to smolder. Later I climb up high, to a wobbly bookcase, and almost fall down. (awakened)"
"1975-031"	"(10/14/75)"	"#1975-031 (10/14/75) I am invited to a big castle: the QUEEN sits and is attended by many women; she drinks a special drink. - shift: with Frank fording a river, feel the water against my legs as I walk upstream. It is difficult, but I am not afraid. - Back to the castle: now it is dark and foggy outside, but brilliantly lit inside! I play PINGPONG with Frank while he takes pictures of us. Later in a large court yard, Wally does a great acrobatic stunt lifting me high up in the air...."
"1975-032"	"(10/26/75)"	"#1975-032 (10/26/75) At Father Andrew's: he has 3 pianos; one of them is a Steinway. I am to play on the Steinway. I joke with Marissa as to what I will play; not anxious, but good feeling of belonging."
"1975-033"	"(11/14/75)"	"#1975-033 (11/14/75) Wendy returns with all her bags, but without announcing it. (She was living in England at the time, and later in Ireland)"
"1975-034"	"(12/3/75)"	"#1975-034 (12/3/75) Father Andrew and Marissa are living in our attic. Later, I yell at Frank ""Where do we go now?"" He walks ahead and I am stuck in a snow bank..."
"1976-001"	"(1/27/76)"	"#1976-001 (1/27/76) MARY ANN MATTOON (a M. City Jungian analyst) comes up to my attic; we look at cartoons and laugh. I see another analyst; MaryAnn says ""He is rich and upper class"" and we laugh again. Then we both climb up a mountain together where I hear Father Andrew chanting and singing the Liturgy."
"1976-002"	"(2/4/76)"	"#1976-002 (2/4/76) I see DR. CLARK (my doctor) but he seems to be overworked; it looks like he has a heart attack; he wipes his brow, but finally he rallies. I sit outside, below a window and hear the doctors discuss their patients; finally I am called in; I am O.K."
"1976-003"	"(2/26/76)"	"#1976-003 (2/26/76) I am at the airport; I see the plane move through to the waiting room, breaking dishes and turning over tables. But the plane is back outside; There is a very dark,ominous sky -- a big storm is approaching; I am afraid.== Later in a boat, I see a huge sea wall moving from right to left; I feel the impact on the boat; scared...."
"1976-004"	"(2/27/76)"	"#1976-004 (2/27/76) Edward (my first husband) returns from a trip. I am very happy to see him and want him to stay on but he wants to continue his trip; I am somewhat disappointed."
"1976-005"	"(3/13/76)"	"#1976-005 (3/13/76) I receive 2 letters from Edward. He says he is moving to Wales. I help him pack his things: a salt shaker (old); a pair of shoes (that fit nicely into his bag); I give him a plastic diamond like the one kids make in Jr. High; -- We are in N.Y.C. and I am afraid the skyscraper will fall but am not worried."
"1976-006"	"(3/20/76)"	"#1976-006 (3/20/76) We move to a huge new apartment made of stone; many conveniences and large rooms; also much junk lying around; My friend Brenda is there and we laugh a lot. Frank is asleep in a rear room; I am angry at him; Wally returns, is O.K. and smiling."
"1976-007"	"(3/21/76)"	"#1976-007 (3/21/76) I am singing in the Choir: I see a bull come in the door and shew him out. Wendy is going skiing but keeps losing her skis. A girl assures her that she will do better next time. We climb around in a cabbage garden that is enclosed by stone walls"
"1976-008"	"(3/22/76)"	"#1976-008 (3/22/76) A bat flew into our house; I hear it fluttering and scream as he settles on my neck; he is dark blue and scary; I yell in my sleep....."
"1976-009"	"(4/2/76)"	"#1976-009 (4/2/76) (Back in M. City) Father Andrew looks older and has something black on his nose; He tells me that he could not get along without me. I am pleased and troubled. I hold his hand, he begins to look younger and leaves for Church."
"1976-010"	"(4/8/76)"	"#1976-010 (4/8/76) Confusion and many students packing their stuff and with my friend Hillary whose daughter is getting married. Long distance phone call to Wendy, who shouts ""Lac d""ANNECY"" (where I spent a summer in 1938). Wendy is speaking French. She seems far away."
"1976-011"	"(4/13/76)"	"#1976-011 (4/13/76) WALLY is explaining a terrific drawing to me. We are walking by a lake where I see sea weed and water lilies. Then I take a boat to GALWAY(where I was in March '76) to visit Wendy-- I am with Marissa Camden and I tell her a lie as to why her son was in the hospital; she wants more details..."
"1976-012"	"(4/15/76)"	"#1976-012 (4/15/76) A woman, unknown to me, wants to get married in the Congregational Church in order to give her small son, age 2-4, a home. He is considered a brat, but I take pity on her and say I will marry her! Frank does not approve, but is willing to go along. I ask someone to try on a ring size and it fits me -- shift: a carnival with many balloons and I see a trap door in the ceiling through which people some down making somesaults... then I suddenly ""come to myself"" and realize that I am Greek Orthodox and therefore cannot get married in the Congregational Church. So I go back and tell them ""NO I can't go through with it."" The minister who has appeared, then tears up the certificate and she cries a bit but I am very relieved."
"1976-013"	"(4/20/76)"	"#1976-013 (4/20/76) We are staying with old friends in Arizona at a Psych. convention. Their home is a big mess and I see our friend's husband laughing and he jumps up and down on a pile of bottles; he also tells of a complicated scheme of a kick-back at the railroad yards. I see a green light flashing; -- See a river at flood stage: huge green breakers as the river rushes past us. My friend wants me to help her put a small child to bed: it is a brat but I don't want to do it. ""I am on vacation."" Wendy and a friend go shopping for fancy clothes and French perfume. /s/--I address a green envelope to someone in England, but can't quite read it; so I leave it unfinished...."
"1976-014"	"(4/27/76)"	"#1976-014 (4/27/76) I help my best friend Hillary to clean up her messy room; I admire her art; I complain that Frank and I never have enough time alone together. Three of her small boys keep interrupting our conversation. She brings out the TV and it is too loud; I leave; I am angry. I go shopping for food......"
"1976-015"	"(5/11/76)"	"#1976-015 (5/11/76) I forget to visit an old friend who lives by a lake. She is hurt that I forgot, but I say it was too stormy to come over.-- See an old DOOR, carved in wood, very elaborate; with a cross in a circle inscribed on it; I take the door off its hinges to see how it was made, and then put it together again; Later see a view of the sea....."
"1976-016"	"(5/15/76)"	"#1976-016 (5/15/76) Father Andrew is very busy; and I help him clean up various things; We have a group therapy session and afterwards everyone feels a lot better and we laugh; I introduce Hillary to Father Andrew because she cried about a dead bird; both have tears......"
"1976-017"	"(5/20/76)"	"#1976-017 (5/20/76) At a church dinner, very formal; Then I go to baby sit for a friend, but her baby is messy and pees on my hand when I change its diaper. I am exasperated. Frank comes home late and does not explain. I am worried he had an accident, but he wont talk. I get angry at him and say: ""Some day you are going to be found out and judged."" With Father Andrew and Marissa; he is writing and drawing a beautiful boat; she smiles contentedly. We both say: ""How beautiful"" the drawing is."
"1976-018"	"(5/30/76)"	"#1976-018 (5/30/76) We are saying goodbye to many people and then go to lie down in a green grassy spot. WALLY returns with tears in his eyes and soaked from the rain; he says his car went out of control but he doesn't want to talk about it any more....."
"1976-019"	"(5/11/76)"	"#1976-019 (5/11/76) Open House at the home of Marissa Camden - we have mountains of food with iced cream and whippped cream. Marissa looks very, very thin; she is very light; she wears a blue dress and I lift her up high and wipe the perspiration off her face; then she feels better and returns to being a hostess. shift: I walk by a lake where I see poor Indian children doing arts and crafts...."
"1976-020"	"(6/30/76)"	"#1976-020 (6/30/76) We are visiting a strange house, I am angry at Frank for flirting with a young woman. I have to wait a long time while I watch a car drive through the house. I see Zena running up and down the stairs; she finds a tiny KANGAROO in a cage; I close it just in time before the Kangaroo escapes; we laugh, even though we are standing on steps that are not quite safe; stones loosely cemented....."
"1976-021"	"(7/1/76)"	"#1976-021 (7/1/76) I have trouble getting dressed, awkwardly putting on my stockings; Father Andrew says in a friendly tone: ""YOU MAY SIT IN SEAT 63""- Trouble with parking my car; See WALLY who has painted a large acrylic painting on a curtain. He says it was commissioned.-- Meet my neighbor, Brenda and her daughter; she has just returned from a trip, but Brenda never asks her where she was; I am surprised."
"1976-022"	"(7/2/76)"	"#1976-022 (7/2/76) With Wendy on Inishere, Ireland. She wins a game and her boy friend also wins and gives his winnings over to her; she says: ""See, the Lord provides."""
"1976-023"	"(7/7/76)"	"#1976-023 (7/7/76) I am on a ship and see a black captain and his crew. -- visit Wendy with Frank and Zena, but we cannot stay in her cottage; I am DISAPPOINTED when we get there it looks different from Inishere...."
"1976-024"	"(7/11/76)"	"#1976-024 (7/11/76) It is RAINING: see many foreign people and am waiting to give Wendy an address; I was writing it on a check in red ink but can't remember it all. I ask Frank, but he too can't remember it; I am angry at him because he has such a good memory.... shift: see an acquaintance from the Jung Society being wheeled into the room in a wheelchair after an operation; she wants me to comfort her. I see a blue chandelier being screwed into the ceiling. --It is still raining and we are in a city that looks like PRAGUE. Frank goes to mail a letter and then we catch a streetcar in the rain."
"1976-025"	"(7/20/76)"	"#1976-025 (7/20/76) Frank and I are sitting in a department store about to buy an appliance; but he flirts with a young girl and I get angry at him. I feel neglected; I leave and watch a woman work on a loom, she throws a ball of wool and I see a pattern emerge."
"1976-026"	"(7/23/76)"	"#1976-026 (7/23/76) At a dinner party at a friend's house: it is near a lake with a steep incline to the water; see a sandy beach nearby; We laugh when dinner is served and we don't have to wash dishes."
"1976-027"	"(12/9/76)"	"#1976-027 (12/9/76) Father Andrew is talking to the doctor over the phone as he says: ""What kind of priest does the psychiatrist think I AM ?"""
"1977-001"	"(1/8/77)"	"#1977-001 (1/8/77) 5 GOLDEN MOONS AND 1 SMALL SILVER MOON"
"1977-002"	"(1/12/77)"	"#1977-002 (1/12/77) At the RR yards: I bring a record to a man who looks like my father but resembles our director at the Retreat Center. We climb over a low fence to join a crowd at a big gathering."
"1977-003"	"(1/27/77)"	"#1977-003 (1/27/77) On a train with Frank and Marita, as a 4-year old. The conductor tells us to take a different train back along a more scenic route! I see hills and beautiful country side. Muzak plays Christmas carols and I carry a big bag of Christmas cards. I am singing Beethoven and then am told that I must pack my things for a plane ride home. Frank forgets several things, and a maid says: ""I am amazed that he would forget to pack his shirt."" I am embarrassed, but Frank is nonchalant and we catch our plane and leave...."
"1977-004"	"(1/30/77)"	"#1977-004 (1/30/77) Father Andrew and Marissa come to our house for dinner. Marissa is cool to me and reminds me of my mistakes. Frank cooks the meal but there is a lot of confusion and nobody cooperates to set the table; there are not enough chairs and no glasses on the table. Confusion -- and I see water overflowing from the front porch where there is a toilet. I don't know if we will ever sit down together...."
"1977-005"	"(2/10/77)"	"#1977-005 (2/10/77) I am reading a special BIBLE attempting to learn how to exorcise evil spirits. Church service: I am in the Choir and study some new music. Talk to Father Andrew about it and wonder why we don't have that music in the liturgy?"
"1977-006"	"(2/13/77)"	"#1977-006 (2/13/77) With friends in a big hotel; their daughter plays a concert (these friends are professional musicians in reality) - Their house is like a LABYRINTH and I learn different ways to go up and down; I bring them food and blankets and see them sleeping in separate beds...."
"1977-007"	"(2/18/77)"	"#1977-007 (2/18/77) We are visiting Edward and his wife in a large house; We are to take care of their baby boy while they travel; confusion and some anger. Finally Frank and I and the baby travel; see a large snowplough: a Christmas tree rotating in the front of a big car; I temporarily lose track of the baby, but Frank finds him OK - -shift: I see an old friend from B. City : SYLVIA looking out from a middle window of a tall apartment building. She is working and there is a light behind her..."
"1977-008"	"(2/22/77)"	"#1977-008 (2/22/77) A girl has moved into our basement and has not paid her rent; she also has a hot plate there, against my wishes. I get mad. I say it is illegal and fine her for disobeying me."
"1977-009"	"(2/27/77)"	"#1977-009 (2/27/77) Frank and I are travelling to Ireland: I see a rainbow over a waterfall. We arrive, but I am being accused of having stolen some money. I say ""No, I did not take it"" -- Then Frank and I are dancing in a hall on Inishere but he does not dance well at all; I am exasperated.-- Confusion and I work on my taxes while Frank goofs off ; I get angry at him....."
"1977-010"	"(3/4/77)"	"#1977-010 (3/4/77) Hillary (my best friend) is getting ready for the wedding of one of her children; The house is artistically arranged. I help her prepare food. We find time to go on a bicycle ride. shift: We are getting ready for a BAPTISM which will precede the wedding ceremony. A woman (the president of the Jung society in reality) is about to perform the ceremony. Why not Father Andrew? I cannot find my proper clothes nor my choir robe. Then I hear SIRENS: a tornado warning very black sky and people huddled in doorways of buildings, underneath black umbrellas, afraid of things falling. I go back to a stone church and feel it is safe; See baby holding its own bottle."
"1977-011"	"(3/10/77)"	"#1977-011 (3/10/77) A big party at our house with good friends from the Retreat Center and mountains of food, esp. whipped cream and chocolate. We dance and play games; happy. Then I take a bus, but it proves to be the wrong bus; the bus driver preaches about Jesus; I get off at the wrong street and wonder if I will find bus #6 to take me home. I wonder if the party is still going on?"
"1977-012"	"(3/11/77)"	"#1977-012 (3/11/77) Another big party at professor from the Art School, where Frank teaches; mountains of good food. We eat up a box of Viennese cookies that I meant to give as a present to a dear friend. I am upset; much confusion. Later Frank appears very drunk; I am quite embarrassed...."
"1977-013"	"(3/23/77)"	"#1977-013 (3/23/77) We are at Father Andrew's house; it is very tightly organized; I talk about small details and help carry dishes, teapot, etc. and go through some narrow spaces and almost drop them, but don't.There is a FIRE next door; see big orange flames and firemen fighting the fire, but we are not afraid. Later I see a fireman who is all covered with black smoke, relieved at being cool, but we feel his heat and we move away...."
"1977-014"	"(3/25/77)"	"#1977-014 (3/25/77) In a large city with my friend Hillary; I see a huge FIRE ENGINE with firemen in blue uniforms, who are asphyxiated hanging lifeless upside down from the rig. much confusion -- I have to wait in an office while a man goes on several errands; I look out the window and see the fire engine drive by with the dead firemen...."
"1977-015"	"(3/10/77)"	"#1977-015 (3/10/77) Wendy has returned (she is still on Inishere). We are talking very loud and it is noisy while people are putting up crucifixes all over the Church; Father Andrew is sitting at a desk writing and he overhears what Wendy and I are saying... confusion and noisy activity....."
"1977-016"	"(4/1/77)"	"#1977-016 (4/1/77) A big gathering at Church with much food, but not enough people serving; ""Why are so few people serving?"" I ask Father Andrew. ""Well, you could have volunteered.""--shift: Frank has asthma: a neighbor goes to get his medicine; he is happy to get it, but is grouchy and only wants to be alone. shift: Frank buys a golden flute --(awakened)"
"1977-017"	"(4/4/77)"	"#1977-017 (4/4/77) We are living in a new apartment eating sunflower seeds. my friend Cindy comes over, she tells me she says the Hail Mary prayer every day and ""you should see the changes in her life."" I am with Frank, we make love, but afterward I am angry at him because he was looking over to the window at some students who live next door; we make up and go to a party where we are admired..."
"1977-018"	"(4/7/77)"	"#1977-018 (4/7/77) We are living in someone else's house with a KING and QUEEN, but we don't have enough food. A friend of Wendy's brings us some JELLY BEANS and I laugh as we pass around the jelly beans... I call out the window: ""Frank, we have people coming to the house"" I can't find my shoes; in the meantime the King and Queen are all dressed up to go to entertain children for Christmas. I return to the house and watch a cook make small doughnuts and glaze them; I am thrilled. happy to have help in the kitchen like we use to have in Vienna. --I go back home in a rowboat."
"1977-019"	"(4/10/77)"	"#1977-019 (4/10/77) I go to an analyst who look like Dr. Smith and who asks me for a long-term commitment. I say OK I am overwhelmed that he wants to pay me! But I also made another appointment and have a time conflict; undecided what to do; overcommitted."
"1977-020"	"(4/13/77)"	"#1977-020 (4/13/77) I am riding on a fast train with Zena; we will be going to California; earlier I went shopping: I tried to steal a slip for Zena, but put it back on the manikin. Then we leave abruptly without saying goodbye to an old woman....."
"1977-021"	"(5/6/77)"	"#1977-021 (5/6/77) We are living in a large house with extra rooms and very fine furniture; later a friend wants to buy some of the furniture and I show her the green bed and mattress, covered with green silk. -We are on a trip and the conductor gives me 4 tickets when I need only 3. I cut off one of the ticket stubs. -- Frank and I are walking near the ocean at a high point; I have to wedge myself in between two people he is walking with near a rail. I see a ship in the harbor and slip and ALMOST FALL INTO THE WATER> - I am in a TV play, in the background washing dishes......"
"1977-022"	"(5/9/77)"	"#1977-022 (5/9/77) Walking through a 1ong corridor with some friends and checking the schedule for a seminar at the U. I have to solve many problems and now feel more competent than earlier. --My job is to stop a toilet from overflowing; we laugh about it; OK"
"1977-023"	"(5/14/77)"	"#1977-023 (5/14/77) Our whole family is at the Retreat Center: I work a jigsaw puzzle. I see Wendy pushing a red cart up a hill; wearily; WALLY is fishing from a bridge but his hook gets caught in a man's coat who is nearly. I wonder how we will ever get together?"
"1977-024"	"(5/24/77)"	"#1977-024 (5/24/77) Walking through a LABYRINTH with a man who looks like friend we were visiting in Ely; he wants to make love to me, but I say No...."
"1977-025"	"(5/30/77)"	"#1977-025 (5/30/77) Confusion at a carnival; I say to our friend at Ely: ""I really can't understand you... what are you saying?"" Later I am ousted from the Jung Assn. why?"
"1977-026"	"(6/8/77)"	"#1977-026 (6/8/77) I see Frank walking naked through a jungle; he prefers that to living in a civilized way; friends are surprised and critical. I ask Frank to consider us, but he insists on staying there; I think to myself: ""like an animal"""
"1977-027"	"(6/10/77)"	"#1977-027 (6/10/77) We live in a large house and Frank is trying to fix things but uses only rubber bands and does not do it correctly; I get angry at him. ""You always have to do it your own way - differently."" I prepare some soup with dumplings but kids don't want to eat it; I get angry and am impatient. But then I hug the kids and tell them I love them."
"1977-028"	"(6/20/77)"	"#1977-028 (6/20/77) I am going to INISHERE: I am met by an old woman and have to ride in a motor boat that fills up with water; I talk with the old woman who knows some of Wendy's friends; People come to a store where everyone is eager to hear my story! Earlier a young woman wearing a brown hooded dress is eagerly listening to Frank's story; I get angry and throw things at him. He stalks out to the car and drives off with his books in the car....."
"1977-029"	"(8/23/77)"	"#1977-029 (8/23/77) I see our son Reynaldo and his girlfriend waving to me from an upstairs window. We are in DULUTH. I hear Church bells and hear someone say: ""You will be alright."""
"1977-030"	"(8/25/77)"	"#1977-030 (8/25/77) Traveling with friends and our cat; I can't decide what to buy from the many selections I see. I help their daughter to cook healthy foods."
"1977-031"	"(9/19/77)"	"#1977-031 (9/19/77) I become a baker's assistant; a voice says: ""Make him a self-respecting person"""
"1977-032"	"(11/22/77)"	"#1977-032 (11/22/77) I am painting a wicker basket, but it is burned and has a hole on its side. Frank comes to sit next to me and another man; squeezes in between."
"1977-033"	"(11/23/77)"	"#1977-033 (11/23/77) I am working at the Counseling Center (where I work in reality) and I make room for more people to walk through a NARROW opening; then at a CONCERT; with friends and Frank appears late and I make room for him!"
"1977-034"	"(12/4/77)"	"#1977-034 (12/4/77) Frank and I walk near the RR around a NARROW underground maze; We need to hide; see some RR men laughing. Later Frank and I are riding on a small train, caring for an Oriental prince, who is wearing a ring on his finger; He is bright and we enjoy his talk; he gives me his ring."
"1977-035"	"(12/8/77)"	"#1977-035 (12/8/77) I am confronted by a series of problems that I solve very efficiently; I am very CALM. I say ""Thank You"" loudly and settle into sleep."
"1977-036"	"(12/24/77)"	"#1977-036 (12/24/77) I am lying next to Eli and ask him for a glass of water, when Frank, in reality, hands me a glass of water, I am amazed and puzzled and happy. I realize that I am really at home in our bed."
"1977-037"	"(12/21/77)"	"#1977-037 (12/21/77) I am visiting Eli and then I go swimming with Pedro (my swimming partner and coworker at the Counseling Center.) Pedro and I are sitting on a sofa and about to make love when we are interruped by Reynaldo. Earlier I had to step over some very muddy water to let in a lady at the door who had driven home with Reynaldo. Pedro and I get dressed quickly and join a party upstairs."
"1977-038"	"(12/22/77)"	"#1977-038 (12/22/77) Playing tennis with a former neighbor; later I put a child to bed and read him bed time stories from a Bible. -- I catch 10 cats and release 2 or 3 of them, keep the others in an enclosure...."
"1977-039"	"n/a"	"#1977-039 I visit Pedro (my swimming partner) in a huge apartment: He shows me around and we go up a circular stairway; in the rear there is a double bathroom; Pedro gets into the bath tub and he has white foam on his beard; he looks like Santa Claus."
"1978-001"	"(1/15/78)"	"#1978-001 (1/15/78) A party in a loft with friends, Frank and Wendy; Sunlight streaming in by the windows; near the water: see huge boats, steamers - a busy harbor. I remain behind with a friend to do the dishes but most of them have already been done;--One of Wendy's friends is asleep in bed; I give her a glass of water and she sits up."
