"n"	"dream"
"2257"	"(2008-08-02 (17)) I was on IMDb and the rating of The Dark Knight was 9.5 and it was still number one and all the other movies in the list were random, new ones that wouldn't ever be in the Top 250. I was thinking that all these teenage idiots must've been rating all these lame movies because of The Dark Knight. I was annoyed that One Flew Over the Cuckoo's Nest was now nowhere to be found."
"2258"	"(2008-08-03 (17)) Before Batman Begins had come out, there had been a TV show with Christian Bale playing Batman. I watched a bit and saw him (I hadn't been sure it had Christian Bale in it). I was then at Mom's and Austin was singing Yellow Submarine. Ezra was there too and I was discussing something with him. These two guys, who were friends, were at some place and they fell in love. Then I was one of them and was hiding under a bed. There were lots of beds around, with beds underneath them."
"2259"	"(2008-08-05 (17)) Mom picked me up from school early. We went to the shop and I was in my leaver's jacket. I saw Ezra. He motioned to Mr Noonan, who was in the shop, and I shrugged. Then Mom came and started yelling at Ezra for wagging."
"2260"	"(2008-08-05 (17)) I vaguely remember Robert Downey Jr and that's all."
"2261"	"(2008-08-06 (17)) I was at home, and it was in the morning before school, filling up water bottles and there weren't any in the fridge I could take to school. I filled one up with cold water but it had a dead fly at the bottom. Dad came to get a drink. I was watching an episode of The Twilight Zone and this guy and his girlfriend/wife lived in a small, stingy apartment thing. He kept his brother in a room behind his closet. He would only let him sleep when he had a bath and could only have a bath when he did. He wasn't allowed out of his room either. He had a brown rug to lie on. The other guy's wife was tan and had dirt on her face. Something happened with the police and so they all left. The brother who was locked away, dobbed his brother into the police for freedom and got interrogated by some guy who pretended that he was going to kill him. This black guy smacked him around for a bit. The guy's wife told him to hurry and said urgently, ""I'm doing it"". These insects came out of somewhere and they were really bad effects and there was also a bad effects rat. Some creature hissed. I was then at home and Dad was watching Gone with the Wind and the 'chapter' was 2.37. Dad was talking to Ezra about lynching."
"2262"	"(2008-08-06 (17)) I was writing down a dream about Robert Downey Jr., where he had been at Nana's (which was totally different), looking through these photo albums. He had also been driving really fast. I couldn't remember if I'd written it down or not. [When I woke up, I thought it was a dream I'd had, until a week later when I went through them and realized it wasn't] ."
"2263"	"(2008-08-07 (17)) I was looking up stuff about The Monkees [there was a biography show thing on TV last night] and first the internet wasn't working. My computer was on the table. Dad was in the family room and Ezra was around. Then the net was working and I told them it was working again. The only Monkee I recognized was Davy Jones. I was trying to find some other band, but I couldn't remember the songs I wanted to download from them or The Monkees. I was on a site which had autographs and interviews and it was local. There was one with Al Pacino and his wife was called Diane and there was a photo from Scarface."
"2264"	"(2008-08-07 (17)) Calvin came over with my leaver's jacket, but it had ""No. 1 No.1"" written on it. He did it as a joke. I was then at school, in class. Eugene was in there. I heard some old recordings of mine coming over the speakers. I bolted out of the class to this room where this girl with a black cloth thing on her head was sitting at the desk. I threw stuff at her. I asked the principal to turn it off. I had had a dream about it happening."
"2265"	"(2008-08-08 (17)) I was at Mom's but when I left the room it was home. Something happened and I asked about why it was important to remember stuff about 'snow scraping'' and something for school. Darren said something and then said ""it's like 10 minutes from here"". I went to put my dinner in the microwave. Dancing in the Storm was playing. This crack appeared in the carpet in the living room. I went outside and told Mom. Mom told me to fix it. I aimed the microwave away, as the radiation had cracked the ground, which was now like ice, and it was dangerous."
"2266"	"(2008-08-09 (17)) I was at school in English. My desk was facing the back of the classroom, and three girls, including Josephine, some other girl I knew and this new girl who was ugly and chubby. They were talking about someone who they thought was ugly, and the way they were talking and looking at me, I figured it was me. Josephine said ""and all that fat"" and I looked up and they were looking at me. The new girl called me ugly and I said ""look at yourself"". She was like ""at least I'm not as fat as you"" and I said ""At least I don't look like you"". I got angry and so picked up her desk and pushed her back. I picked it up again and hit her with it then I left. Ezra was in a class outside and Ms Madsen was telling me to stay in after class. I said that I was going to call Mom to go home. Ezra followed me and I told him off. I was saying that ""teenagers are stupid"". I called Mom and she said she would come and get me."
"2267"	"(2008-08-09 (17)) Dad shared his birthday with some people. These two guys were playing this game and they were bad."
"2268"	"(2008-08-09 (17)) Ezra got off GTA 4 online, and let me play. I drove around and then got bored."
"2269"	"(2008-08-09 (17)) I was on the computer on a game, except I was playing it out live, and it showed red and green dots. It was in this street, except it was in abandoned village. I jumped across a building. I was on top of the building and bad guys were gathering around on the ground. I was shooting at them. Others came and we finished them off. This gate was open and we left and were trying to find some information. Elijah found this room with ""our homework"" in it. This teacher person came. Then we were in a carpark and we had to put things on our heads so we didn't get wet, then it was raining. Ezra was there. A car of someone who was bad came. I can't read the rest of my notes."
"2270"	"(2008-08-10 (17)) I was at Mom's and we were having dinner. Ezra was being slow. Mom and Darren were at the table. We had gnocchi and they put hardly any on my plate so I asked for more and Darren did. We put sauce on it. Someone said something about West Virginia and where it was near and Darren was singing Wheeling West Virginia and I was like ""Yeah, I think, what are the lyrics for that damn song?"" and Darren was like ""I was just joking"". I said something back that I can't remember."
"2271"	"(2008-08-10 (17)) I was in class, in English. The class was different and I was at the very back. Ms Madsen had assigned leaders for something and they got these black coats to wear. The leader names were 'wind, earth, water and fire (me)'. I was putting the coat on and these people were watching me and laughing so I went out of the class to put it on. It was tight, so I took it off. This girl said they were laughing because of the ""fat around your elbow"". Fatima was next to me. Eugene came in to the class wearing a suit with a red tie as a costume for his class. He had a ring on and an earring and I was really annoyed. The girls kept bothering me and I got annoyed and said ""so what? Why is that funny?"". I pinched her cheeks hard and said that she had fat there. I threw something and it hit Johanna and I said ""Sorry, didn't mean to hit you"" and she got up and tried to attack me. There was a whiteboard at the front of the class. I tried to poke her in the eye with some pointy object, but I only did it gently, because it hurt my eye and it wouldn't go through anyway. I gave up and ended up knocking her out. I left with Fatima. My phone broke and I text ""smile"" and then ""... or not"". People were after us. People on the street could turn into them (like The Matrix). There weren't many people around though. I got into a car."
"2272"	"(2008-08-11 (17)) I needed to go to the shop for some reason. I drove by myself but had my L-plates on. Ezra was with me, but he ended up driving instead. He reverse parked, but had a bit of trouble. We only had $1 but they had a deal for two lamingtons for a dollar so I got that."
"2273"	"(2008-08-12 (17)) I was at some friend of Dad's place. We were on Hotties, on my account. I was worried about typing in my password but figured it was just Facebook. They had a young daughter who was really munted looking and one side of her head was big. She was crying. We went home and my money on Hotties transferred to Dad's account, because his friend had stolen my password."
"2274"	"(2008-08-12 (17)) We were going to ride horses for Ezra's birthday, but he wasn't feeling well and I didn't have my shoes."
"2275"	"(2008-08-12 (17)) I was leaving somewhere and there were two cars and I went with Alejandro. Scarlett was doing some play and she was on the stage. This guy started chasing them."
"2276"	"(2008-08-12 (17)) I was in the bathroom and I turned my head a certain way and I could see an enlarged view of inside my right nostril. It was gross and dirty and scabby and I was thinking that must be what's wrong with it. I couldn't get the view back again."
"2277"	"(2008-08-13 (17)) Mom, Ezra and I went to this shop like place. There was ice-cream which looked glow in the dark at first. This lady made us one. It was cookies and cream and was nice. There were these robot hairdresser arms. Then I was at a house. I had to leave so I pretended to storm out angrily (I wasn't allowed to leave) and I jumped into the car. I was someone else sometimes. I was combining photos of people and I did Evelyn and Darius. I had recent photos of people at school. I showed Ezra. Mom disappeared and went to this place for bad adults which was next to a place for bad kids. She got out to deal with some killer person. There was some flaming Indian thing. Someone asked this person on a horse how he could only stay with one girl. Something happened that was actually a joke and had something to do with radios in 1980."
"2278"	"(2008-08-14 (17)) Dad was staying out late and Mom wouldn't pick me and Ezra up. I decided to make some food. We had a new microwave in the cupboard where the toaster shelf is. I put food in it and went to my room. I was thinking that I should return the microwave and get a toaster instead. Later, Ezra said he smelled something burning and I remembered about my food. I went out and it was all smoky. The cupboard the microwave was in was burning. Ezra turned it off. We panicked and tried to call Mom. She wasn't answering. Later, I was with Mom and Ezra. Dad was in his van except it wasn't him. Mom got us a new microwave, which was huge and old looking; I said it looked ""30 years old"". We went to the shop and got a mudcake and a lamington. She was asking about some robotic thing for Darren."
"2279"	"(2008-08-16 (17)) I was at school in this underground area near the canteen (which was bigger). There was a desk thing and Eugene and two others were on there. I sat down another time. I had to sit behind Eugene and someone. I went into the office, which was different, and I had my iPod and Shake It was playing. There was a book with records of all the students and the guy had the page open to Eugene. He had done well in something and got 99.8 in it. I had biology and I saw Evelyn and said hello and asked what she had [talked to her for the first time since May yesterday] ."
"2280"	"(2008-08-17 (17)) I was somewhere that was possibly school. This guy's girlfriend was on the phone talking to a guy and they made plans to meet up and have sex. I tried to tell my friend without telling him, that they were supposed to have lunch together. I was having lunch with him. Later, we were doing an experiment in chemistry and we were supposed to use the Bunsen burner but some people didn't and they got sick and I didn't. Later people were turning into vampires randomly. I was also in the middle of turning, and it took a while. Elijah was in the street. I went into the sun and sparkled (like in Twilight). I could smell blood."
"2281"	"(2008-08-17 (17)) I was at school and Calvin was there and had come back from his trip earlier than expected. Eugene and Darius were near us and he said something about me and ""Swamp Boy"". Later, I was at a park with Farrah. We went across the road to this little rollercoaster and I remembered going on it when I was younger. We climbed up and Farrah went for a ride but I realized I wasn't going to fit on it, so I went to climb down. Ariana was on the ladder and she wouldn't go back down. I was going to fall, so I pushed the ladder and she fell, but I had done it in a way that she wouldn't get seriously hurt. Dad put it back up and I got down."
"2282"	"(2008-08-17 (17)) I was at a carpark. Eugene and some others were there. There were smashed computers everywhere."
"2283"	"(2008-08-18 (17)) I had a sea lion. Poppa had something to do with it. We were moving it somewhere bigger. We were chucking it in the air and we could see a brown thing in the clouds and it moved in flashes. I showed Mom. I asked if it was going to go to her pool, but she said no as she was keeping the sea lion a secret. I don't know where it ended up. Later it was night and I went to the shop. This car stopped in my way and I had to get in. There were two guys in there and they asked me some questions. They then let me out, but there were these other guys. It was misty and one of them said ""we like mist"". I ended up in this weird town. This girl kidnapped us, but she had a shower and I escaped. This guy friend of mine had already escaped and I caught up with him. This Asian boy had raped this girl and was standing in this hut thing looking away from me. There was a spaceship thing and there were three guys. We all had to pair up. We were all in suits. I found this guy I had been looking for and we went into this capsule and got sent to the ground. He was then Peter Weller, and I didn't think he was going to survive, but he did."
"2284"	"(2008-08-19 (17)) I was at Westland University looking for apartments. I asked this lady if I had to fill out a form and she was being really difficult. Mom came. The apartments were nice and you could get fresh slippers brought to you every day, but I didn't get the point of it."
"2285"	"(2008-08-19 (17)) We had an excursion and went to some famous dead artist's place in this old abandoned town. There were old buildings in the town. When we got into the artist's place, there were animal costumes and I put on a llama outfit. There were also statues and things around. We went into this elevator, which was on the outside of the building and it started shaking and I said ""We should've taken the stairs"". Selena had this other animal costume on and we were pretending to be a couple and were taking photos together, but they all turned out blurry. We were then playing some pass the parcel game and I was next to Eugene. We had to all put our arm around the people next to us and so Eugene had his arm around me and I was extremely nervous about it. He fell asleep, but his arm slipped off and he woke up. Nana was also around. We were staying in a room that was really high up (the building was really tall). We had to climb up this ladder and there was a secret password. Eugene, Shen and I were staying in a room. These bad guys were coming and Shen said ""oh no"". I was looking in my sandwich to see what I had."
"2286"	"(2008-08-19 (17)) I was with Mom in the car and this cop guy pulled us over. He was talking to us and then I said ""I feel like some Grand Theft Auto"". The cop ran off to his car and got on his walkie-talkie thing and I called out ""No! I meant the game!""."
"2287"	"(2008-08-20 (17)) I was at school in Accounting. The seats were back to normal. I was next to Elijah though. I got results on a certificate for four of my subjects which were out of '10%'. For Chemistry and something else I got 0%. I ripped up the certificate."
"2288"	"(2008-08-20 (17)) I was talking to a werewolf. Vampires also existed. I was angry and was trying to stop them from doing something."
"2289"	"(2008-08-21 (17)) I was on a street. Ezra and I were trying to get somewhere. This evil guy was around and Ezra and I ended up in this alley thing. The evil guy got in and half killed me, but once he left I was fine. He got six bags of blood from someone. I tried to call Mom but I got no answer. We left the place. Later I was in a building, but cars also drove through it. I saw Eugene's father Abraham and he let me through. I saw Eugene later and he had this thing on his ear, which I realized was something that he was using to listen to some sports thing. This guy was going through my pencil case. He didn't say anything to me. Alejandro, Jeremiah and Darius were yelling about something. Thuy called Eugene 'Mickey'. One of them said something like ""Eugene would've had more to say in a convo especially since Alejandro didn't know much"". Darius was swearing in Macedonian. There was this other evil guy who had light brown hair and brown eyes. He had bushy eyebrows which were angled down, like he was angry. He could easily swap his hair around. He made his eyebrows normal and he was pretty good-looking. I was a car with him later trying to trick him. Lillian, some others and I were in some photos. I had made a face accidentally in one of them. There were other photos of kittens."
"2290"	"(2008-08-22 (17)) This girl and guy had been sleeping together for a while, but they were keeping it a secret. Her actual boyfriend, who looked like a young Hugh Laurie, decided to sleep with some other girl. She was outside this motel looking place and he was in one of the rooms. She saw him having sex with her and she was calling him a retard. Then it was me. I went to this other room and a young James Spader was naked on the bed, but was covered up with a blanket. I sat on the bed with him. We were hugging and my legs were on his legs (which were hairy). He was stroking my legs, which were also hairy and I said ""I couldn't be bothered [shaving] "". He then had grey shorts on and I was wondering how he got them on. I think he could go to the past sometimes. He had this radio from the past. I got McDonald's breakfast and dropped it off to these people, but I had forgotten some. I was going to give it to them tomorrow. Later, Ezra and Dad had been in a small accident, they came back in the back of a small Ute. The doctors had thought Ezra might be pregnant. Mom was hanging up my underwear on a line outside the building, she said ""there might be sperm in one of them"" and I said ""ew"". I was at school and Mr Reilly had done a family tree of me, he was pointing out ""Tommy Conell"". Alejandro said something about an ""arch of life"". There was a photo of my room when it was clean and Jemma said ""What's that on the roof?"" and I said ""That's my floor"". She thought my room was messy. Mittens and Tigger were in a photo. Eugene was in the class. I was going through my phone and Ms Quintana was in my contacts. I was telling Calvin later as I didn't know how she got on there."
"2291"	"(2008-08-23 (17)) I was watching a movie, except it wasn't, which was like a sequel of Children of the Corn. Eli (Children of the Corn 3) was in it. Granma was pregnant. Smudgy and some other cats were in this cage, which was like a glass container. There was a pig in one too. We took something out of a smaller container and I asked why we didn't let Smudgy out. Smudgy didn't like this guy called Jacob, which reminded me of Twilight. Somehow we saw a glimpse of the future and a fire was going to burn the whole world. We realized that someone had done something in Gatlin. Eli, some others and I went there. There were kids infected with corn and we got them to leave. If they were infected with corn, they would burn better there. Eli randomly turned into a tomato on the path. Granma apologized and he turned back and said in a weird voice, ""apology accepted"". Ezra found this scene of Twilight on Youtube, which went for 8 minutes. I said it was ""still stalking me"". It showed Edward and Alice (from the movie) and I said that the actors chosen suited the role. Rosalie (actress from the movie) was driving and I said she didn't."
"2292"	"(2008-08-24 (17)) I looked out of my window to see the moon like two squished ovals on top of each other (see diagram). I was on the phone to Mom and she was watching it. It went white and then close but then it flew back and I got off the phone and it turned fuzzy and red around the edge and then filled in and looked like the sun. I told Dad and Ezra that they should look. It got closer. Dad said he would look when he got something (he was on his laptop). I said ""We're going to die"". I was then thinking that I had to see Eugene. Then there were aliens in the sky and the Earth was shooting back at them. I decided that they were after Ezra. They shot back at us and my door got shot to pieces and it had metal framing which was hanging off. They came to the house. Some of them were squeaky and looked like mice. They were also really fast and I couldn't catch them. I managed to get a few and was hitting them with one of those cake server things but they would just squish a little and not get hurt, so I started flinging them into the air. I gave some other aliens, which were more human-like some cake, which was really nice. I gave them popcorn too. They were joking around with us and I was trying to tell them that Ezra wasn't here. There was a friendly mouse thing called ""Chit"". Ezra and I were later watching TV. Robert Pattinson was on there and I said ""he's in that stupid movie I have to see"". Ezra misunderstood what I said and said ""he's the reason why you want to see it?""."
"2293"	"(2008-08-25 (17)) Calvin had sent me a text saying ""it was subtle"" and I didn't know what he was talking about. I ended up having a baby and it turned out, as I found out from Ezra, that I'd had sex with Silas. I then remembered deciding to have sex, but couldn't remember why. I drove somewhere by myself and I had the baby with me. Mom yelled at me for having it with me."
"2294"	"(2008-08-25 (17)) There were 10 kittens and I had to pick one to keep. Mom had bought all of them. Four of them were just circles. I could hear one of the kitten's thoughts. Someone was saying how they could see something and then not remember it. I can't remember what he said properly."
"2295"	"(2008-08-25 (17)) I was watching Tropic Thunder and it showed Ben Stiller in the war outfit, dirty and bloody and lying on the ground. Tom Cruise was dancing."
"2296"	"(2008-08-26 (17)) I was in science. Lucia was there and she was saying to move the desks around so that Elijah and I would be facing the back wall (she was being mean). I said ""suck my balls noob"" and Jeremiah and Bradley laughed. Bradley was saying to Eugene ""Did you hear what Izzy called Jess? She called Jess a noob"". Eugene said ""I like it"" or something."
"2297"	"(2008-08-27 (17)) I was at Nana's. I had my Gameboy stuff there. I had slept there. Dad was there. I called Mom to get me at 2pm -- it was 1pm now. Poppa and some others wanted to sit at the table so I sat in the lounge and Aunt Sally was down there. All these flies/bugs suddenly covered the windows and inside [I watched the bug episode of Supernatural last night] . To get rid of them, you had to breed them with other coloured bugs and they would suddenly disappear. We were running through the house, breeding them (it was instantaneous). There were four cars outside and the bugs had eaten three of the engines. The other car was older and had a different thing instead of the engine. Ezra, Dad, Poppa and I drove to this friend of Poppa's, the first path was blocked off and so we went a different way. I accidentally killed him with a stick. I checked the time and it was 3.18pm, so I called Mom to remind her to pick me up."
"2298"	"(2008-08-28 (17)) Dad and I were in a car discussing a movie. I was telling him I interpreted some of the stuff and he was amazed at the interpretations I had made. I had been invited to some house. It was night. When we got there though, Dad wasn't there and this other guy turned up. He was saying to me to pretend it was a horror movie and we were discussing the things not to do, so you don't get killed. There was a long empty patch of land next door, which looked quite creepy. He pointed to it as an example of not leaving the group and doing things alone and I said ""and don't have sex"". We joined the others at the back of the house. There was a chubby girl, who was the leader of it, and she said we weren't allowed turn our backs (so we had to look at someone) or we would be killed. This wasn't her fault though. The guy and I managed to look next door and all these people were dead on the ground and were a green colour. Everyone who had played this game had died. We realized that everyone died the same way and that there was a killer involved. We decided to leave before the killer came and so we jumped over the fence we had come in through. As we did, this taxi drove off. We walked instead and found these bridges, which were Asian like and they ended up getting really thin. It was also daytime now. There was one obstacle thing and Ezra was there and we needed to cross these bridges while singing David Bowie songs, and Ezra didn't know any. A long time later, the guy I with or someone else and I went back to the house and the police were there. There was a lady who made me write a note for some guy and I signed it ""Love [as a loveheart] Jacob"". Jacob was a werewolf. Dean and Sam (both Supernatural) were there."
"2299"	"(2008-08-29 (17)) I was in accounting and we had a test. The class was smaller. I got distracted by the teacher, who was Ms Madsen (but sometimes was someone else) and only ended up doing one of the many questions. Darius and Michael (and the rest) were sitting at these desks front of me. I had accidentally hit Darius and he went to the nurse. When he came back he said ""I had to get a test"" and Eugene laughed at him. Eugene asked me a question and came and sat next to me for me to answer, but then got interrupted by his friends. I saw Alejandro outside, walking to the classroom and I went to open the door, but it was already open."
"2300"	"(2008-08-29 (17)) Ms Pascal accused me of having a phone and I yelled at her for not believing me when I said I didn't. Eugene and the rest were laughing. [Yesterday I had felt sick, and she didn't believe me] ."
"2301"	"(2008-08-29 (17)) Eugene said ""If I hear that Nickelback song one more time, I'm throwing this [ring] away"". I wanted the song to come on so that he did."
"2302"	"(2008-08-29 (17)) Mom was going to let me have the day off school, but then Dad and Ezra pulled up at her house. Ezra stayed, but Dad left. We went to McDonald's to get food. Calvin was there and this other girl. I put my leg out and she almost tripped. I said ""sorry, automatic reaction"" and she said that it didn't even move and then some allusions to me being fat. This guy was singing and I was videoing it with my phone. Brianna took my phone because she wanted to do it. Later, the girl and along with Melodie and others were with me. She called me fat and I said ""at least I don't look like you"" and she said ""you're ugly too"". I said ""I can lose weight, but you're stuck with that face"" and that she ""looks like a rat that has been hit in the face with a shovel 1700 times"". She was Asian looking, with dark skin and was ugly. She looked at me incredulously. I was then threatening her with a butter knife. I asked Calvin to get me a sharper one and in a high pitched voice he said ""a sharper one?"". I got one myself and placed the point above her knee. I didn't think I would be able to stab her as it would be hard to get through and also that I would feel uncomfortable, but I stabbed her in the knee anyway and it went through easy and I felt fine. She screamed. I stabbed this pen too and the ink ran out into a bin. I tried not to get ink on my leaver's jacket. I planned to kill her but let the others go."
"2303"	"(2008-08-29 (17)) I was out the front of home and there were lots of kittens near the garage. I was trying to put them in the garage, but there were so many and they kept getting out. I started putting them in boxes instead. This guy was there and I said ""damn, an adult is left"". He reminded me of REM for some reason and then later I found something with Everybody Hurts on it. We got all the kittens in the garage, but I had to leave. In case he closed the shutters and took over the place I was hesitant to leave. Eventually I said ""you promise"" and he agreed and I left to get water and a light. When I came back he had closed them. I opened the bottom of one of them and he popped his head out and I aimed and squirted water in his face and said that I'd shoot his kittens, but he had a gun and shot them himself. The kittens ended up letting me in. Light was shining in my face. The kittens were now people and they killed him. I told the kittens not to go near the pool. Then I was watching a movie and Jason Bateman was in it and he was keeping zombies in his garage. All the zombies were kids or teenagers and they were just like people. His garage was fancy and looked like a house. He had a bed in there and these two zombies (girl and a guy) were on a couch under a blanket. Jason Bateman's character's father said ""is that the guy-,"" and saw the girl zombie pop her head out. And he said something like ""you and that girl"". I liked the way the garage had transformed and so liked the movie."
"2304"	"(2008-08-30 (17)) There were cats in the bathroom, hiding. I heard a noise and I followed it. It was coming from under Dad's bed. Ezra said there was a cat under there. Cuddles was under there. I went to my room and put her on my bed. I saw a dark green/black snake like thing slithering under my stuff on the floor. Poppa and Dad were out the back and I asked them how to kill it. I described it and they freaked out. Poppa, in which I think was an attempt to get me to leave the house, asked if I wanted food and I said ""No, Mom's getting it for me"". I thought it was Sunday and that Mom had to do my hair, but remembered it was Friday. There were some people filming a music video on a beach and the snake was around."
"2305"	"(2008-08-31 (17)) There was a demon killing kids. Dean and Jo (both Supernatural) were talking and she asked him something and he said ""I love you. I've always loved you"" etc. Then Sam and Dean were somewhere looking for the demon, but it was standing over another kid."
"2306"	"(2008-08-31 (17)) I was staying at Mom's, but I was at home waiting for her. I called her to ask how long she was going to be and she said ""Don't worry, I'm coming, it's your turn to stay""."
"2307"	"(2008-09-01 (17)) Some others and I were in a hotel. We were then outside and this gas started coming and was going to be everywhere, so we left. One of the people I was with said it smelled like ""toxic gas"". We were driving really fast and weaving through traffic. We were outside this hospital. I was with lots of others my age. The ambulances were taking off really fast and I couldn't cross the road. Farrah and Ariana were there. Ariana was trying to climb up the back of the hospital, and I was holding this thing steady for her. Valerie was also there. This other lady was around. I had pants on and was hot, so I went into this little room which was away from the hospital to change. There were lots of towels in a cupboard in there. I couldn't get them around me and so the lady made me 'smaller'. It felt weird as I was getting smaller. I could now wrap the towel around and wrapped around like a skirt. Ezra made fun of it. We ended up getting into the hospital but it was just a large room with kids in it and most of them were dead."
"2308"	"(2008-09-02 (17)) I was watching Supernatural/Freaks and Geeks. Someone was telling Neal (Freaks and Geeks) that the yellow-eyed demon was his father. I was saying ""I knew it"". His father had cheated with someone who was actually the demon and his wife had gotten pregnant from it. Lindsay (Freaks and Geeks) was around."
"2309"	"(2008-09-03 (17)) I was at school in the common room. Lorelei was standing up and had some bits of paper in her hands and she was talking to someone and they asked her how many she had. I realized they were dreams. She had thirty something. I told her that I had 2300. She showed me a dream she had written and it had two sentences and a bunch of pictures, including one of Jared Padalecki. I told her it was better to write full sentences rather than put pictures. I said I had five books full of dreams and I was typing them up. She asked why I was typing them up."
"2310"	"(2008-09-03 (17)) I was at Mom's house, which was different. Ezra was moving back there and I decided to go to her house. I got stuck with a lame room again."
"2311"	"(2008-09-04 (17)) I was at the exam place for chemistry. Eugene and I had become friends which I knew due to what Calvin and some others were saying. Calvin and I had to walk along this narrow ledge. Others were in front of us and these guys stopped to buy a drink from a stall. We got held up, so we jumped off but it was where the ledge basically ended. There was a mirror somewhere and it wasn't reflecting properly. Calvin ran into this cinema and I followed him. There was a weird movie playing and he left. This lesbian started talking to me and said her current girlfriend had thought she was a guy at first. I left there and was carrying lots of books and my calculator. Autumn dropped some of her stuff and thought she'd lost her calculator but she didn't. I went into this other cinema, where another weird movie was playing, which had a guy with red hair dancing. I was writing down books to use for my English exam and I had included A Clockwork Orange and written Anthony Burgess next to it. I was trying to remember the director of One Flew Over the Cuckoo's Nest, but I couldn't. I was trying to remember the ""three hour movie"" he did as well."
"2312"	"(2008-09-04 (17)) I'm not sure where I was but I was in a room somewhere. Eugene was sitting on a chair. Something happened and I realized it was a dream. I saw Eugene in the corner and forgot what I wanted to do. I put my hand on his shoulder and said ""Hey Eugene, what's up?"" and he just looked me and then looked away. I ran my hand down his back and then through his hair, which felt rough and like dog fur, saying that I'd always wanted to do that. I told him it was a dream and to do a reality check. I did and breathed and my nose squeaked and then everything went white and I had a false awakening. I was at the end of Brookland Ave, at the lights. Jeremiah and Selena were there. I was going to wag, but there were lollipop ladies everywhere. I also thought I saw Ms Corbett. Darius and Jeremiah were walking and they said they were going to pick up Eugene and then go to school. I went with them and we walked slowly, but we got to school and Eugene was already there. I saw Alejandro around too. They were all wearing their leavers' jackets. The library had no books in there and had lots of lounges in there. I was telling Autumn that Nana had the same lounges (the recliners). Elijah was joking about it and said ""a library with no books"". We had an excursion and Elijah didn't want to go so he planted this stuff around to excite the teacher into searching for more stuff (like a treasure hunt), so she wouldn't go. Julianna was around and I was telling her how to do something."
"2313"	"(2008-09-05 (17)) I was at school. We were watching An American Werewolf in London. I wasn't facing the TV but then turned around so I could watch it. This lady asked us what we rated it and I said ""10 out of 10"" and she was like ""10 out of 10?!"" and I said 'Yeah I loved it the first time I saw it'. Elijah had cupcakes and he gave one to Ezra. Samantha was also at the desk. They were really nice cupcakes. I felt full and stopped eating them. We were going to be picked up early. Then I was watching Supernatural and something happened to Bobby, whose name was actually his real name, Jim Beaver. He had bones in his desk. He was actually dead and Sam said ""he tricked us"" and then someone slammed Sam and Dean's heads together. I was going through my most listened to music on my computer and the most listened to song was Don't Fear the Reaper."
"2314"	"(2008-09-06 (17)) We went to a cemetery after someone in our family died (or someone else). I was with Dad and Ezra and we were carrying the coffin. Eugene and his family were in front of us. He had two sisters and he was wearing his leavers' jacket. One of his sisters had ""Seecee"" on the back and the other had ""Solaris"". Eugene said it was either a ""Russian movie or a Russian spacecraft"". Then we were on an excursion and Eugene was following me. There was a mirror maze and Eugene went off to get changed. Jeremiah and Darius were around in orange jumpers. Across from the mirror maze were some guys fighting on a stage in a weird way and one of them was in a lot of pain. I asked someone if we were supposed to get changed and they said no and I said ""Eugene is"" and I went through the maze. We then were eating lunch. Jeremiah told Eugene not to sit with me because he thought he had a 'thing' for me. He sat somewhere else. We had to write down a question and I went to get a black and red pen out of my bag, but first I forgot the red pen and grabbed blue instead and then I went back to get the red pen. Last Train to Clarksville was playing. This book of mine wouldn't close, so I just left it open. Evelyn was crawling on the floor to get to a plate. Jeremiah came to the table where I was and asked Alejandro and I what we were eating and I said ""vegemite sandwich"" and he said ""same old, same old"" and I wondered how he knew. Then this girl went to this house with a vampire guy. They got separated and she bumped into her brother. Some guys took their car, which was the car from Supernatural. This vampire morphed into this woman. This girl was later outside at this rocky place with a vampire guy. There was a vampire couple in a bed. The girl was pretty and she had brown hair and a red ribbon thing around her neck. Later I was at home and Uncle Wilbur and Poppa were there doing something for me, but I don't remember what. I had to have a shower."
"2315"	"(2008-09-07 (17)) I was at school. In period 2 I decided I wanted to go home so I text Mom and I said to pick me up before 10, so I would miss out on lunch 2. I left class and Mom came and she said the office ladies had been really rude and they were going to make us talk to Ms Pascal. I was trying to explain that I was sick, because of those headaches I keep getting, but they wouldn't listen. Ms Southwell was also there. I got angry and pushed all the paper off the desk and went and sat in the car."
"2316"	"(2008-09-07 (17)) I had to collect kittens from this giant red dog. We had to crawl inside it and it had walls. If we touched the walls with this electronic stuff we would get -2 points. Each kitten was worth 1 point and we needed 6 points to pass. It was dark inside the dog. Then I was outside and there was this forest area with these metal drums with dark, murky water in them, with snakes in them. We had to reach in to grab them. There was another area with animals surrounded by fences. There were dogs and there was this really pretty pony. This guy came and I don't think I was supposed to be there."
