"n"	"dream"
"C-128"	"#C-128 (2004-04-04 (19)) I was supposed to go over and see Margaret Henderson, and I went over there to her apartment complex, and I had to get the 8th floor, and I was going upstairs and going upstairs and going upstairs and going upstairs. And this apartment complex had like apartments that were on like the outside, like on a balcony, they weren't all enclosed in a hallway. And, oh, let's see -- I got to the 7th floor and knocked on their door, and the wrong person answered, and I said, ""Do you where Margaret Henderson's apartment is?"" and in my dream it was 813. And he said, ""No, I don't."" And he was like going to page somebody on his cell phone, but he said, ""This is the 7th floor."" And I was like, ""Oh, that helps."" Then I was like trying to figure out how to get up to the next floor and I couldn't figure it out, and there was all kinds of garbage and stuff around. And I think also that to get somebody, I had to go back home and help me get somebody to help me find it. And I called her and I said I was going to be a little late, and she just, she was so worried about me, and then I, people were just dawdling around the house and I had to call her and tell her I couldn't make it. And that was that."
"C-129"	"#C-129 (2004-04-05 (19)) Celine Dion was in our kitchen [laugh] , actually what was happening was I was feeding the chickens and I heard Mom playing one of her albums, and I decided to come in. And she actually opened the door and was singing one of her French songs; she was singing ""Brahms Lullaby"" in French. I knew it and I sang along with her, and next thing I knew, we were at the counter and we like put our heads against each other and sang it like in full voice. And that was kind of incredible, and then there was something else going on. And then I was asking her, ""Your new album, why were some of the tracks recorded in Stockholm, Sweden?"" And she was like, ""Well, it was put together by something in England and France."" And I was like, ""Oh."" And I dreamt that she was supposed to appear at the radio station for a publicity thing to raise money for something. And I don't remember what, but next I knew, I was on the phone with Samantha, Sandra and Derek and we were all going to go on a boat trip and take this puppy that was not house potty trained, and was messing all over the place. [laugh] And then I woke up."
"C-130"	"#C-130 (2004-04-08 (19)) I was planning to go to Iraq with my class of some people from, I think, one of my humanities classes at Westport College, and not really for any serious negotiation, but just as tourists. They were going to show us how it is over there. And one of the main things that was important to know was that each little town square center thing had like this fountain thing with a telescope in the middle of it. And what you had to do when you were going to speak to people in the town square is about two or three feet away -- or maybe four feet -- stand up on this little stool and point an unloaded gun at the telescope thing so that they could see that you had no bullets in it. That was crazy! And so we had one of these little setups in our living room so that I could practice doing it, and I had a feeling like I wanted to get up on a stool thing and speak to those people, but I had no idea what the heck I wanted to say. And I guess this comes from when I hear about it on the news, I have no clue what it actually looks like over there. I can't really imagine. I've never really actually looked at the footage. I guess I should sometime. And in other parts of this dream I dreamt that Samantha, Sandra and Derek were in town and we were in the car going somewhere, and we were stopping along the way at this church. And I don't know, there was just kind of stuff in there, and then I woke up."
"C-131"	"#C-131 (2004-04-12 (19)) I can't remember how or when or why, but somebody in my dream was trying to tell me the HIV virus was responsible for causing my underdeveloped optic nerve, and that it was going to spread to the rest of my body sometime in my life, and it was going to turn into AIDS. I actually believed it for the duration of the dream, and it wasn't really all that scary, but then again it kind of was a little bit. And I can't remember anything else that was going on in the dream, but there was a whole bunch of other stuff that wasn't related. But I don't remember any more of it, because, like I said before, I let this go like this is the evening time now, and it stayed with me this whole day. But that's that. It was really, really crazy. Then, as I was waking up, I was thinking how that probably wasn't true, but until I was really awake, I couldn't be absolutely sure."
"C-132"	"#C-132 (2004-04-15 (19)) Up -- you know how in the landing of the stairwell here -- there's a little round table that the old CC TV has been kind of placed on, and I like have been using it from time to time. Well, in my dream, standing on top of the monitor was a big, huge, about 4' tall -- and almost as tall as me -- it was a Santa display figure doll thing, and it was standing on top of the CC TV monitor. And you would activate it and it would just sway. It was supposed to like dance, but when he spread his arms, it was like this big, huge mess, just swaying and swaying and kind of making a noise and flashing some lights and playing a little Christmas song. But I would get nervous about this thing falling off because it would sway so wide, and I didn't really think it was going to fall off, I just thought it might. And that's really all I can remember. I think I was going to take it to a party or something, but I don't remember anything.... Now I remember some more about this dream. It had no connection to the Santa thing, but I dreamt that we were walking from an apartment in N______ Park over to the campus, and it was sort of a nice walk. I mean, we were seeing roses and stuff. But I was living upstairs in kind of a dingy place, and it was kind of small and blah, and so we were on this walk, showing me the way to Modern Media College, and next thing I know, I'm back home at this house messing with that Santa thing again. I don't get it."
"C-133"	"#C-133 (2004-04-19 (19)) We were still looking at apartments for me for when I'm living at Modern Media College, and I dreamt that this place -- Cedar Park Villas -- was on a ship and there were rooms and rooms for people to stay, but it was like on a ship. And it didn't really have an address because it didn't stay in one place; it could get up and go at any minute. And I was thinking to myself how I would really like to stay at a place that was on land, and I wouldn't want to stay on a ship. And there was another part to this dream. There was a waiter guy who had to come to my room in order to get to either the ship's bathroom or like a kitchen storehouse place, but he came through there a couple times, and he ended up sleeping in my bed. And in my dream I didn't really consciously think he did anything to me, but I kind of asked Mom that, if I needed to get an abortion, would she be able to take me in, not let anybody know. And I don't remember what she said, but next thing I knew, we were on a smaller boat just going for a ride with a bunch of people. And then I woke up."
"C-134"	"#C-134 (2004-04-24 (19)) I was at this Spanish class like take in Westport High School, except it was at this dingy old house and I was coloring in a color book, and it was a coloring book of like Bible stories and stuff. And I had been there for like three or four hours just doing nothing, and I was going to call home, but for whatever reason, I couldn't really dial the cell phone. It had all this like Spanish instruction stuff on the display and we couldn't really, I don't know, you couldn't really get out. And then I realized that I had to go 1 and 7, 2, 7 and then 8212610, and then I was able to get out of all that messy Spanish stuff, and I can't remember if I actually got to talk to anybody, but then I woke up."
"C-135"	"#C-135 (2004-04-25 (19)) I still have to think about that sometimes! [the year] I can't remember too much about what I was dreaming last night, but I know that, I remember one scene real vividly. I dreamt that I think I might have been at either Aunt Christine's house or at some other strange house. But I had a feeling like it was somebody's house that I had just been to the first time. And I didn't really know the people, and they had like an upper second story, and they had a living room real similar to ours. And then they had a cellar and the stairs are just like ours except they were a lot less steep, they went at a much more gradual grade for a much longer period of distance. And I had to go get something from in their cellar, and, oh no, I think I had to go to the bathroom down there. And what you had to go is you had to go down the steps, and then there was like a hallway, and to your right was a bathroom, to the left was some other kind of junk room, and if you kept going straight and down a couple more steps, you'd have an even deeper, darker cellar. And by the way, in all of this, there was one light switch at the head of the stairs that controlled the lights for all three of those rooms down there and the stairway. And I had to go to the bathroom and somebody was in the first story bathroom, and I was going down the stairs of the cellar, and it didn't actually happen, but I was having a vision of what would happen if somebody were to see the door open and the light on, and they just switched off the switch and everything went dark, how I would just scream! And after that thought, I decided I wasn't going to go to the bathroom down there, that I was going to hold it some more. So then I woke up, and I really had to go. [laugh]"
"C-136"	"#C-136 (2004-04-26 (19)) Oh, I smell coffee somewhere! Okay, last night I had kind of a crazy dream. I dreamt that I was in the Bancroft Middle School cafeteria, and people were getting ready to like take a test, like a SCAD or something, and they were all sitting at the table. And over in a corner my Mom was shoveling big plops of poop into a bucket, and I don't know where that came from, but she was saying, ""Getting the dirty stink out of the cafeteria would help them take their tests."" Well, duh! And then I must have been roaming around Westport High School or something, in the hall in front of the Guidance Office, and I heard them announcing the final exam schedule for Westport College over the intercom. And I was thinking how the high school students, they threaten them and they say, ""If you don't get your exam by the scheduled time, the door's going to be locked and you won't get to."" And they just say, ""First period, second period, go to your next period exam."" But at Westport College, when they read their exam schedule, they were a lot more, not really empathetic, but sort of along that line, trusting that the college students would know what the heck they were doing. And that's all I can really remember about this dream."
"C-137"	"#C-137 (2004-04-28 (19)) Some relatives were in town, and I think it was Aunt Janice and Uncle Larry and Uncle Charlie and Aunt Polly, and it was Christmas time. And we were doing something downtown and I think Samantha, Sandra and Derek were there, in addition to these other people. And we were going around downtown and doing stuff, and there was some kind of exhibit show in the Coliseum and we were walking around. And then there was supposed to be a Celine Dion concert like the Las Vegas show, and apparently because it wasn't making too much money up there, it had to tour and it had to come down and go to another place. And so I was thinking, ""Oh, man, we don't even have to pay 80 bucks to get it; we're already in."" And Mom's like, ""Well, I don't know, we've got people to go do stuff with and we don't know what they're doing and what their plans are"" and stuff. And so we went outside and we started walking down the road and then I found out that Mom and Dad had bought two tickets for the concert for Christmas for me, and so we went back in, and Mom kept stalling and stalling doing different things, and finally we got in and we got to our seats. And this heavy metal guitar person opened for her, and then when it was her turn to come out and take the stage, they pulled down a movie screen and I found out it wasn't going to be a concert. They were going to show a horror movie that she starred in. And I was like, ""What!?"""
"C-138"	"#C-138 (2004-04-28 (19)) I felt like I was in a house that was kind of like our house and kind of like somebody else's house. And there were a bunch of people that I didn't really know, but I felt were friendly, and they were like people I think I was trying to get to know, like college age people. And I dreamt that in my Basic Electronics class, when we passed the final exam, we were given a little card that said that you were like a certified basic person, basically. And it was shaped just like my Best Buy gift card and it had the hologram on the front, and the credentials were printed on the back. And it had a little tiny picture of the music major down in the lower left-hand corner of the back, and a little further like in the middle of the card there was a little tiny picture of like a UPC symbol on the bottom right. And I was sitting kind of in a big roly chair looking at something that was kind of a combination of a computer and a CC TV. And I put this card under my tray and I was looking at it, and three boys and two girls all around were like, ""Oh wow, cool, you actually got one of these cards. Oh, my gosh!"" And there was this big dog, but she was real friendly. I had a feeling it was a she; I don't remember what they were calling her, but she was big. Her shoulders came up to my chest. She liked to kind of make it so that my hand's looped in her collar, and she would pull my chair along with her as she walked. And she pulled me back a little bit."
"C-139"	"#C-139 (2004-04-28 (19)) I was in the bedroom of this house, that was like our house, and I was with two of the other boys, and I was [laugh] putting together this really strange contraption. I had a black tube that was about three feet long, and it was about, it had two speakers attached to it kind of taped on with electrical tape at either end of the tube. And there were wires in the middle of the tube that connected them, and in the middle of this, that would come up from the tube vertically like a T, and on top of that I was going to put some kind of a -- like a control unit like type thing, like -- I don't know -- a crazy box. I don't know what it was supposed to do, but I wanted to rig it so that there was like a display that I wanted to rig on the outside of the tube, and I was soldering these wires all together so the thing would work. And I took the control box and I laid it face down on the bed, and I had this little bin of fasteners and I had this soldering iron that was about as heavy as a drill, and it was sort of, it had a wide, round tip that had a little boop in the center, and it had the solder within it instead of on a separate little thing. And what you would do is you would heat it up and you'd tip it upside down on the tip, and you would dab a little bit on and it would melt and you'd stick on whatever you wanted to stick on while it was still liquid. And I had these fasteners that were wires with little round tips at the end, so I was laying them in the thing, laying them in the blob of solder that I put on the terminals, and when I was done with this iron thing, I would like lay it on the bed. And worse yet, I would lay it on a newspaper on the bed. And when I woke up, I thought, ""Oh, my gosh, why the heck would I do something like that?"" And there were these two boys just watching what I was doing, and they were kind of jiggling and jury-rigging the wires inside this tube. And then I woke up."
"C-140"	"#C-140 (2004-05-02 (19)) My Spanish class was hosting this party. I think it was for some new guests or something. And we were kind of at a place that was kind of like our house and kind of like something different. And we were arranging this buffet on our dining table, and I had given them two little Styrofoam balls and they crafted one to look like a pond and they put water in it, and they crafted another to look like a fountain. And they made this house out of cardboard with like a big roof and like white in the front, and they like made it sort of longer than higher, and that was kind of a backdrop of the buffet. And I think I climbed up on the chair at the side of the table, and I grabbed the jug of water and I poured myself a glass. And then I sort of went along down through the buffet and I got through these things. And I can't remember what the significance of all this was. There had to be more to it, but heck if I remember."
"C-141"	"#C-141 (2004-05-05 (19)) I was participating in this NFD convention that was held in this stadium and outside, and we were walking around looking at different things. It was Mom and me and Terri that was there. And they were like, there was like a DJ and they were playing different CD's and stuff. Then we went to like the second level. In this particular stadium there were like where the, down on the field where most of the booths were, then there was a second level where some other -- it was like a thin little circle of fields that was a second level where other displays and booths were that were around. And we went back into a hall because we were looking for the bathroom. We found this audio booth where this girl was mixing, and I thought I used to know her. She reminded me of Abigail, the neighbor down the street, but I didn't know who she was in my dream. She was doing the mixing and stuff, and she was waiting for her next shift to come, and nobody else wanted to take over for her and she was kind of upset that nobody would take over for her. Terri, she asked if Terri would take over for her, and Terri was like, ""Nah, I don't do that kind of stuff."" And I had to cut in between in, I kind of waved my hand like you do in school, and waved it and shouted and cut in between them, and I said, ""I would be happy to take over for you if you teach me how to run your system."" And fortunately -- you know how like a band plays and then there's like a lull when they take a break -- well, fortunately I guess DJ's don't take breaks, but it was sort of a break phase while she was teaching me. This room that the equipment was in kind of put me to mind of the Warrior Vision room, and as much video equipment as they had in the Warrior Vision room, this was all audio equipment. She took me like from one thing to the next and like put my hand on it, and I was able to feel the front panel on each device, and I was able to sort of know what it is. I don't remember the most important thing. They did not have a mixer. [laugh] Shame on them! But had three CD's players. The first and the second one, 10 or 12 knobs across the front that were supposed to be like EQ things, and then they had the usual transport controls underneath the tray. And then they had a third CD player that was like a cream-colored personal CD player. Then they had two other weirdo things that I've never seen before. Oh, and then they had like tons of CD's, but I don't remember a mixer or an amplifier. How in the heck are we supposed to mix without a mixer? But anyway, I remember wishing that I had brought my magnifier so that I could at least try to read some of the titles, because after she left and she said like, ""It's all yours,"" I think Mom and Terri went to do something else. And I was just taking time to look through their collection and see what I could see. And they had tapes of stuff that you listened to that was recorded, books and stuff, and they had CD's that were kind of blah, but the good stuff that she was playing I couldn't find. I wasn't looking in the right place. And I felt like I was doing a terrible mix because I wasn't playing stuff that was appropriate for the crowd because I didn't know what I was going to queue up because I couldn't read the darned things and I didn't, like with my collection I know what's where. Well, this one I just had no clue. And then we were home -- man, I'm using up tape like crazy -- we were at home watching movies, and I think it was ""Brother Bear"" with sort of a crazy spin on it and when the movie ended, I think for some reason the amplifier was in the middle of the foyer with no wires attached to it. But I could still turn the volume down on the front and the volume would still go down and it would still control things. That was crazy! And I was picking up all these lettuce leaves off the couch, and I was putting them into this green container and crying for some reason. And these lettuce leaves had to go back to Blockbuster with the movie, why I do not know. But Dad was like, ""Are you crying like the Toyota?"" And I was like, ""No, I've got a stuffy nose and I always breathe like that when I have a stuffy nose."" And then I woke up."
"C-142"	"#C-142 (2004-05-06 (19)) The first part was that we were at this school, and their like big auditorium, and we were watching these kids perform, and they were like dancing around in a big circle in like pilgrim dresses and stuff. And there was, then the circle, they disbanded from the circle and they would take turns singing and all. Their accompanist was at a grand piano, and the keys weren't out lateral, they were like typewriter keys, all sort of on top of each other. And the guy, all the kids finished performing and the guy was like trying to tune it or something and he had the lid lifted, and there was like fire. There was a different color flame for each note and for different chords the different flames had to sort of mix. [laugh] That was so messed up, man. I don't know where that came from. But then the next scene was that I was at like a beach thing. I think it had something to do with a scholarship convention, and I was swimming with Mom. It started off to be that I was at a boat ramp and Mom and I sort of strayed from the band and people that were there, and we started swimming. And the first weird thing was that there was a boat coming and we didn't want to get run over and so he's like, ""Come on down,"" we've got to get under the water so that this boat can go over us. And so we went under, and I was able to breathe under water because apparently there was like a little air pocket that sort of came down with us, you know how things get. And then when we came up again, I noticed that we were two-thirds of the way across this bridge that was like, I don't know, fifteen or twenty feet long that was supposed to be the skyway, but it was too small to be the skyway. We were swimming to this little island, and Mom wanted to go in this little pet store and get food for the people's dog that we were staying with, but I was swimming naked and I didn't want to get out of the water, so I waited for her. And I started swimming back across the thing by the bridge, and on the other side there was like a turtle, and I touched the turtle, and then he immediately wanted to bite me. And I threw handfuls of sand at him so he would bite the sand and not me and I could get away. But he kept following me, following me, following me, and finally I just forgot about it and I went up on top of this bridge and I forgot all about the fact that I had been swimming naked, and they were like giving out like scholarship awards at this little pavilion. And I knew I was supposed to be one of them and I hoped that Mom would come over from the pet store in time. And I think that was it."
"C-143"	"#C-143 (2004-05-09 (19)) I had a wedding planned to a guy that I didn't even know hardly. He was somebody that I expected to get to know and we expected to hit it off really well. And Dad was like, ""Well, you should set up a wedding. You should get ready. You should have everything all set _____ the way you wanted to."" And so we set up so that we could have a reception at the Hilton, and then about a little while later he reminded that it was still set up and that it couldn't be cancelled because I wasn't really starting to get to know him, like he wasn't returning my calls and stuff. And he reminded me that time was running out to get to know him, and I just said, ""Okay, enough of this."" I ___________, but in my dream I did a bunch of crying and then finally I went to them and said, ""Look, I'll give you the money that it takes to cancel the thing, but I want you to cancel it."" And then he was like, ""Well, you were the one that set it up,"" and this and that, and I was thinking, ""No, I didn't. You were the one that made me."" And I think there was something else. I think Mom had found this really small premie baby and picked it up, sort of like you pick up a hurt bird and take it home and take care of it. So she sort of picked it up, it was abandoned, and she brought it home, and then we had a baby in the house, plus all this other stuff going on. And, oh yeah, one other additional part to this dream: I dreamt that I was at some kind of class that was teaching me how to do something technical. I think I was at a thing that was sort of a cross between a CC TV and a computer, and I don't remember what I was doing, but she was trying to get a feel for how much I knew. I was working with this lady, and I was kind of going off and thinking about my own thing, and I wasn't able to do what I was supposed to do. And I was too preoccupied by this heavy stuff about this stupid wedding. And then I think I woke up."
"C-144"	"#C-144 (2004-05-11 (19)) It was my birthday, of all things, probably because of the mermaid birthday story, and because on ______'s day I kept wanting to say, ""Happy birthday."" I dreamt that I was up here in my bedroom for most of the dream, and Uncle Carl was giving me two presents. I can't remember exactly what they were, but they were kind of juicy things that somehow I could use. They were kind of like utilitarian gifts. And the first one, I think, was some kind of clear plastic clipboard, and it had some words on it. It was like an overhead projector clipboard. The next present that he gave me was like a cone thing that you yell through. It was cardboard, and it had like some blue stars on it. Now what's up with that, I don't know! But he wrapped it up in a box real pretty. And then Mom, a little while later after he left, Mom was going to give me a present and it was supposed to be The Present of all presents, if you know what I mean. It was supposed to be the one present I've been wanting a long time. And somehow I got ticked off, but I didn't want her to know. And it was like a small kind of box wrapped in white paper with some flowers. And I opened it up and it was a baby thing. [laugh] And it kind of shrunk a little more as I looked at it, and it was white -- I don't know -- but even though it was small and babyish, I remember being pleased, really, really, really pleased. And then I woke up."
"C-145"	"#C-145 (2004-05-16 (19)) I was raising and hatching these baby chicks; there were about five or six of them, and I had eggs in an incubator. And I don't remember too much about the incubator part, but it was like this box that I had that I was hatching these eggs. And it was like a f______ project, and I seem to remember the chickies coming out, and there were three yellow ones, a brown one and two black ones. And, you know, they were hopping around doing their thing, and I was thinking, ""Oh, how cute! I can take these to the fair and show them."" And then, I can't remember, something else was going on. Some elderly woman took me to this big, open hall type thing, and there was tons of stuff going on; I can't remember exactly what. But when I came back, I realized that the black chickie had run away, something happened to the brown one, and the three yellow ones had died because I forgot to feed them anything before I left for the big, open hall. I think I had given the brown one away, the black one ran away and the three yellow ones had died. And I'm so disappointed and so heart-broken that here I let these chickies just die because I didn't feed them, I didn't have a chance to feed them or get them any of that baby chick starter stuff before I went to the big, open hall thing. And that's when I woke up. And the funny thing about this dream is that the next day we went to a garden-like place, and there was a frog right by a little map sign thing, and I used to pick up frogs all the time and put them in my pocket. But then a couple years ago I started getting really grossed out when I touched them. But this time I just picked up that frog like I used to do when I was little, and held it in my hand for a few minutes and let it go. And I was appreciating its creature-hood, if you know what I mean. And I was glad that this creature didn't end up like the baby chicks in my dream."
"C-146"	"#C-146 (2004-05-18 (19)) First of all, I remember there was a lot of stuff going on and I only remember about half of it, but that's still a lot; trust me. The first thing I can remember clearly is that I had a math class at Westport College with a lady professor, and she was talking to us about how math is heavenly, but it's a cold heaven and it takes like, it keeps your mind thinking reason and logic and all that stuff. And I'm thinking, ""Yeah, right, lady."" And I had this, you know how in high school they had a book which had like two and a half pages each night? Well, that's kind of how this was, except it was like two facing pages was our assignment. And the first problem kind of read like this, ""John bought five milliliters of ice cream, a cone, a rong (spelled r-o-n-g) and an equal = sign and a summation sign + 9 milliliters. So apparently you had to figure out how many milliliters in a cone and then add up the cone and the five and then figure out what the rong was. And then the rest of the problem was he was buying all this other food, like pizza with chicken on it and burgers with bacon, and you were supposed to know like how much it cost or how many calories it was without any other information. And I had a whole page of these to do and I was just starting to think about the first one. And next thing I knew, we were up in Jackson and Mom and I were like on a vacation, and I had all these problems to do on my vacation. And I think we were at Grammy's house first, downstairs, sort of getting settled and all. And we were waiting for Aunt Christine and Uncle Larry to come over, and Mom wanted to go up the stairs into Grammy's attic to get like her sewing or something that was up there. And so she turned on the light on the stairwell and we went up, and then she turned on the light in that first big main room where everything is, and she started digging around, rooting around, and believe it or not, I was kind of afraid to go too far into that room, but I was afraid to go back down the stairs because she had turned off the light in the stairwell, and it was dark downstairs in the house. So I'm like sitting there, or I'm like standing there on the first step, gripping the wall post molding thing between the stairwell and the room, and focusing on the light in the room, but gripping that molding thing so tight so that I wouldn't fall down the steps. And just waiting for her to just root around and spend all day and do do do do do do. And then I don't remember us going down, but next thing I knew, we were in Aunt Christine's cellar in her game room and the light was on by Bobby's pool table. And the room was much bigger than it really is. And Aunt Christine and Uncle Larry and Uncle Burt were in that room talking about making some kind of salad for dinner, and I felt bad that we must have woke up Uncle Burt somehow because, you know, he goes to sleep really early. And I wanted to go up to Uncle Larry and say ""Hi,"" but I didn't want to hang around too much and look dorky because, see, he just got the b___________ in real life, and in my dream I remembered that. And I didn't want to act like I was too anxious to hear it. I wanted to act normal like I was anxious to see him. But I didn't want to be too anxious, you know how that goes. And fortunately it ended on a happy note like that, and then I sort of woke up. Man, I can't tell you what all that's about. But I can say that we've been listening to Bruce Springsteen lately while we've been doing major cleaning projects around the house. Yesterday I ran my sound system instead of having Mom run her Bose machine because hers is in her room kind of facing north, and mine has more power and it's sort of got more force behind it and it can just face right out the open door into my bedroom where we were working. So I blasted it and the whole time I was thinking about Aunt Christine and Uncle Larry and how carefree they are up there, and how I wish we could be back up there, no matter how snowy it is still at this time of year. And I think the math has to do with that I know that there are college math classes, and that I can't imagine myself being able to keep my sanity having one. And it was all I could do to get __________, and in this dream I was just sort of visualizing myself not being able to finish my homework and having these terrible test scores and everything I already went through in high school. And maybe it symbolizes like the stuff I'm having to go through now; I don't know."
"C-147"	"#C-147 (2004-05-20 (19)) The story lines of me starting off a new year of school and somebody having a wedding were so closely intertwined, it was kind of hard to make sense of it all. But I think the first scene had to do with me being at Westport College and going to take a more advanced electronics class there. Well, first of all, the most clearest thing in my mind is I was with this guy who kind of acted like Andrew, and he was showing me that if you constructed this little round decorative thing out of metal, and you mount it on a sort of a metal plate, that there's holes in the metal plate that you put, that you attach a chain to. And you attach this chain and then you can chain it. And I think that he sent me to, it was Mom and I and we rode with him in this little golf cart down this path with these little ginger bready houses around it, and that was supposed to be the Westport College campus. And we came to the office of the man that I really wanted to talk to, but before he was there, we had some time to wait, so Mom and I kind of took off and we went to -- I can't remember where we went -- but I think we went to some kind of CD store or something, some place to shop, I think. And now it gets kind of fuzzy from there. But then I remember coloring some cards. They, I can't really explain what was on them, but you know how when I first look at a black and white thing, I can't tell what in the heck it is until I look at little parts of it and put it together? Well, it was like, it was in the ""I don't know what the heck it is"" stage, and I never put it together. I was trying to, but I could never make sense of them. I was just coloring all kinds of crazy colors [laugh] . And what else? [yawn] Then we were in this store and somebody was having a wedding and they were looking at tablecloths and party supplies and pink napkins, and I was thinking, ""Oh cool, if there's some pink napkins left over, I can get them and use them as pink stuffing or something."" And we were looking at white lacy tablecloths and stuff and I think we were enjoying _______, and then sort of I faded into consciousness after that."
"C-148"	"#C-148 (2004-05-22 (19)) Boy, did I have a long dream last night, and I remember it so clearly too. Lately I haven't been remembering quite this clear. I dreamt that I was back at Westport High School helping Mrs. Dougherty with some kind of play that they were doing. And in addition to her, they had another voice teacher, that I think was Ms. Burton. She was taller and a little chunkier, and she was wearing blue and Mrs. Dougherty was wearing black. And apparently the kids liked Ms. Burton better, but I thought she was kind of boring, and the kids liked her better because she was kind of boring. She wasn't as vocally insightful, I guess you would say. She just went through the motions and tried to be a person. And I was helping them in the auditorium with s_______ and stuff, and I can't really remember too good, but I was mostly just standing around. And then we had to take a bus to a portable, and the bus drove us around the campus and drove us up into the portable, and drove us around in the portable until it found a place to park. And then it was just Mrs. Dougherty's class in this portable, and I had written two songs and she wanted me to give them to people to stand up and sing. And the one I had a written was a concept that I would rather be there to experience it, even though there was some stress. And I wasn't given ______ anything basically, and that song was about when I was in her class in high school. And the person couldn't really read my handwriting, so I was having to sing some of the words along with them, just so they could get through it. And then next thing I know Mom and I are walking with her out by like a bus circle. It looked like Bancroft Middle School's bus circle, but it was still at Westport High School, if you could imagine that. And she was talking about like sewing and stuff, and then we got out there and Mom stops. Apparently there was an alarm box out there that had like corrosion and stuff all over it, and Mom stopped and it was like, ""I told them about this. I don't know why they're not doing anything about it."" So she goes to the office and I'm out there with Mrs. Dougherty in the bus circle and I think Dad is there at that time, and I'm asking him, ""Is the alarm going to go off?"" and he won't ask me. So I figure out what that means. And so I run through the parking lot bus area and up onto this grassy medium that's got bushes and stuff so that I'm away from the building, and at that time I realize that I'm totally naked and I'm laying down and I've got a towel. I cover my head with the towel and I'm just laying there, all these bushes and stuff. And then Mom comes back and I call her over, and I tell her I need my clothes. And then I realize that there's a hotel above the school where we've been staying and that's where all my clothes are. And I find the clothes and then Dad shows up, and we're waiting and waiting and waiting, and they make an announcement on the intercom that the alarm might go off without warning. So I'm laying there with a towel over my head and I sort of heard it, but I put my clothes on and then I lay back in that position. And then there's a bench in front of us and they're unpacking all kinds of yogurt and juice and stuff, and they're picnicking out. And I sort of get less uptight because it hadn't gone off yet and it's been quite a while, and then I woke up."
"C-149"	"#C-149 (2004-05-23 (19)) Man, did I have a bizarre dream last night! Well, first of all I dreamt that I was back at Westport High School, kind of at like a summer school camp thing, and the transition students from the Wilcox Center were all there at this camp thing. I don't know why I keep having dreams about being back at Westport High School. I just don't get it! We were like doing a like a tour or some kind of a PE thing, and there was like this courtyard thing that we were all one. And we were like walking around the school and then coming back to the courtyard. The fire alarm system went off while we were out there, and, of course, it wasn't too terrible because we were out in the middle of a big space between a bunch of the buildings and things. And we were already out, so there was no reason to go running in either. I don't remember it was, whether it was just sort of a fluke or what. All the buildings it had shut off in except for the gym. The PE teacher was Ms. Lyons and she was going to take us in that gym no matter what. Yeah, it was still sounding in the gym, but she was going to take us in there anyway. And we were lining up getting ready to go in there. And you know how at Westport High School the Media Center and everything over in that area was like twice as bad as the other buildings. Well, the gym was like that too. And I was getting ready to skip class and run off somewhere, so I would have done anything except going into that gym while that alarm was sounding. And I couldn't believe that the PE person was going to take us in there anyway. But as we were going in there, it just seemed to get quieter and quieter and just sort of not be a thing any more. And it must've just been outside or something like that. And then we were doing our thing, we were playing ball or something, I don't remember. And then one of the girls in the transition program told me that she thought that Dad was having an affair with Charlotte Church because she saw these pictures of them together on the internet. And that all the details about how she was attracted to him because he made her feel so special and how now she wanted to be called Maggie or Gigi, and that Charlotte was just sort of a middle name. And that was such a surprise! And I think there was one other person involved in this, but I can't remember who. And then all of a sudden I was here in my house and I found this CD on the desk that like had some pictures and stuff on it. So I brought it up here and put it in my machine up here and tried to open it up, and it started acting like the Windows operating system, like the usual thing that you get, and to close in the upper right and all like that. And when I finally got to open the main part, it was like some kind of game thing. It was all these different pictures, and I was trying to copy and paste that one picture of him with Charlotte Church onto like a blank document, and I couldn't because it was in this game thing. And I was trying to open up the list of jpegs to that I could just grab that one, and I woke up before I could get there."
"C-150"	"#C-150 (2004-06-01 (19)) It started off and we were going somewhere, we weren't exactly sure where. And I think I was back at school again. Why the heck do I keep having all these dreams about being back at school? I don't remember too much right now, but let's hold off and maybe sometime later in the day I will. Now I remember some. I think it was about somebody saying something about being totally irresponsible. I can't remember what the situation was, but I think it -- oh, I know what it was. Something about putting so much food at the top of the refrigerator and it blocks the light at the bottom on Uncle Charlie's sandwich and then wouldn't we give him enough consideration to at least let the fridge light be on his sandwich. And that was something that Dad was saying. And [laugh] this dream is full of bits and pieces of nonsense. And I think another thing was -- let's see her now -- oh, there was this picture, there was this still picture of one of these American Idols standing on stage. I think it was like a freeze-the-tape shot, if you know what I mean. Somebody was saying something about that it was going to start up a second time this year, but it was going to be a lot sloppier and a lot goofier. And I'm trying to think, there's something else. Something about a machine that wasn't really adjusted right, and you had to do something really weird in order to adjust it. That's about all."
